V1 V2
BOOF 0.419826989015815 0.0299225834005051
BRMA -0.0127873750129905 0.0251633835363195
CAAR -0.0688798219479866 0.0117135250758324
CABU -0.019012950692929 0.0163482144559839
DIER 0.0198044009979763 0.0160542664220002
MACA -0.0327397534779024 0.0122268765291941
MEPO 0.0199254542116366 0.016257231164677
PARO -0.0252522643593307 0.0145922852698889
SIAL -0.0471715166408982 0.0132695838914971
VISA -0.00542468125971799 0.0165645374385258
