lambdas.mean lambdas.se
BOOF 184.771972358796 3.38672383882103
BRMA 3.31171955571767 0.0197209287434126
CAAR 48.9718759862703 0.332722287965105
CABU 35.2056233489519 0.361699188908274
DIER 233.832299113732 2.04328484968243
MACA 64.430641991739 1.00875666654332
MEPO 297.00723590945 2.51125758639475
PARO 51.1723814864265 0.918141739114646
SIAL 437.654053819698 4.16728306577757
VISA 6.73991653264727 0.0467595316620099
