"BOOF" "BRMA" "CAAR" "CABU" "DIER" "MACA" "MEPO" "PARO" "SIAL" "VISA"
"1" 7.80858778942269e-19 6.4872445169265e-21 -3.28810528964119e-19 -7.31909083699015e-30 1.93451410991833e-30 -1.37574436535535e-33 -5.87924942459551e-35 -8.23094919443371e-35 -3.82151212598708e-35 -7.64302425197416e-35
"2" 9.84194185860952e-21 8.17652116873932e-23 -4.1443269843839e-21 -9.22498003712198e-32 2.43826104129433e-32 -1.73398781204431e-35 -7.4102043249757e-37 -1.0374286054966e-36 -4.81663281123421e-37 -9.63326562246841e-37
"3" 9.31946316630869e-18 7.74245458419881e-20 -3.92431729784285e-18 -8.73525396725291e-29 2.30882119510899e-29 -1.64193568477941e-32 -7.01681916572399e-34 -9.82354683201358e-34 -4.56093245772059e-34 -9.12186491544118e-34
"4" 7.16359853435427e-19 5.95139819986429e-21 -3.0165078332836e-19 -6.71453402415353e-30 1.77472326830601e-30 -1.26210789775015e-33 -5.39362349465874e-35 -7.55107289252224e-35 -3.50585527152818e-35 -7.01171054305636e-35
"5" -8.31881538541253e-19 -6.91113309495508e-21 3.50295618234265e-19 7.79733379503787e-30 -2.06091884664282e-30 1.46563805153285e-33 6.26341047663611e-35 8.76877466729056e-35 4.07121680981347e-35 8.14243361962695e-35
"6" -2.06082554650023e-18 -1.71209949704159e-20 8.67789613591078e-19 1.93163857291284e-29 -5.10552766427898e-30 3.63083467847861e-33 1.55163875148659e-34 2.17229425208122e-34 1.00856518846628e-34 2.01713037693256e-34
"7" 2.63504174119849e-18 2.18914873578263e-20 -1.10958535926259e-18 -2.46985887630243e-29 6.528101580003e-30 -4.64250889621871e-33 -1.98397816077723e-34 -2.77756942508812e-34 -1.2895858045052e-34 -2.5791716090104e-34
"8" -6.24278407007906e-19 -5.18640089874313e-21 2.62876359675689e-19 5.85144265734148e-30 -1.54659897466994e-30 1.09987557803667e-33 4.70032298306271e-35 6.5804521762878e-35 3.05520993899076e-35 6.11041987798153e-35
"9" -1.6374033927253e-19 -1.36032743280963e-21 6.89491480673298e-20 1.53475948421633e-30 -4.05653371938259e-31 2.88483468727461e-34 1.23283533644214e-35 1.725969471019e-35 8.01342968687393e-36 1.60268593737479e-35
"10" 4.5191322621035e-18 3.75441972084994e-20 -1.9029539138612e-18 -4.23584141238857e-29 1.11957825939647e-29 -7.96196561215087e-33 -3.40254940690208e-34 -4.76356916966292e-34 -2.21165711448635e-34 -4.42331422897271e-34
