"BOOF" "BRMA" "CAAR" "CABU" "DIER" "MACA" "MEPO" "PARO" "SIAL" "VISA"
"1" -0.217001589159928 -0.0622291947067203 -0.182093710576531 -0.0671232558961582 2.43084023260232 -0.483751715708994 -0.359448271791246 -0.160738661033788 -0.204594505916539 -0.166960918759955
"2" -0.0800464394715298 -0.0229547879660108 -0.0671697992546415 -0.0247600842971892 0.896675947384688 -0.17844386569082 -0.132591445263006 -0.059292457492988 -0.0754697778825298 -0.0615876921886509
"3" 0.00158096494358406 0.000453370759539852 0.00132664361575928 0.000489026439307958 -0.0177098850108682 0.00352437282554145 0.00261876016177477 0.0011710614155262 0.00149057314628956 0.001216393670341
"4" -0.0564044538542371 -0.0161750139932602 -0.0473309727137122 -0.0174471099700137 0.631839684942545 -0.125739868685969 -0.0934301151329012 -0.0417802303843514 -0.0531795246867751 -0.0433975597787739
"5" -0.0365357742599177 -0.0104773048851065 -0.0306584607492057 -0.0113013003015629 0.409271795400678 -0.0814475301835965 -0.0605190080271892 -0.0270629881426526 -0.0344468384398652 -0.0281106072156296
"6" -0.415225805990708 -0.119073632724447 -0.348430663723181 -0.128438266918229 4.65133734146555 -0.925643894278664 -0.687793112226887 -0.307568439199001 -0.391485237271032 -0.319474536243873
"7" -0.108470942810375 -0.0311060368096825 -0.0910218056123029 -0.0335523941540923 1.21508571836973 -0.241809310670157 -0.1796746884836 -0.0803472185430056 -0.102269107965997 -0.0834574914427538
"8" 0.256212341167639 0.0734735986335804 0.214996839789645 0.079251984312772 -2.8700769861207 0.571162451415591 0.424398197270453 0.189783074027476 0.241563380037185 0.197129652573473
"9" 0.0587809136638011 0.0168565075287433 0.0493251442146434 0.0181822000702375 -0.658460661031312 0.131037601825346 0.0973665580632782 0.043540535316996 0.0554201102163582 0.0452260068179727
"10" 0.0442808009663806 0.0126983336655457 0.0371575866632319 0.0136970035383597 -0.496031171650104 0.0987131639145188 0.073348114373334 0.0327999287212319 0.0417490426239615 0.0340696270538595
