"dimensions" "deviance" "logLik" "AIC" "weight.1" "weight.2" "weight.3" "weight.4" "weight.5" "weight.6" "weight.7" "weight.8" "weight.9" "weight.10" "dimselect" "var.exp.1" "var.exp.2" "var.exp.3" "var.exp.4" "var.exp.5" "var.exp.6" "var.exp.7" "var.exp.8" "var.exp.9" "var.exp.10"
"Treatment.optim.D1.r39.Rdata" 1 3890.74927299663 3202.60822380484 6463.21644760969 14.0978166910138 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 2.48071419852092e-34 2.48071419852092e-34 2.48071419852092e-34 2.48071419852092e-34 2.48071419852092e-34 2.48071419852092e-34 2.48071419852092e-34 2.48071419852092e-34 2.48071419852092e-34
"Treatment.optim.D1.r4.Rdata" 1 3890.75085404814 3202.6090143306 6463.2180286612 14.1035041984378 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 2.47871381119244e-34 2.47871381119244e-34 2.47871381119244e-34 2.47871381119244e-34 2.47871381119244e-34 2.47871381119244e-34 2.47871381119244e-34 2.47871381119244e-34 2.47871381119244e-34
"Treatment.optim.D1.r40.Rdata" 1 3890.74779957552 3202.60748709429 6463.21497418858 14.1047000016897 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 2.4782935359099e-34 2.4782935359099e-34 2.4782935359099e-34 2.4782935359099e-34 2.4782935359099e-34 2.4782935359099e-34 2.4782935359099e-34 2.4782935359099e-34 2.4782935359099e-34
"Treatment.optim.D1.r41.Rdata" 1 3890.73420606563 3202.60069033934 6463.20138067868 14.1042403941628 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 2.47845505625979e-34 2.47845505625979e-34 2.47845505625979e-34 2.47845505625979e-34 2.47845505625979e-34 2.47845505625979e-34 2.47845505625979e-34 2.47845505625979e-34 2.47845505625979e-34
"Treatment.optim.D1.r42.Rdata" 1 3890.74531911284 3202.60624686295 6463.2124937259 14.1035914329386 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 2.47868314826601e-34 2.47868314826601e-34 2.47868314826601e-34 2.47868314826601e-34 2.47868314826601e-34 2.47868314826601e-34 2.47868314826601e-34 2.47868314826601e-34 2.47868314826601e-34
"Treatment.optim.D1.r43.Rdata" 1 3890.75507276061 3202.61112368683 6463.22224737366 14.1041560447676 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 2.47848470097014e-34 2.47848470097014e-34 2.47848470097014e-34 2.47848470097014e-34 2.47848470097014e-34 2.47848470097014e-34 2.47848470097014e-34 2.47848470097014e-34 2.47848470097014e-34
"Treatment.optim.D1.r44.Rdata" 1 3890.73420986678 3202.60069223992 6463.20138447984 14.1040816859506 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 2.47851083491918e-34 2.47851083491918e-34 2.47851083491918e-34 2.47851083491918e-34 2.47851083491918e-34 2.47851083491918e-34 2.47851083491918e-34 2.47851083491918e-34 2.47851083491918e-34
"Treatment.optim.D1.r45.Rdata" 1 3890.75050494583 3202.60883977944 6463.21767955888 14.1035532506848 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 2.47869656925792e-34 2.47869656925792e-34 2.47869656925792e-34 2.47869656925792e-34 2.47869656925792e-34 2.47869656925792e-34 2.47869656925792e-34 2.47869656925792e-34 2.47869656925792e-34
"Treatment.optim.D1.r46.Rdata" 1 3890.74724363549 3202.60720912427 6463.21441824854 14.1039010019488 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 2.47857433935312e-34 2.47857433935312e-34 2.47857433935312e-34 2.47857433935312e-34 2.47857433935312e-34 2.47857433935312e-34 2.47857433935312e-34 2.47857433935312e-34 2.47857433935312e-34
"Treatment.optim.D1.r47.Rdata" 1 3890.73420702021 3202.60069081663 6463.20138163326 14.1040521732148 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 2.47852120750019e-34 2.47852120750019e-34 2.47852120750019e-34 2.47852120750019e-34 2.47852120750019e-34 2.47852120750019e-34 2.47852120750019e-34 2.47852120750019e-34 2.47852120750019e-34
"Treatment.optim.D1.r48.Rdata" 1 3890.74847194265 3202.60782327785 6463.2156465557 14.1041395123098 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 2.47849051138736e-34 2.47849051138736e-34 2.47849051138736e-34 2.47849051138736e-34 2.47849051138736e-34 2.47849051138736e-34 2.47849051138736e-34 2.47849051138736e-34 2.47849051138736e-34
"Treatment.optim.D1.r49.Rdata" 1 3890.75485464045 3202.61101462675 6463.2220292535 14.1032120778289 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 2.47881649572739e-34 2.47881649572739e-34 2.47881649572739e-34 2.47881649572739e-34 2.47881649572739e-34 2.47881649572739e-34 2.47881649572739e-34 2.47881649572739e-34 2.47881649572739e-34
"Treatment.optim.D1.r5.Rdata" 1 3890.75045211776 3202.60881336541 6463.21762673082 14.1035875014059 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 2.47868453018748e-34 2.47868453018748e-34 2.47868453018748e-34 2.47868453018748e-34 2.47868453018748e-34 2.47868453018748e-34 2.47868453018748e-34 2.47868453018748e-34 2.47868453018748e-34
"Treatment.optim.D1.r50.Rdata" 1 3890.74743434921 3202.60730448114 6463.21460896227 14.1041281677195 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 2.47849449851373e-34 2.47849449851373e-34 2.47849449851373e-34 2.47849449851373e-34 2.47849449851373e-34 2.47849449851373e-34 2.47849449851373e-34 2.47849449851373e-34 2.47849449851373e-34
"Treatment.optim.D1.r6.Rdata" 1 3890.7342094916 3202.60069205233 6463.20138410466 14.1036277608701 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 2.47867037916615e-34 2.47867037916615e-34 2.47867037916615e-34 2.47867037916615e-34 2.47867037916615e-34 2.47867037916615e-34 2.47867037916615e-34 2.47867037916615e-34 2.47867037916615e-34
"Treatment.optim.D1.r7.Rdata" 1 3890.74702136237 3202.60709798771 6463.21419597543 14.1037969732684 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 2.47861090309113e-34 2.47861090309113e-34 2.47861090309113e-34 2.47861090309113e-34 2.47861090309113e-34 2.47861090309113e-34 2.47861090309113e-34 2.47861090309113e-34 2.47861090309113e-34
"Treatment.optim.D1.r8.Rdata" 1 3890.7342102396 3202.60069242633 6463.20138485266 14.1034293461546 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 2.47874012222301e-34 2.47874012222301e-34 2.47874012222301e-34 2.47874012222301e-34 2.47874012222301e-34 2.47874012222301e-34 2.47874012222301e-34 2.47874012222301e-34 2.47874012222301e-34
"Treatment.optim.D1.r9.Rdata" 1 3890.7532855618 3202.61023008743 6463.22046017486 14.1036902050896 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 2.47864843054242e-34 2.47864843054242e-34 2.47864843054242e-34 2.47864843054242e-34 2.47864843054242e-34 2.47864843054242e-34 2.47864843054242e-34 2.47864843054242e-34 2.47864843054242e-34
"Treatment.optim.D2.r1.Rdata" 2 3673.42982774072 3093.94850117689 6279.89700235378 14.9523483068974 2.9856829632695 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.961656772685084 0.038343227314916 2.12071220211617e-34 2.12071220211617e-34 2.12071220211617e-34 2.12071220211617e-34 2.12071220211617e-34 2.12071220211617e-34 2.12071220211617e-34 2.12071220211617e-34
"Treatment.optim.D2.r10.Rdata" 2 3678.802769507 3096.63497206003 6285.26994412006 13.7539942132452 1.66287896235619 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.985593403538502 0.0144065964614981 2.56874246049111e-34 2.56874246049111e-34 2.56874246049111e-34 2.56874246049111e-34 2.56874246049111e-34 2.56874246049111e-34 2.56874246049111e-34 2.56874246049111e-34
