"dimensions" "deviance" "logLik" "AIC" "weight.1" "weight.2" "weight.3" "weight.4" "weight.5" "weight.6" "weight.7" "weight.8" "weight.9" "weight.10" "dimselect" "var.exp.1" "var.exp.2" "var.exp.3" "var.exp.4" "var.exp.5" "var.exp.6" "var.exp.7" "var.exp.8" "var.exp.9" "var.exp.10"
"Treatment.optim.D3.r2.Rdata" 3 3501.22685131719 3007.84701296513 6137.69402593025 14.3127166254323 2.84208601951653 1.99714057715264 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.944375668139061 0.0372370338715726 0.0183872979893668 2.27290400648222e-34 2.27290400648222e-34 2.27290400648222e-34 2.27290400648222e-34 2.27290400648222e-34 2.27290400648222e-34 2.27290400648222e-34
"Treatment.optim.D3.r20.Rdata" 3 3502.23967897499 3008.35342679402 6138.70685358805 14.0486774962592 2.82766516177518 1.52145953895319 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.95035278072567 0.0385008153027842 0.011146403971546 2.37407489197711e-34 2.37407489197711e-34 2.37407489197711e-34 2.37407489197711e-34 2.37407489197711e-34 2.37407489197711e-34 2.37407489197711e-34
"Treatment.optim.D3.r21.Rdata" 3 3535.51418811281 3024.99068136293 6171.98136272586 13.6062118709214 2.07644639957445 1.19449871629902 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.969934860115195 0.0225896529900035 0.00747548689480099 2.58314366486973e-34 2.58314366486973e-34 2.58314366486973e-34 2.58314366486973e-34 2.58314366486973e-34 2.58314366486973e-34 2.58314366486973e-34
"Treatment.optim.D3.r22.Rdata" 3 3497.15125862711 3005.80921662008 6133.61843324016 14.182438122427 2.72096506564695 1.85267559195893 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.948881120996142 0.034926570448625 0.0161923085552333 2.3258969118256e-34 2.3258969118256e-34 2.3258969118256e-34 2.3258969118256e-34 2.3258969118256e-34 2.3258969118256e-34 2.3258969118256e-34
"Treatment.optim.D3.r23.Rdata" 3 3520.29281257922 3017.37999359614 6156.75998719227 14.6312720459791 3.16381303708584 1.89024263021138 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.94033682699982 0.0439684237645083 0.0156947492356721 2.16570712379421e-34 2.16570712379421e-34 2.16570712379421e-34 2.16570712379421e-34 2.16570712379421e-34 2.16570712379421e-34 2.16570712379421e-34
"Treatment.optim.D3.r24.Rdata" 3 3541.50382033027 3027.98549747166 6177.97099494332 14.1101791955343 3.37814104066582 1.22792979918245 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.939063092393934 0.0538251525318059 0.00711175507425971 2.32546691194605e-34 2.32546691194605e-34 2.32546691194605e-34 2.32546691194605e-34 2.32546691194605e-34 2.32546691194605e-34 2.32546691194605e-34
"Treatment.optim.D3.r25.Rdata" 3 3485.35627643367 2999.91172552337 6121.82345104673 14.3837929151127 3.08454722439922 1.93849618133791 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.939717225860759 0.0432148680794847 0.0170679060597564 2.23939546908047e-34 2.23939546908047e-34 2.23939546908047e-34 2.23939546908047e-34 2.23939546908047e-34 2.23939546908047e-34 2.23939546908047e-34
"Treatment.optim.D3.r26.Rdata" 3 3519.70475355135 3017.0859640822 6156.17192816441 13.9154913263901 2.69191488310203 0.995891524627396 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.959192380577395 0.035894778486564 0.00491284093604103 2.44224416851696e-34 2.44224416851696e-34 2.44224416851696e-34 2.44224416851696e-34 2.44224416851696e-34 2.44224416851696e-34 2.44224416851696e-34
"Treatment.optim.D3.r27.Rdata" 3 3485.14318591495 2999.805180264 6121.61036052801 14.4062476693167 3.21763821220455 1.69293445474706 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.940119265455186 0.0468981402174873 0.012982594327327 2.23337499741193e-34 2.23337499741193e-34 2.23337499741193e-34 2.23337499741193e-34 2.23337499741193e-34 2.23337499741193e-34 2.23337499741193e-34
"Treatment.optim.D3.r28.Rdata" 3 3495.47078783582 3004.96898122444 6131.93796244888 14.4712081661018 3.11499609336931 1.90802359250844 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.940097964511494 0.0435590644340661 0.0163429710544402 2.2133188443459e-34 2.2133188443459e-34 2.2133188443459e-34 2.2133188443459e-34 2.2133188443459e-34 2.2133188443459e-34 2.2133188443459e-34
"Treatment.optim.D3.r29.Rdata" 3 3492.01705621201 3003.24211541253 6128.48423082507 14.2034153917938 2.74313905877171 1.82557295889737 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.948928468900945 0.0353951328701313 0.0156763982289241 2.31914738726615e-34 2.31914738726615e-34 2.31914738726615e-34 2.31914738726615e-34 2.31914738726615e-34 2.31914738726615e-34 2.31914738726615e-34
"Treatment.optim.D3.r3.Rdata" 3 3496.17986906145 3005.32352183725 6132.64704367451 14.3429894466494 2.93906752535396 1.83775870574969 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.944816522486188 0.0396722881741579 0.0155111893396543 2.26437615347772e-34 2.26437615347772e-34 2.26437615347772e-34 2.26437615347772e-34 2.26437615347772e-34 2.26437615347772e-34 2.26437615347772e-34
"Treatment.optim.D3.r30.Rdata" 3 3484.77235032151 2999.61976246728 6121.23952493456 14.4552205324094 3.15268667765929 1.84815544553302 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.93992532409388 0.044710088591107 0.0153645873150135 2.21781010661862e-34 2.21781010661862e-34 2.21781010661862e-34 2.21781010661862e-34 2.21781010661862e-34 2.21781010661862e-34 2.21781010661862e-34
"Treatment.optim.D3.r31.Rdata" 3 3512.28944149709 3013.37830805507 6148.75661611014 14.0562568173137 2.49034101294188 1.75289844514057 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.955164005494049 0.0299816978539779 0.0148542966519727 2.38352127211939e-34 2.38352127211939e-34 2.38352127211939e-34 2.38352127211939e-34 2.38352127211939e-34 2.38352127211939e-34 2.38352127211939e-34
"Treatment.optim.D3.r32.Rdata" 3 3521.00197056444 3017.73457258875 6157.4691451775 13.3588966785992 1.92133296933684 1.44233068335661 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.968670809225784 0.0200373507731079 0.0112918400011084 2.67618099150361e-34 2.67618099150361e-34 2.67618099150361e-34 2.67618099150361e-34 2.67618099150361e-34 2.67618099150361e-34 2.67618099150361e-34
"Treatment.optim.D3.r33.Rdata" 3 3489.30328775876 3001.88523118591 6125.77046237182 14.3304424097728 2.98721134794078 2.02308793618187 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.94039544904695 0.0408623390775793 0.0187422118754706 2.25772880213819e-34 2.25772880213819e-34 2.25772880213819e-34 2.25772880213819e-34 2.25772880213819e-34 2.25772880213819e-34 2.25772880213819e-34
"Treatment.optim.D3.r34.Rdata" 3 3516.2502533556 3015.35871398433 6152.71742796866 14.4653368885622 2.4937799259326 2.23329104015034 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.94916579641496 0.028209879051591 0.0226243245334494 2.23648209543261e-34 2.23648209543261e-34 2.23648209543261e-34 2.23648209543261e-34 2.23648209543261e-34 2.23648209543261e-34 2.23648209543261e-34
"Treatment.optim.D3.r35.Rdata" 3 3517.37944068222 3015.92330764764 6153.84661529528 13.9227438420519 2.80647764499615 1.41114360241455 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.951560444910696 0.0386642766345466 0.00977527845475692 2.42028866006595e-34 2.42028866006595e-34 2.42028866006595e-34 2.42028866006595e-34 2.42028866006595e-34 2.42028866006595e-34 2.42028866006595e-34
"Treatment.optim.D3.r36.Rdata" 3 3526.5775498992 3020.52236225613 6163.04472451226 14.147587454283 3.19762092694931 1.24743838122987 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.944412787729625 0.0482448587840178 0.00734235348635692 2.32636328663933e-34 2.32636328663933e-34 2.32636328663933e-34 2.32636328663933e-34 2.32636328663933e-34 2.32636328663933e-34 2.32636328663933e-34
"Treatment.optim.D3.r37.Rdata" 3 3520.05868623729 3017.26293042517 6156.52586085034 14.4716721085497 3.00949578354198 2.08443846886813 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.939856061169013 0.0406453995452505 0.0194985392857369 2.21260744612511e-34 2.21260744612511e-34 2.21260744612511e-34 2.21260744612511e-34 2.21260744612511e-34 2.21260744612511e-34 2.21260744612511e-34
"Treatment.optim.D3.r38.Rdata" 3 3503.11308969308 3008.79013215307 6139.58026430614 14.0156909757147 2.87044565653989 1.42541581833336 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.950310939538982 0.0398598224857397 0.00982923797527862 2.38515799738756e-34 2.38515799738756e-34 2.38515799738756e-34 2.38515799738756e-34 2.38515799738756e-34 2.38515799738756e-34 2.38515799738756e-34
"Treatment.optim.D3.r39.Rdata" 3 3510.51735305454 3012.4922638338 6146.9845276676 14.2340695807872 2.53389561424993 1.92837301611181 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.952341502030947 0.0301794959165642 0.0174790020524884 2.31747465312745e-34 2.31747465312745e-34 2.31747465312745e-34 2.31747465312745e-34 2.31747465312745e-34 2.31747465312745e-34 2.31747465312745e-34
"Treatment.optim.D3.r4.Rdata" 3 3528.01838885965 3021.24278173635 6164.48556347271 13.6867486331773 2.11290745015963 1.78363540196187 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.9607856464836 0.0228974370040478 0.0163169165123522 2.52875278978101e-34 2.52875278978101e-34 2.52875278978101e-34 2.52875278978101e-34 2.52875278978101e-34 2.52875278978101e-34 2.52875278978101e-34
"Treatment.optim.D3.r40.Rdata" 3 3514.60160650157 3014.53439055731 6151.06878111463 14.0495509631398 2.92227465388338 1.7932913521728 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.943792312159035 0.0408313378479966 0.0153763499929685 2.35739304734101e-34 2.35739304734101e-34 2.35739304734101e-34 2.35739304734101e-34 2.35739304734101e-34 2.35739304734101e-34 2.35739304734101e-34
"Treatment.optim.D3.r41.Rdata" 3 3487.58592342668 3001.02654901987 6124.05309803974 14.2343635142006 2.98644711901237 1.56827664949264 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.946828975247773 0.0416778294370993 0.0114931953151275 2.30396504461404e-34 2.30396504461404e-34 2.30396504461404e-34 2.30396504461404e-34 2.30396504461404e-34 2.30396504461404e-34 2.30396504461404e-34
"Treatment.optim.D3.r42.Rdata" 3 3506.22570136576 3010.34643798941 6142.69287597882 13.9136567767717 2.80626871378655 1.66116891425699 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.947926777846957 0.0385612167305098 0.013512005422533 2.41419680496052e-34 2.41419680496052e-34 2.41419680496052e-34 2.41419680496052e-34 2.41419680496052e-34 2.41419680496052e-34 2.41419680496052e-34
"Treatment.optim.D3.r43.Rdata" 3 3496.26154632043 3005.36436046674 6132.72872093349 14.2081383270816 3.02876562998455 1.62179778082102 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.944758825783956 0.0429316856839374 0.0123094885321066 2.3074221397452e-34 2.3074221397452e-34 2.3074221397452e-34 2.3074221397452e-34 2.3074221397452e-34 2.3074221397452e-34 2.3074221397452e-34
"Treatment.optim.D3.r44.Rdata" 3 3505.28302741307 3009.87510101306 6141.75020202613 14.4744162094811 2.93825913564641 2.18722994386178 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.939812594348425 0.0387274888760955 0.0214599167754799 2.21166629012873e-34 2.21166629012873e-34 2.21166629012873e-34 2.21166629012873e-34 2.21166629012873e-34 2.21166629012873e-34 2.21166629012873e-34
"Treatment.optim.D3.r45.Rdata" 3 3516.29927676957 3015.38322569132 6152.76645138263 13.8588864521546 2.53134117595389 1.18867442207719 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.960875182703892 0.0320561728218338 0.00706864447427412 2.46655471928917e-34 2.46655471928917e-34 2.46655471928917e-34 2.46655471928917e-34 2.46655471928917e-34 2.46655471928917e-34 2.46655471928917e-34
"Treatment.optim.D3.r46.Rdata" 3 3486.41639085563 3000.44178273434 6122.88356546869 14.1932033266118 2.88247014193903 1.82378793027949 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.945397338438602 0.038992686792672 0.015609974768726 2.31384347889507e-34 2.31384347889507e-34 2.31384347889507e-34 2.31384347889507e-34 2.31384347889507e-34 2.31384347889507e-34 2.31384347889507e-34
"Treatment.optim.D3.r47.Rdata" 3 3537.92973263506 3026.19845362406 6174.39690724811 13.8422328413817 3.16109222348251 1.31964798966457 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.94229421193364 0.049141516619563 0.00856427144679739 2.42468136042665e-34 2.42468136042665e-34 2.42468136042665e-34 2.42468136042665e-34 2.42468136042665e-34 2.42468136042665e-34 2.42468136042665e-34
"Treatment.optim.D3.r48.Rdata" 3 3518.20729330647 3016.33723395976 6154.67446791953 13.6397881586331 2.45585957384897 1.15965061124645 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.961865157441957 0.031182146167819 0.00695269639022441 2.54905609963017e-34 2.54905609963017e-34 2.54905609963017e-34 2.54905609963017e-34 2.54905609963017e-34 2.54905609963017e-34 2.54905609963017e-34
"Treatment.optim.D3.r49.Rdata" 3 3487.60732296938 3001.03724879122 6124.07449758243 14.1957134375123 2.99981221594014 1.83337785878759 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.942209469946617 0.0420747123845484 0.0157158176688349 2.30522578202961e-34 2.30522578202961e-34 2.30522578202961e-34 2.30522578202961e-34 2.30522578202961e-34 2.30522578202961e-34 2.30522578202961e-34
"Treatment.optim.D3.r5.Rdata" 3 3512.60230079363 3013.53473770334 6149.06947540668 13.9366300228426 2.84604278006217 1.34157865531255 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.951502378350025 0.0396805043964369 0.00881711725353849 2.41532061015467e-34 2.41532061015467e-34 2.41532061015467e-34 2.41532061015467e-34 2.41532061015467e-34 2.41532061015467e-34 2.41532061015467e-34
"Treatment.optim.D3.r50.Rdata" 3 3505.477286933 3009.97223077303 6141.94446154606 13.9996493142558 2.84892661845882 1.74738966614027 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.946081497116561 0.0391793080023608 0.0147391948810778 2.37998755446804e-34 2.37998755446804e-34 2.37998755446804e-34 2.37998755446804e-34 2.37998755446804e-34 2.37998755446804e-34 2.37998755446804e-34
"Treatment.optim.D3.r6.Rdata" 3 3513.36392254443 3013.91554857875 6149.83109715749 13.9162070783542 2.23918316862088 1.88127548687286 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.957702530539227 0.0247952283218496 0.0175022411389238 2.43819996517774e-34 2.43819996517774e-34 2.43819996517774e-34 2.43819996517774e-34 2.43819996517774e-34 2.43819996517774e-34 2.43819996517774e-34
"Treatment.optim.D3.r7.Rdata" 3 3510.6766471464 3012.57191087973 6147.14382175946 14.0231756592833 2.3717674963003 1.76448504729128 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.957452809282155 0.0273885383252748 0.0151586523925697 2.40051862730551e-34 2.40051862730551e-34 2.40051862730551e-34 2.40051862730551e-34 2.40051862730551e-34 2.40051862730551e-34 2.40051862730551e-34
"Treatment.optim.D3.r8.Rdata" 3 3501.40071305747 3007.93394383526 6137.86788767053 14.3214113522238 3.16859797293709 1.54956499271613 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.942810808513583 0.0461516459774548 0.0110375455089623 2.2663833210089e-34 2.2663833210089e-34 2.2663833210089e-34 2.2663833210089e-34 2.2663833210089e-34 2.2663833210089e-34 2.2663833210089e-34
"Treatment.optim.D3.r9.Rdata" 3 3511.03382867939 3012.75050164623 6147.50100329245 13.9180238036689 2.87505958188033 1.52818370863363 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.94811231477508 0.0404574341863043 0.0114302510386158 2.41315428075167e-34 2.41315428075167e-34 2.41315428075167e-34 2.41315428075167e-34 2.41315428075167e-34 2.41315428075167e-34 2.41315428075167e-34
"Treatment.optim.D4.r1.Rdata" 4 3499.14847286814 3006.8078237406 6161.6156474812 14.2033544548775 2.59855775465966 1.85867213861346 0.150972142390571 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.951737570943456 0.0318566504930228 0.0162982487235887 0.000107529839932034 2.32603269134207e-34 2.32603269134207e-34 2.32603269134207e-34 2.32603269134207e-34 2.32603269134207e-34 2.32603269134207e-34
"Treatment.optim.D4.r10.Rdata" 4 3475.71121500011 2995.08919480658 6138.17838961316 15.1032733174113 2.93637713446618 1.97521785416366 1.53030101838968 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.938818194774807 0.0354864864501888 0.0160571823575863 0.00963813641741791 2.02917631919767e-34 2.02917631919767e-34 2.02917631919767e-34 2.02917631919767e-34 2.02917631919767e-34 2.02917631919767e-34
"Treatment.optim.D4.r11.Rdata" 4 3483.23948592048 2998.85333026677 6145.70666053354 14.5316976451826 3.1538441785365 1.66712810642075 0.967279058657863 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.939236037569666 0.0442407525935218 0.0123617509105288 0.00416145892628311 2.1929185051882e-34 2.1929185051882e-34 2.1929185051882e-34 2.1929185051882e-34 2.1929185051882e-34 2.1929185051882e-34
"Treatment.optim.D4.r12.Rdata" 4 3465.87509502409 2990.17113481857 6128.34226963715 15.3126128106107 3.89374039760335 2.151044277296 1.51739209491881 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.913898895284589 0.0590926594653124 0.0180342568165557 0.0089741884335432 1.921675268086e-34 1.921675268086e-34 1.921675268086e-34 1.921675268086e-34 1.921675268086e-34 1.921675268086e-34
"Treatment.optim.D4.r13.Rdata" 4 3491.73012319021 3003.09864890163 6154.19729780327 14.2711501069777 2.27091206235765 1.55885483655808 0.974776413849605 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.959768430795734 0.0243023989923168 0.0114514336732621 0.00447773653868677 2.32342663365028e-34 2.32342663365028e-34 2.32342663365028e-34 2.32342663365028e-34 2.32342663365028e-34 2.32342663365028e-34
"Treatment.optim.D4.r14.Rdata" 4 3567.36062610533 3040.91390035919 6229.82780071839 13.7321771735294 1.66469110269197 1.15890331411047 0.665283739568615 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.976405185464734 0.0143488996299859 0.00695417620500706 0.00229173870027343 2.55288782396633e-34 2.55288782396633e-34 2.55288782396633e-34 2.55288782396633e-34 2.55288782396633e-34 2.55288782396633e-34
"Treatment.optim.D4.r15.Rdata" 4 3478.22339583207 2996.34528522257 6140.69057044513 14.7100793709129 2.99162957630739 1.74256993254138 1.30147347041741 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.94053797129109 0.0389011049963429 0.0131985655524864 0.00736235816008094 2.14302260643525e-34 2.14302260643525e-34 2.14302260643525e-34 2.14302260643525e-34 2.14302260643525e-34 2.14302260643525e-34
"Treatment.optim.D4.r16.Rdata" 4 3507.07947090419 3010.77332275862 6169.54664551724 14.3953492130753 2.98452254453845 1.97687574361783 1.52796481615156 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.931871795695391 0.0400554380451686 0.0175739951874054 0.010498771072035 2.21713536240483e-34 2.21713536240483e-34 2.21713536240483e-34 2.21713536240483e-34 2.21713536240483e-34 2.21713536240483e-34
"Treatment.optim.D4.r17.Rdata" 4 3559.97296111916 3037.22006786611 6222.44013573222 13.7879858918511 2.14713438512832 1.28491731817715 0.650543929470148 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.966033307519843 0.0234265801264935 0.00838959130784923 0.00215052104581432 2.50536433522352e-34 2.50536433522352e-34 2.50536433522352e-34 2.50536433522352e-34 2.50536433522352e-34 2.50536433522352e-34
"Treatment.optim.D4.r18.Rdata" 4 3511.49406231 3012.98061846153 6173.96123692305 14.9130274316947 3.21291950713032 1.15052399060701 0.999286609567918 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.946200894874577 0.0439188957088403 0.00563174625514761 0.00424846316143473 2.09764587302479e-34 2.09764587302479e-34 2.09764587302479e-34 2.09764587302479e-34 2.09764587302479e-34 2.09764587302479e-34
"Treatment.optim.D4.r19.Rdata" 4 3512.71116674941 3013.58917068123 6175.17834136247 14.0789533635214 2.5753560231355 1.7372301831215 0.171415264689914 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.953439334236957 0.0319026584938918 0.0145166717522959 0.00014133551685549 2.37155267394737e-34 2.37155267394737e-34 2.37155267394737e-34 2.37155267394737e-34 2.37155267394737e-34 2.37155267394737e-34
"Treatment.optim.D4.r2.Rdata" 4 3497.8800552595 3006.17361493628 6160.34722987256 14.2610494828224 2.30646701867179 1.64498902447977 1.13992813205445 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.956158464077779 0.0250104437804917 0.0127219273023339 0.00610916483939494 2.31796754656838e-34 2.31796754656838e-34 2.31796754656838e-34 2.31796754656838e-34 2.31796754656838e-34 2.31796754656838e-34
"Treatment.optim.D4.r20.Rdata" 4 3468.86827206611 2991.66772333958 6131.33544667917 14.8187229956553 2.89004446237923 2.14554664746134 1.88516464118281 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.930075032868363 0.0353757352492897 0.019497204587017 0.01505202729533 2.0882230122208e-34 2.0882230122208e-34 2.0882230122208e-34 2.0882230122208e-34 2.0882230122208e-34 2.0882230122208e-34
"Treatment.optim.D4.r21.Rdata" 4 3538.66202407981 3026.56459934643 6201.12919869287 13.9448522777872 2.11924095888629 1.27243734913408 0.515102321934765 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.968254413504536 0.0223626016324325 0.00806184540290275 0.00132113946012857 2.45494688494646e-34 2.45494688494646e-34 2.45494688494646e-34 2.45494688494646e-34 2.45494688494646e-34 2.45494688494646e-34
"Treatment.optim.D4.r22.Rdata" 4 3477.40544773725 2995.93631117515 6139.8726223503 15.0751863811622 3.12556949060997 2.25941424322801 1.53689254845986 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.929503648612246 0.039956186943963 0.0208793725191763 0.00966079192461525 2.01653688110122e-34 2.01653688110122e-34 2.01653688110122e-34 2.01653688110122e-34 2.01653688110122e-34 2.01653688110122e-34
"Treatment.optim.D4.r23.Rdata" 4 3485.41240677706 2999.93979069506 6147.87958139012 14.8744178054044 2.26892262324015 1.80990405336781 1.71296866342544 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.951170614181359 0.0221318563728553 0.0140828183525368 0.0126147110932494 2.11962446320797e-34 2.11962446320797e-34 2.11962446320797e-34 2.11962446320797e-34 2.11962446320797e-34 2.11962446320797e-34
