"BOOF" "BRMA" "CAAR" "CABU" "DIER" "MACA" "MEPO" "PARO" "SIAL" "VISA"
"1" 0.124259899061859 0.328454846412795 0.301572459576155 0.10648746164991 0.332668545299371 0.107526045951112 0.398046953004298 0.140865722330529 0.205452074110369 -1.40938742214293
"2" -0.0382979957157755 -0.101232677603261 -0.0929472891257852 -0.032820373916623 -0.102531376726019 -0.0331404747489771 -0.122681578014538 -0.0434160567572048 -0.0633221394309925 0.434385621287421
"3" 0.000135271427662406 0.000357561500792598 0.000328296879834271 0.000115924051719678 0.000362148604664644 0.000117054672155009 0.00043332064500356 0.000153348807718415 0.000223658602581648 -0.00153428298398829
"4" 0.056233000815432 0.148640082485248 0.136474634965023 0.0481902010463702 0.150546964228383 0.0486602055473988 0.1801335330373 0.0637478570197104 0.0929759861242858 -0.637809016882984
"5" -0.0233245811521489 -0.0616536129339524 -0.0566075729961402 -0.0199885518955974 -0.0624445580608412 -0.0201835025111994 -0.0747166103289081 -0.0264416275633609 -0.0385650045722234 0.264553339820643
"6" 0.104415461787206 0.276000260127079 0.253411018894132 0.0894813014228142 0.279541026845834 0.0903540227128986 0.334478433708074 0.118369317520596 0.172641160626518 -1.18430676051711
"7" -0.0137654791450228 -0.0363861420499479 -0.0334081182614047 -0.0117966531730282 -0.0368529345114298 -0.0119117072705005 -0.0440955374315316 -0.0156050679070981 -0.022759927078808 0.156131570307391
"8" -0.13528814186279 -0.357605681257586 -0.328337444349111 -0.115938375349311 -0.362193351914315 -0.117069135484628 -0.433374186303568 -0.153367755568268 -0.223686237942387 1.53447256070587
"9" -0.0665248099115904 -0.175844310088118 -0.16145233256537 -0.0570100104515732 -0.178100190863578 -0.0575660355548954 -0.213101717323273 -0.0754150411504213 -0.109992525982419 0.754541336808666
"10" -0.000330840852268666 -0.00087450804434411 -0.000802933933635857 -0.000283521899133723 -0.000885726979345372 -0.000286287120399448 -0.00105979639585358 -0.000375053705846589 -0.000547014280650604 0.00375248120623678
