"BOOF" "BRMA" "CAAR" "CABU" "DIER" "MACA" "MEPO" "PARO" "SIAL" "VISA"
"1" -3.03136532523584e-19 1.39305291950803e-20 -2.00027136668324e-20 -3.55652519281333e-21 1.10423513509657e-19 6.97087422936706e-19 -8.90557208027644e-34 3.73287452466677e-34 -2.87964606188579e-34 3.62622096681915e-34
"2" -3.9167334306045e-19 1.79992061498355e-20 -2.58448880012826e-20 -4.59527626166118e-21 1.42674808373495e-19 9.00685110679531e-19 -1.1506614394213e-33 4.82313178200544e-34 -3.7207016604042e-34 4.68532801680528e-34
"3" -4.20285233448313e-19 1.93140551753106e-20 -2.77328671443134e-20 -4.93096298384974e-21 1.53097258740922e-19 9.66480509108689e-19 -1.23471770610775e-33 5.17546343877499e-34 -3.99250036705499e-34 5.02759305480999e-34
"4" 9.75190707546114e-19 -4.48145345899054e-20 6.43487616989318e-20 1.14413472052082e-20 -3.55232618690829e-19 -2.24253134894672e-18 2.86492395547608e-33 -1.20086632864267e-33 9.26382596381487e-34 -1.16655586211002e-33
"5" -2.68184164262861e-19 1.23243058130294e-20 -1.769635287133e-20 -3.14644931963206e-21 9.76914179199176e-20 6.16711573435602e-19 -7.87873828914301e-34 3.30246515113779e-34 -2.54761597373486e-34 3.20810900396242e-34
"6" 4.91009928392799e-19 -2.25641828307778e-20 3.23996943669233e-20 5.76073482701923e-21 -1.78860136090789e-19 -1.12911777003665e-18 1.44249334550043e-33 -6.04637929251678e-34 4.66434973994151e-34 -5.87362559844487e-34
"7" -1.4701481501223e-18 6.75601240004902e-20 -9.70089360391817e-20 -1.72483959275713e-20 5.35530715367001e-19 3.3807267529663e-18 -4.31901434334069e-33 1.81036529361586e-33 -1.39656751221795e-33 1.75864057094112e-33
"8" -6.56763755717393e-20 3.01813397320559e-21 -4.33370971258517e-21 -7.70542838730228e-22 2.39239265714272e-20 1.51028234749519e-19 -1.92944641728369e-34 8.08749995268614e-35 -6.23892853492931e-35 7.85642852546654e-35
"9" -3.53522045937836e-19 1.62459771543978e-20 -2.33274432511929e-20 -4.14766921072109e-21 1.28777439296404e-19 8.12953060795946e-19 -1.03858021857569e-33 4.35333025750287e-34 -3.35828334150222e-34 4.22894939300279e-34
"10" 6.94593526884781e-19 -3.19197931190607e-20 4.58333257210778e-20 8.14926316061425e-21 -2.53019512564738e-19 -1.59727502196377e-18 2.0405830563113e-33 -8.55334215220306e-34 6.59829251741379e-34 -8.3089609478544e-34
