"dimensions" "deviance" "logLik" "AIC" "weight.1" "weight.2" "weight.3" "weight.4" "weight.5" "weight.6" "weight.7" "weight.8" "weight.9" "weight.10" "dimselect" "var.exp.1" "var.exp.2" "var.exp.3" "var.exp.4" "var.exp.5" "var.exp.6" "var.exp.7" "var.exp.8" "var.exp.9" "var.exp.10"
"Control.optim.D3.r22.Rdata" 3 52106.8413189119 28300.6783517893 56723.3567035786 24.9781713100772 4.782467363565 2.7533441049632 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.953461691474032 0.0349531240908903 0.011585184435078 7.53463848896976e-35 7.53463848896976e-35 7.53463848896976e-35 7.53463848896976e-35 7.53463848896976e-35 7.53463848896976e-35 7.53463848896976e-35
"Control.optim.D3.r23.Rdata" 3 52386.4849498579 28440.5001672623 57003.0003345246 25.2670344284722 4.90329155185141 1.88772577515597 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.95855167761728 0.0360979402776131 0.00535038210510701 7.40265378502464e-35 7.40265378502464e-35 7.40265378502464e-35 7.40265378502464e-35 7.40265378502464e-35 7.40265378502464e-35 7.40265378502464e-35
"Control.optim.D3.r24.Rdata" 3 52274.6970000576 28384.6061923622 56891.2123847243 22.3976521136102 7.02580909687726 3.43335233428218 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.891347923470616 0.0877071416483839 0.0209449348809999 8.76037542971698e-35 8.76037542971698e-35 8.76037542971698e-35 8.76037542971698e-35 8.76037542971698e-35 8.76037542971698e-35 8.76037542971698e-35
"Control.optim.D3.r25.Rdata" 3 52354.2350913816 28424.3752380241 56970.7504760483 24.0769832164184 5.07607230905249 2.6721378553028 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.9462840292587 0.0420603585361397 0.0116556122051601 8.04818260143135e-35 8.04818260143135e-35 8.04818260143135e-35 8.04818260143135e-35 8.04818260143135e-35 8.04818260143135e-35 8.04818260143135e-35
"Control.optim.D3.r26.Rdata" 3 52088.6317737292 28291.5735791979 56705.1471583959 26.1841506051946 5.37717130255856 2.64760322221398 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.950211912274083 0.0400729426112975 0.0097151451146191 6.83319699192829e-35 6.83319699192829e-35 6.83319699192829e-35 6.83319699192829e-35 6.83319699192829e-35 6.83319699192829e-35 6.83319699192829e-35
"Control.optim.D3.r27.Rdata" 3 52515.1959178581 28504.8556512624 57131.7113025248 23.4464516575591 4.88143064162731 2.08391925604631 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.951253271192495 0.041232166578957 0.00751456222854775 8.53144039228213e-35 8.53144039228213e-35 8.53144039228213e-35 8.53144039228213e-35 8.53144039228213e-35 8.53144039228213e-35 8.53144039228213e-35
"Control.optim.D3.r28.Rdata" 3 52249.7382312167 28372.1268079417 56866.2536158834 22.7529394462606 4.71395051140633 2.75573843864874 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.945543766448802 0.0405860374287628 0.0138701961224355 9.00506941284349e-35 9.00506941284349e-35 9.00506941284349e-35 9.00506941284349e-35 9.00506941284349e-35 9.00506941284349e-35 9.00506941284349e-35
"Control.optim.D3.r29.Rdata" 3 52741.9765352619 28618.2459599643 57358.4919199286 26.2403329583583 3.75668822886684 2.83217842409408 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.968855658927296 0.0198577804837433 0.0112865605889608 6.93746569128995e-35 6.93746569128995e-35 6.93746569128995e-35 6.93746569128995e-35 6.93746569128995e-35 6.93746569128995e-35 6.93746569128995e-35
"Control.optim.D3.r3.Rdata" 3 52668.6831173362 28581.5992510015 57285.1985020029 26.7337655920233 5.51526917952348 2.55199192523707 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.95086532114276 0.0404699030761965 0.00866477578104366 6.55962765372831e-35 6.55962765372831e-35 6.55962765372831e-35 6.55962765372831e-35 6.55962765372831e-35 6.55962765372831e-35 6.55962765372831e-35
"Control.optim.D3.r30.Rdata" 3 52692.963785211 28593.7395849388 57309.4791698777 30.7646474136333 6.20030564066121 2.89623002184622 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.952851956094492 0.0387032773658483 0.00844476653965968 4.96365966843564e-35 4.96365966843564e-35 4.96365966843564e-35 4.96365966843564e-35 4.96365966843564e-35 4.96365966843564e-35 4.96365966843564e-35
"Control.optim.D3.r31.Rdata" 3 52321.5940332203 28408.0547089435 56938.109417887 20.2187640101485 5.89339644023804 2.34035878248887 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.91044832820875 0.0773530440617432 0.0121986277295066 1.09806120289249e-34 1.09806120289249e-34 1.09806120289249e-34 1.09806120289249e-34 1.09806120289249e-34 1.09806120289249e-34 1.09806120289249e-34
"Control.optim.D3.r32.Rdata" 3 53024.2955478001 28759.4054662334 57640.8109324668 22.301282028994 5.38481032586797 1.1016868815232 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.942736250571178 0.0549631187685757 0.00230063066024627 9.34568197166853e-35 9.34568197166853e-35 9.34568197166853e-35 9.34568197166853e-35 9.34568197166853e-35 9.34568197166853e-35 9.34568197166853e-35
"Control.optim.D3.r33.Rdata" 3 52373.7079994409 28434.1116920538 56990.2233841076 22.7258235818538 5.65292031589544 2.59178173870865 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.930336263953259 0.0575633970064107 0.0121003390403302 8.88139404070174e-35 8.88139404070174e-35 8.88139404070174e-35 8.88139404070174e-35 8.88139404070174e-35 8.88139404070174e-35 8.88139404070174e-35
"Control.optim.D3.r34.Rdata" 3 52214.1249682156 28354.3201764411 56830.6403528823 23.1025972063298 6.38366444446916 2.69625331352325 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.917454447544988 0.070049170775124 0.0124963816798884 8.47507106985451e-35 8.47507106985451e-35 8.47507106985451e-35 8.47507106985451e-35 8.47507106985451e-35 8.47507106985451e-35 8.47507106985451e-35
"Control.optim.D3.r35.Rdata" 3 52397.2360570488 28445.8757208578 57013.7514417155 24.6932606515319 5.73835165125825 1.98838421000176 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.942963037399451 0.0509227800747455 0.00611418252580411 7.62462061652003e-35 7.62462061652003e-35 7.62462061652003e-35 7.62462061652003e-35 7.62462061652003e-35 7.62462061652003e-35 7.62462061652003e-35
"Control.optim.D3.r36.Rdata" 3 52241.1132419046 28367.8143132856 56857.6286265713 22.2867533994814 5.63178783759914 2.9066088917568 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.925185241235997 0.0590782540411777 0.0157365047228254 9.18365439644166e-35 9.18365439644166e-35 9.18365439644166e-35 9.18365439644166e-35 9.18365439644166e-35 9.18365439644166e-35 9.18365439644166e-35
"Control.optim.D3.r37.Rdata" 3 52517.4887816313 28506.002083149 57134.004166298 25.2922881842739 5.33632319797945 2.14522027441428 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.950833250217733 0.0423265009148037 0.00684024886746361 7.32838991144267e-35 7.32838991144267e-35 7.32838991144267e-35 7.32838991144267e-35 7.32838991144267e-35 7.32838991144267e-35 7.32838991144267e-35
"Control.optim.D3.r38.Rdata" 3 52085.4258865184 28289.9706355925 56701.9412711851 26.5353650037681 5.79789715956056 2.51335655139879 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.946331383328216 0.0451787412537034 0.00848987541808039 6.62633765247312e-35 6.62633765247312e-35 6.62633765247312e-35 6.62633765247312e-35 6.62633765247312e-35 6.62633765247312e-35 6.62633765247312e-35
"Control.optim.D3.r39.Rdata" 3 52400.9985285962 28447.7569566314 57017.5139132629 23.0184824700651 4.04286302514122 1.52590358790067 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.965957488044796 0.0297976963965525 0.00424481555865181 8.98845579750252e-35 8.98845579750252e-35 8.98845579750252e-35 8.98845579750252e-35 8.98845579750252e-35 8.98845579750252e-35 8.98845579750252e-35
"Control.optim.D3.r4.Rdata" 3 52932.1390957982 28713.3272402324 57548.6544804649 25.1649542759266 5.64172339709841 1.63056830588264 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.948353217576706 0.0476651989624124 0.00398158346088208 7.38343203794325e-35 7.38343203794325e-35 7.38343203794325e-35 7.38343203794325e-35 7.38343203794325e-35 7.38343203794325e-35 7.38343203794325e-35
"Control.optim.D3.r40.Rdata" 3 52548.6166423827 28521.5660135247 57165.1320270494 20.8253330283667 4.90966997043603 1.71031454920701 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.941331461062368 0.0523194612099184 0.00634907772771353 1.07013634565438e-34 1.07013634565438e-34 1.07013634565438e-34 1.07013634565438e-34 1.07013634565438e-34 1.07013634565438e-34 1.07013634565438e-34
"Control.optim.D3.r41.Rdata" 3 52652.3881123738 28573.4517485202 57268.9034970405 23.3633215727545 4.84094215746101 1.75402822697274 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.953680349416387 0.0409442997226839 0.00537535086092871 8.61418335789799e-35 8.61418335789799e-35 8.61418335789799e-35 8.61418335789799e-35 8.61418335789799e-35 8.61418335789799e-35 8.61418335789799e-35
"Control.optim.D3.r42.Rdata" 3 52992.1596915494 28743.3375381081 57608.6750762161 23.190714541453 5.74931665209233 0.920900627508428 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.94069968194142 0.0578169522145021 0.001483365844078 8.62388959392034e-35 8.62388959392034e-35 8.62388959392034e-35 8.62388959392034e-35 8.62388959392034e-35 8.62388959392034e-35 8.62388959392034e-35
"Control.optim.D3.r43.Rdata" 3 52358.3653264759 28426.4403555713 56974.8807111427 23.1898072604947 5.79161491885882 3.20061510369574 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.924707339559047 0.0576778924528835 0.0176147679880696 8.47794271098342e-35 8.47794271098342e-35 8.47794271098342e-35 8.47794271098342e-35 8.47794271098342e-35 8.47794271098342e-35 8.47794271098342e-35
"Control.optim.D3.r44.Rdata" 3 52457.8233152625 28476.1693499646 57074.3386999292 24.8517224562866 5.7463871655303 1.48263143943093 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.946051332360611 0.0505814737665693 0.00336719387281986 7.55235095182752e-35 7.55235095182752e-35 7.55235095182752e-35 7.55235095182752e-35 7.55235095182752e-35 7.55235095182752e-35 7.55235095182752e-35
"Control.optim.D3.r45.Rdata" 3 52635.7453395161 28565.1303620914 57252.2607241828 23.1828489618108 4.33741203744642 1.96283499481923 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.959533216295918 0.0335882798267042 0.00687850387737811 8.80251660094662e-35 8.80251660094662e-35 8.80251660094662e-35 8.80251660094662e-35 8.80251660094662e-35 8.80251660094662e-35 8.80251660094662e-35
"Control.optim.D3.r46.Rdata" 3 52474.9115345513 28484.713459609 57091.426919218 24.4964361892487 5.5947364650081 1.57685728822985 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.946695803090592 0.0493814578649967 0.00392273904441132 7.77830716826196e-35 7.77830716826196e-35 7.77830716826196e-35 7.77830716826196e-35 7.77830716826196e-35 7.77830716826196e-35 7.77830716826196e-35
"Control.optim.D3.r47.Rdata" 3 52105.6195502957 28300.0674674812 56722.1349349624 27.0020346147907 5.07187996420215 2.43336512396347 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.958402865826981 0.0338137282077731 0.00778340596524639 6.48090380432815e-35 6.48090380432815e-35 6.48090380432815e-35 6.48090380432815e-35 6.48090380432815e-35 6.48090380432815e-35 6.48090380432815e-35
"Control.optim.D3.r48.Rdata" 3 52856.2598463988 28675.3876155327 57472.7752310655 24.6440061803968 4.43025775507905 1.45543274117808 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.965432493179619 0.0312001931414985 0.00336731367888257 7.83753953350523e-35 7.83753953350523e-35 7.83753953350523e-35 7.83753953350523e-35 7.83753953350523e-35 7.83753953350523e-35 7.83753953350523e-35
"Control.optim.D3.r49.Rdata" 3 52900.2485237819 28697.3819542243 57516.7639084487 27.4370752248148 4.02712031297878 2.00490067376343 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.973820791315717 0.020979378769131 0.00519982991515194 6.37799046421134e-35 6.37799046421134e-35 6.37799046421134e-35 6.37799046421134e-35 6.37799046421134e-35 6.37799046421134e-35 6.37799046421134e-35
"Control.optim.D3.r5.Rdata" 3 52805.3810569853 28649.948220826 57421.896441652 22.7565479083479 4.3335762146058 1.86156551474825 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.958813051575994 0.0347707494436308 0.0064161989803752 9.1285463419956e-35 9.1285463419956e-35 9.1285463419956e-35 9.1285463419956e-35 9.1285463419956e-35 9.1285463419956e-35 9.1285463419956e-35
"Control.optim.D3.r50.Rdata" 3 52230.0812316171 28362.2983081419 56846.5966162838 22.1013529039371 9.34032993577701 5.2867007090138 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.809179304296425 0.144521174724547 0.0462995209790285 8.16746908192247e-35 8.16746908192247e-35 8.16746908192247e-35 8.16746908192247e-35 8.16746908192247e-35 8.16746908192247e-35 8.16746908192247e-35
"Control.optim.D3.r6.Rdata" 3 52307.8191182899 28401.1672514783 56924.3345029566 28.340619597085 5.26475357220407 2.59105457901276 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.958894110258166 0.0330908608535113 0.00801502888832325 5.88616484383217e-35 5.88616484383217e-35 5.88616484383217e-35 5.88616484383217e-35 5.88616484383217e-35 5.88616484383217e-35 5.88616484383217e-35
"Control.optim.D3.r7.Rdata" 3 52842.8660626678 28668.6907236672 57459.3814473345 25.9448137329218 4.37440436589333 1.73099494894628 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.96816788799287 0.0275224703448603 0.00430964166226989 7.09136779505476e-35 7.09136779505476e-35 7.09136779505476e-35 7.09136779505476e-35 7.09136779505476e-35 7.09136779505476e-35 7.09136779505476e-35
"Control.optim.D3.r8.Rdata" 3 52829.9324253924 28662.2239050295 57446.4478100591 21.3095350111188 3.82221580230653 1.66631787001321 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.96312491175676 0.0309859686545205 0.00588911958871919 1.04571929345351e-34 1.04571929345351e-34 1.04571929345351e-34 1.04571929345351e-34 1.04571929345351e-34 1.04571929345351e-34 1.04571929345351e-34
"Control.optim.D3.r9.Rdata" 3 52411.8782263018 28453.1968054843 57028.3936109685 23.4299662049134 4.55230859200542 1.79103331022275 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.95822737275984 0.0361733422246667 0.00559928501549345 8.60608635120651e-35 8.60608635120651e-35 8.60608635120651e-35 8.60608635120651e-35 8.60608635120651e-35 8.60608635120651e-35 8.60608635120651e-35
"Control.optim.D4.r1.Rdata" 4 51855.7080583894 28175.111721528 56498.2234430561 26.590077523676 15.7722722827304 6.22572255925799 0.956528315251776 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2 0.710248680830516 0.249896262300646 0.0389359481416104 0.00091910872722783 4.95281013449084e-35 4.95281013449084e-35 4.95281013449084e-35 4.95281013449084e-35 4.95281013449084e-35 4.95281013449084e-35
"Control.optim.D4.r10.Rdata" 4 51680.1007392997 28087.3080619832 56322.6161239664 25.0225157408062 5.7455841000234 2.52944124219231 2.24481913606061 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.933715092844315 0.0492289767207471 0.00954116985715645 0.0075147605777813 7.35246367645147e-35 7.35246367645147e-35 7.35246367645147e-35 7.35246367645147e-35 7.35246367645147e-35 7.35246367645147e-35
"Control.optim.D4.r11.Rdata" 4 51714.7298993197 28104.6226419932 56357.2452839864 26.8771968829944 6.50996506827331 4.79784347128982 3.00729577106631 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.906575928127846 0.0531855377114337 0.028888725891623 0.0113498082690972 6.18752104274793e-35 6.18752104274793e-35 6.18752104274793e-35 6.18752104274793e-35 6.18752104274793e-35 6.18752104274793e-35
"Control.optim.D4.r12.Rdata" 4 51597.1176502199 28045.8165174433 56239.6330348866 25.4455428811055 7.45800778325038 4.35380740687628 1.74472434923137 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.892950106024337 0.076709546583354 0.0261422027717746 0.00419814462053404 6.79961310340673e-35 6.79961310340673e-35 6.79961310340673e-35 6.79961310340673e-35 6.79961310340673e-35 6.79961310340673e-35
"Control.optim.D4.r13.Rdata" 4 52162.6197092215 28328.5675469441 56805.1350938882 27.4847463762143 5.86987197618744 3.89744919075194 2.06844178537385 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.933372531143163 0.0425724659312647 0.0187686256649813 0.00528637726059098 6.09188924662935e-35 6.09188924662935e-35 6.09188924662935e-35 6.09188924662935e-35 6.09188924662935e-35 6.09188924662935e-35
"Control.optim.D4.r14.Rdata" 4 51967.0294736837 28230.7724291752 56609.5448583504 19.2409011596242 3.88943035926892 2.19794054272426 1.13390835737949 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.945729980494222 0.0386445575309183 0.0123409393937079 0.00328452258115192 1.25949599388871e-34 1.25949599388871e-34 1.25949599388871e-34 1.25949599388871e-34 1.25949599388871e-34 1.25949599388871e-34
"Control.optim.D4.r15.Rdata" 4 52623.5319382454 28559.0236614561 57266.0473229121 24.7233439714577 4.03945767739453 1.80946177944528 1.19287843307948 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.966763050827815 0.0258078452391556 0.00517850559059894 0.00225059834243026 7.79805101756395e-35 7.79805101756395e-35 7.79805101756395e-35 7.79805101756395e-35 7.79805101756395e-35 7.79805101756395e-35
"Control.optim.D4.r16.Rdata" 4 52133.551059243 28314.0332219549 56776.0664439097 21.5522816739146 5.5089261769888 2.69173161052453 1.30524601470642 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.921997827884 0.060238936288117 0.0143815898402208 0.0033816459876624 9.78641977181971e-35 9.78641977181971e-35 9.78641977181971e-35 9.78641977181971e-35 9.78641977181971e-35 9.78641977181971e-35
"Control.optim.D4.r17.Rdata" 4 51690.9489195231 28092.7321520949 56333.4643041898 23.8284608366107 5.0886384188467 3.69992205169219 2.5832025434482 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.924669916267352 0.0421694495378949 0.0222935841717122 0.0108670500230404 8.02925402153058e-35 8.02925402153058e-35 8.02925402153058e-35 8.02925402153058e-35 8.02925402153058e-35 8.02925402153058e-35
"Control.optim.D4.r18.Rdata" 4 51602.7884621963 28048.6519234315 56245.303846863 26.6636194123517 9.55625454261476 5.90133884552923 1.68354183219556 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.846437197789465 0.108725635729521 0.0414627058827427 0.00337446059827134 5.86998495658069e-35 5.86998495658069e-35 5.86998495658069e-35 5.86998495658069e-35 5.86998495658069e-35 5.86998495658069e-35
"Control.optim.D4.r19.Rdata" 4 51724.4422207888 28109.4788027277 56366.9576054555 29.9045112805726 5.90332242128766 3.44790484190658 2.43452409974924 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.94438512425704 0.0368017716607204 0.0125541195958296 0.0062589844864102 5.20662344871237e-35 5.20662344871237e-35 5.20662344871237e-35 5.20662344871237e-35 5.20662344871237e-35 5.20662344871237e-35
"Control.optim.D4.r2.Rdata" 4 51899.2059767271 28196.8606806969 56541.7213613938 21.4761478788486 7.03550538883837 4.44956964607246 2.32587619920041 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.860604037012659 0.0923594222538108 0.0369425291999317 0.0100940115335988 9.19964477851501e-35 9.19964477851501e-35 9.19964477851501e-35 9.19964477851501e-35 9.19964477851501e-35 9.19964477851501e-35
"Control.optim.D4.r20.Rdata" 4 51389.3771441143 27941.9462643905 56031.892528781 26.854663993029 6.5752796478093 5.52336216121314 1.67952038019835 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.904025066921676 0.0541962807058931 0.038242657850684 0.00353599452174693 6.18046964990601e-35 6.18046964990601e-35 6.18046964990601e-35 6.18046964990601e-35 6.18046964990601e-35 6.18046964990601e-35
"Control.optim.D4.r21.Rdata" 4 51632.4557337796 28063.4855592232 56274.9711184463 26.4089572039833 6.94688535483199 4.83552852052478 2.49840081790324 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.899546119718394 0.06224453005651 0.0301584368146154 0.00805091341048022 6.35918383313682e-35 6.35918383313682e-35 6.35918383313682e-35 6.35918383313682e-35 6.35918383313682e-35 6.35918383313682e-35
"Control.optim.D4.r22.Rdata" 4 51727.4775653782 28110.9964750224 56369.9929500449 25.0849574369636 5.52229170736065 3.50608735605139 2.76603312644374 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.925791216230922 0.0448667908085191 0.0180855526447503 0.0112564403158087 7.25381992270876e-35 7.25381992270876e-35 7.25381992270876e-35 7.25381992270876e-35 7.25381992270876e-35 7.25381992270876e-35
"Control.optim.D4.r23.Rdata" 4 51955.1057375773 28224.810561122 56597.621122244 20.4523044065938 3.83982666815631 2.44141332304685 1.14535468797498 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.949997871563866 0.033485853838608 0.0135369478766384 0.00297932672088773 1.11974359559711e-34 1.11974359559711e-34 1.11974359559711e-34 1.11974359559711e-34 1.11974359559711e-34 1.11974359559711e-34
"Control.optim.D4.r24.Rdata" 4 51765.7269784225 28130.1211815446 56408.2423630892 28.2286428283152 5.9763138733197 2.30680935886003 2.10580654771637 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.946016163687717 0.0424019037748714 0.00631745226155457 0.00526448027585713 5.85327610028197e-35 5.85327610028197e-35 5.85327610028197e-35 5.85327610028197e-35 5.85327610028197e-35 5.85327610028197e-35
"Control.optim.D4.r25.Rdata" 4 51689.121119663 28091.8182521649 56331.6365043297 33.262742985576 5.54044542219819 3.08046559494706 2.2541165565698 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.960694840215604 0.0266537733337787 0.00823952286333391 0.00441186358728309 4.28104496023564e-35 4.28104496023564e-35 4.28104496023564e-35 4.28104496023564e-35 4.28104496023564e-35 4.28104496023564e-35
"Control.optim.D4.r26.Rdata" 4 51813.0572982235 28153.7863414451 56455.5726828902 21.7112898055902 4.49145322931477 3.1536559780387 1.73133898265865 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.934357833093523 0.039986716648386 0.019713812136906 0.0059416381211849 9.77287700203737e-35 9.77287700203737e-35 9.77287700203737e-35 9.77287700203737e-35 9.77287700203737e-35 9.77287700203737e-35
