"dimensions" "deviance" "logLik" "AIC" "weight.1" "weight.2" "weight.3" "weight.4" "weight.5" "weight.6" "weight.7" "weight.8" "weight.9" "weight.10" "dimselect" "var.exp.1" "var.exp.2" "var.exp.3" "var.exp.4" "var.exp.5" "var.exp.6" "var.exp.7" "var.exp.8" "var.exp.9" "var.exp.10"
"Control.optim.D8.r38.Rdata" 8 51247.1227733549 27870.8190790108 55953.6381580216 28.6868436745237 8.57233342571439 3.54660071536624 2.4980455685774 1.90246948397551 1.6009975775046 1.16503154563715 0.502768137013024 2.22044604925031e-16 2.22044604925031e-16 1 0.891557110972564 0.0796125884377143 0.0136272501870198 0.00676058608874616 0.00392120035532448 0.00277693033196037 0.00147047960222228 0.000273854024448333 5.34151048998736e-35 5.34151048998736e-35
"Control.optim.D8.r39.Rdata" 8 51391.7501890693 27943.132786868 56098.265573736 21.3288838280035 4.43107812138655 3.95866547153527 1.72710683226219 1.5235424673937 0.939775766927614 0.680960018424514 0.0636957570486766 2.22044604925031e-16 2.22044604925031e-16 1 0.915552334404076 0.0395153406728768 0.0315387533647957 0.00600323467893054 0.00467149668884292 0.00177744184803809 0.000933233121808679 8.16522063103935e-06 9.92264302853481e-35 9.92264302853481e-35
"Control.optim.D8.r4.Rdata" 8 51088.5777992337 27791.5465919502 55795.0931839004 36.4072883131865 9.13786866955462 6.84952307495801 2.04891688680034 1.74955671324094 1.05831441932383 1.01094976418801 0.0826627126461754 2.22044604925031e-16 2.22044604925031e-16 1 0.904577181329942 0.0569847682180464 0.0320176629311791 0.00286495395033112 0.00208893541181502 0.000764360769130782 0.000697474144183346 4.6632453722097e-06 3.36472374513287e-35 3.36472374513287e-35
"Control.optim.D8.r40.Rdata" 8 52162.9313008074 28328.723342737 56869.4466854741 24.0585831396717 7.25241208378251 2.36607647228174 1.31214814704865 1.11129636924977 0.814538788428481 0.238274054439695 0.0267064942734821 2.22044604925031e-16 2.22044604925031e-16 1 0.903426650669984 0.0820951969500114 0.00873796614059434 0.00268731481499398 0.00192758081123341 0.00103556256843558 8.86148104747654e-05 1.11323427290843e-06 7.6954364197187e-35 7.6954364197187e-35
"Control.optim.D8.r41.Rdata" 8 52074.0182455932 28284.26681513 56780.5336302599 16.345928404611 5.25678599244308 1.72398471894242 1.58894608180718 1.35897124789266 1.01233776777527 0.311660414163356 0.01028475454663 2.22044604925031e-16 2.22044604925031e-16 1 0.880973096497326 0.0911137780447103 0.00979964368938034 0.00832456947220851 0.00608925270769353 0.00337904783921664 0.000320262985726138 3.48763738222056e-07 1.62563826058597e-34 1.62563826058597e-34
"Control.optim.D8.r42.Rdata" 8 51229.4764305308 27861.9959075987 55935.9918151975 20.0756531533431 5.0345065552614 2.86097170116353 1.98433820304956 1.34927111009954 1.1066974240687 0.420162475520011 0.166234176668583 2.22044604925031e-16 2.22044604925031e-16 1 0.90824008157334 0.057118279548497 0.0184454145607801 0.00887345361761198 0.00410260532548741 0.00276006363096707 0.000397828436253859 6.22733070623464e-05 1.11107083369706e-34 1.11107083369706e-34
"Control.optim.D8.r43.Rdata" 8 51471.0829177572 27982.7991512119 56177.5983024239 18.664445991677 3.69408327829615 3.39536105484968 2.13471206433363 1.69645464511167 1.20271033182394 0.409816789374829 0.203132124324815 2.22044604925031e-16 2.22044604925031e-16 1 0.910446960255359 0.0356646369055715 0.0301298083465137 0.0119097611636595 0.00752157776042397 0.0037804763611952 0.00043893876410538 0.000107840443171258 1.28856073745369e-34 1.28856073745369e-34
"Control.optim.D8.r44.Rdata" 8 51198.6654090134 27846.5903968401 55905.1807936802 23.6931232336675 6.04355490208564 2.77828677406043 2.03025493378464 1.37640375763095 1.26994015039433 0.481330269275708 0.0479222706995518 2.22044604925031e-16 2.22044604925031e-16 1 0.915062639886032 0.0595375749565606 0.0125823088321479 0.00671904186134338 0.00308814651481682 0.00262889176421928 0.000377652657845952 3.74352703458712e-06 8.03686454497289e-35 8.03686454497289e-35
"Control.optim.D8.r45.Rdata" 8 51274.377653789 27884.4465192279 55980.8930384557 28.2802616459157 8.92411357753299 3.11463905268991 2.14270037274555 2.10933655214965 1.24430895478889 0.585882048986194 0.0185795217465407 2.22044604925031e-16 2.22044604925031e-16 1 0.888591123429706 0.0884841130656404 0.0107783075956432 0.00510103160675 0.00494341283870823 0.0017202500428007 0.000381377886472966 3.83534278754693e-07 5.47791860778202e-35 5.47791860778202e-35
"Control.optim.D8.r46.Rdata" 8 52326.0427211837 28410.2790529252 57032.5581058504 26.5530456825513 4.34220878603288 3.23088972245349 1.84527222757521 1.44784958124702 0.308101191737188 0.142279543663664 0.021457262945653 2.22044604925031e-16 2.22044604925031e-16 1 0.952822226195607 0.02548030354977 0.0141067660387043 0.00460154935783053 0.00283289242856734 0.000128283248895099 2.73569779986978e-05 6.22202627081257e-07 6.6629053650198e-35 6.6629053650198e-35
"Control.optim.D8.r47.Rdata" 8 51396.1333545407 27945.3243696037 56102.6487392073 31.1705171412199 9.38481683834936 3.45320994555029 2.64984018179877 1.61350681365835 1.36920021181861 0.760192689429146 0.172162947941757 2.22044604925031e-16 2.22044604925031e-16 1 0.896552616169074 0.0812717046388801 0.0110035731035752 0.0064792856918952 0.00240231179950581 0.001729902723019 0.000533255255795775 2.73506182549979e-05 4.54954764929136e-35 4.54954764929136e-35
"Control.optim.D8.r48.Rdata" 8 51739.3481056056 28116.9317451362 56445.8634902723 25.6444822310641 6.22760146766663 2.36230959900876 1.75151392406272 1.53195386067592 1.03333790927965 0.657937237507188 0.248676563168025 2.22044604925031e-16 2.22044604925031e-16 1 0.927585114661099 0.0547025441629777 0.00787117431021904 0.00432706171269545 0.00331022315044157 0.00150608896123739 0.00061056911868267 8.72239226471804e-05 6.95418679065272e-35 6.95418679065272e-35
"Control.optim.D8.r49.Rdata" 8 51322.9338569626 27908.7246208146 56029.4492416293 26.3294909790506 4.04166790067639 2.36567783632827 1.79021975845738 1.64840396926536 1.10342748853532 0.903165517445666 0.359817851053054 2.22044604925031e-16 2.22044604925031e-16 1 0.958498428586962 0.0225853970241398 0.00773780322279593 0.00443117774735734 0.00375693587371478 0.00168342617968484 0.00112782359219157 0.000179007773153665 6.81690010645324e-35 6.81690010645324e-35
"Control.optim.D8.r5.Rdata" 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Control.optim.D8.r50.Rdata" 8 50845.7250123503 27670.1201985085 55552.240397017 33.257877726352 8.31110761840972 5.42446182737411 2.56842291889188 2.2086311964793 1.21507486865582 0.815744174036573 0.202829573479543 2.22044604925031e-16 2.22044604925031e-16 1 0.907935380898104 0.0567000820699517 0.0241534509829039 0.00541500608398986 0.00400416790320857 0.00121191441897797 0.000546227847379617 3.37697954840703e-05 4.04712228218427e-35 4.04712228218427e-35
"Control.optim.D8.r6.Rdata" 8 51666.0304953421 28080.2729400044 56372.5458800088 23.7085296749357 2.5584460116777 2.12214740086765 1.59363288972144 1.380060202375 0.94976100858528 0.798385042356886 0.464626619125679 2.22044604925031e-16 2.22044604925031e-16 1 0.97022709030472 0.0112983927627018 0.00777347571366585 0.00438369896159529 0.00328745803857669 0.00155701510685321 0.00110024382009101 0.000372625291795957 8.51029481046035e-35 8.51029481046035e-35
"Control.optim.D8.r7.Rdata" 8 52923.2989580342 28708.9071713504 57629.8143427009 24.915758872295 2.22228606547349 1.53555554258927 0.821591709415436 0.764023931215235 0.204201616887188 0.0298858026732384 0.0094275695457554 2.22044604925031e-16 2.22044604925031e-16 1 0.986339357636494 0.00784653742859364 0.00374635720991551 0.00107248251606809 0.000927453295149283 6.62516162486725e-05 1.41908357614998e-06 1.41213954220766e-07 7.83354920059132e-35 7.83354920059132e-35
"Control.optim.D8.r8.Rdata" 8 52009.5644922222 28252.0399384444 56716.0798768889 20.9276004766012 11.9048462325409 2.13028164676724 1.34005517069058 1.26701389215013 0.78662514833297 0.253685381157987 0.122993755029366 2.22044604925031e-16 2.22044604925031e-16 2 0.744423199852945 0.240895456275221 0.00771356386218895 0.00305229415926669 0.00272862454470418 0.00105176007588854 0.000109388561351575 2.57126684344035e-05 8.38033691439565e-35 8.38033691439565e-35
"Control.optim.D8.r9.Rdata" 8 51356.2569542417 27925.3861694542 56062.7723389084 28.5180606298711 9.64056325089821 3.04042506094962 2.33414638901939 2.04970550583806 1.02684503647923 0.585442497740523 0.446948338091705 2.22044604925031e-16 2.22044604925031e-16 1 0.877598185253761 0.100290675667427 0.00997526283696606 0.00587911452513589 0.00453355277718459 0.00113779902391617 0.000369848814160559 0.000215561101448313 5.32030085222748e-35 5.32030085222748e-35
"Control.optim.D9.r1.Rdata" 9 52054.8581497925 28274.6867672296 56767.3735344592 22.5621149703563 3.17093025796827 2.32294824276401 1.86071664060471 1.62733098656495 1.41219053749586 0.761772564562852 0.130001774492567 0.00269855998871623 2.22044604925031e-16 1 0.95470224685293 0.0188573954750528 0.0101201603947514 0.00649334999142481 0.00496661066659222 0.00374020083691953 0.00108832594734473 3.16961774440487e-05 1.36575400408492e-08 9.24674284082827e-35
"Control.optim.D9.r10.Rdata" 9 51866.8208157438 28180.6681002053 56579.3362004105 23.8518519111654 2.8349433246083 2.31177074984384 2.07653158422478 1.16751954307284 0.935162865870587 0.404751379069763 0.118469089739957 0.00124247131008034 2.22044604925031e-16 1 0.965860786250886 0.0136445459319949 0.00907318684546009 0.00732061231176577 0.002314188033119 0.00148472093421979 0.000278129464684796 2.38276070137161e-05 2.62085542225573e-09 8.3704879694501e-35
"Control.optim.D9.r11.Rdata" 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Control.optim.D9.r12.Rdata" 9 60482.6368194175 32488.5761020421 65195.1522040842 17.1508196823635 0.00463663529224397 0.00393138369472514 0.00368376734785496 0.00264137993442767 0.00250775187322723 0.00240220519819153 0.00106832379556859 0.000606433866054473 2.22044604925031e-16 1 0.999999758390224 7.30863050627231e-08 5.25437418516359e-08 4.61332999715138e-08 2.37187546042851e-08 2.13795844745169e-08 1.96178015971358e-08 3.88003762429821e-09 1.25025046801786e-09 1.67614113381351e-34
"Control.optim.D9.r13.Rdata" 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Control.optim.D9.r14.Rdata" 9 51556.0796765965 28025.2975306316 56268.5950612632 27.2972202763486 11.3139985314906 4.38381041686692 2.63988407129037 2.00781698921468 1.58269446542483 0.396509630880319 0.272577164266253 0.0227032581943852 2.22044604925031e-16 1 0.822357738520482 0.141272025185839 0.0212093551055143 0.00769119187494387 0.00444910017485059 0.00276450959892952 0.000173512759104318 8.19979269979172e-05 5.68853338654956e-07 5.44132148668865e-35
"Control.optim.D9.r15.Rdata" 9 52381.173959007 28437.8446718368 57093.6893436737 25.9292372518323 2.79875245522633 1.32659357813952 1.14108642017059 0.715655419329403 0.234924987490897 0.118490959526314 0.00158050775917572 0.000863279307730158 2.22044604925031e-16 1 0.983216859377629 0.0114550979993604 0.00257362706468905 0.00190417521368845 0.000748993006283056 8.07101693602055e-05 2.05324260119454e-05 3.6531129334952e-09 1.08986447427682e-09 7.21024936165838e-35
"Control.optim.D9.r16.Rdata" 9 55615.3392410546 30054.9273128607 60327.8546257213 23.0508779038788 1.94546507461017 1.26085222463128 1.14236513960495 0.00352666214067374 0.00202996366474739 0.00140599664557371 0.00105681363430568 0.000245532847930068 2.22044604925031e-16 1 0.987584906558467 0.00703471294497408 0.00295479857753839 0.0024255452810288 2.31167733226144e-08 7.6590698785698e-09 3.67424466527116e-09 2.07585167318880e-09 1.12051765998244e-10 9.16389182952416e-35
"Control.optim.D9.r17.Rdata" 9 53524.1622222314 29009.3388034491 58236.6776068981 29.0775993685601 2.24087085881759 2.14051513951986 1.81907777640093 0.384098175866388 0.0680190345690947 0.0177285005599473 0.00175858387561606 5.89321102961033e-05 2.22044604925031e-16 1 0.9847830670835 0.00584867020725984 0.00533654385994734 0.00385412691459615 0.000171833550866123 5.38870491511145e-06 3.66072821226219e-07 3.6020492706577e-09 4.04508322520591e-12 5.74253864289252e-35
"Control.optim.D9.r18.Rdata" 9 51107.2101054748 27800.8627450708 55819.7254901415 22.849548889122 10.9967563077753 3.1816013998356 2.42740946183063 2.04792863655995 1.39199178537672 0.725310170338016 0.22391473690049 0.061394198538724 2.22044604925031e-16 2 0.784222813254328 0.181640803027674 0.0152046262573736 0.00885055065531614 0.0062996126859282 0.00291043266415811 0.000790190393506586 7.53094656639225e-05 5.66159605238873e-06 7.40567522355598e-35
"Control.optim.D9.r19.Rdata" 9 55190.9885294115 29842.7519570391 59903.5039140782 27.3318492677629 0.951550956874231 0.699045615543682 0.257118729041971 0.214601538594452 0.0582367806937582 0.0223398592183632 0.0036611952834735 1.09858748932624e-06 2.22044604925031e-16 1 0.997982497237009 0.00120962009034886 0.000652823715605501 8.83186284517141e-05 6.15248485567122e-05 4.53084921623728e-06 6.66723487126881e-07 1.79073234919285e-08 1.61233094244155e-15 6.58666145109585e-35
"Control.optim.D9.r2.Rdata" 9 51193.0251305089 27843.7702575878 55905.5405151756 22.1551867802599 9.75576517200902 4.60339298303319 2.6954343182594 1.8827635687937 1.19221845334845 0.393954446262077 0.0738803365493285 0.0144034807110032 2.22044604925031e-16 1 0.792194428752326 0.153604390145776 0.0342008622344953 0.011725691380352 0.00572100760057179 0.00229399586973819 0.000250479948414521 8.80924487870209e-06 3.34823446962106e-07 7.95722069248203e-35
"Control.optim.D9.r20.Rdata" 9 52071.8723449455 28283.1938648061 56784.3877296122 25.4469548054098 5.7509274684833 2.95467121350508 1.33834908848881 1.06573759746837 0.94902635053496 0.170593525419469 0.0143985748930177 9.09472272523793e-06 2.22044604925031e-16 1 0.934132029141165 0.0477103284949487 0.0125937465325382 0.00258389844886778 0.00163846512112326 0.00129925132556675 4.19818637464009e-05 2.99071924686461e-07 1.19320634040063e-13 7.11241480366236e-35
"Control.optim.D9.r21.Rdata" 9 52884.5441916098 28689.5297881382 57597.0595762765 27.3356029575088 2.88677065491698 2.375173078559 1.27298923723706 1.12066213483945 0.492347532042896 0.0409632743238462 0.0333924637925432 0.00239361659501663 2.22044604925031e-16 1 0.977632116134518 0.0109029170569985 0.00738088890776822 0.00212015497902839 0.00164311341259487 0.000317147779521457 2.19536872115453e-06 1.45886488849132e-06 7.49596100820922e-09 6.45057747051931e-35
"Control.optim.D9.r22.Rdata" 9 51192.3097323207 27843.4125584937 55904.8251169875 27.0696478975503 14.9047707041852 3.0567198949816 1.92881186479265 1.83160471917226 1.33145043631458 1.01831060263792 0.171787213783892 2.93659256162486e-06 2.22044604925031e-16 2 0.752190493194299 0.228041151296439 0.0095912213461722 0.00381893585922696 0.0034437065303694 0.00181975380086506 0.00106444483217204 3.02931404467662e-05 8.85217549569112e-15 5.06107854615286e-35
"Control.optim.D9.r23.Rdata" 9 51816.7158959269 28155.6156402968 56529.2312805936 13.8539576680027 2.65494837351013 2.19514075451285 1.61745349445911 1.15969421505332 0.658649982740067 0.338099454250941 0.0603743964899917 0.00309020884372322 2.22044604925031e-16 1 0.921367002767807 0.0338374091743791 0.0231318138006369 0.0125588116503691 0.00645612489969521 0.00208254460280934 0.000548749176596905 1.749808601858e-05 4.58416883432143e-08 2.36682088598617e-34
"Control.optim.D9.r24.Rdata" 9 53223.1719937214 28858.843689194 57935.6873783881 24.4918077725047 5.51941479636314 2.23664836351264 1.78869381975906 0.944964216663955 0.891792335274864 0.78326551102202 0.457489764430969 2.81516105322201e-06 2.22044604925031e-16 1 0.935763860459032 0.047523744380914 0.00780404935387337 0.00499110374414862 0.00139301345320423 0.00124065792777667 0.000957067551722066 0.000326503129316708 1.23632051374981e-14 7.69139357630816e-35
"Control.optim.D9.r25.Rdata" 9 52197.3349946706 28345.9251896687 56909.8503793374 21.1846890639207 5.0041438441304 2.52810157592714 1.67445978105686 1.068462520948 0.778723315930699 0.192842205738394 0.0747965944846249 6.69118591579028e-05 2.22044604925031e-16 1 0.925688934750478 0.0516512045701506 0.0131828685914141 0.00578322814864544 0.00235472106969875 0.00125079818006767 7.67052456143022e-05 1.15394346958005e-05 9.2347911539419e-12 1.01695406167358e-34
"Control.optim.D9.r26.Rdata" 9 51245.7272512382 27870.1213179524 55958.2426359049 20.8969827288298 4.12867436652005 3.30517390468561 2.12452023374606 1.76687039234885 1.11829288357727 0.439180728509414 0.32065645761496 5.67086869431784e-07 2.22044604925031e-16 1 0.921593450593757 0.0359743929344338 0.0230547725831443 0.0095256354186174 0.00658842488275916 0.00263926704248772 0.000407060312563849 0.000216996232235929 6.78689914174363e-16 1.04052534488147e-34
"Control.optim.D9.r27.Rdata" 9 51326.7454709653 27910.630427816 56039.260855632 21.9299701500655 8.99492865557459 2.71102593346179 2.32248395104664 1.97233418375271 1.27234468930994 1.06563910915441 0.14271501160343 0.0164731482265202 2.22044604925031e-16 1 0.827408073623867 0.139199962826745 0.0126447724184076 0.00928002436367422 0.00669275114229663 0.002785179795937 0.00195372743395366 3.50415241319173e-05 4.6687098652614e-07 8.48250499736002e-35
"Control.optim.D9.r28.Rdata" 9 51608.8172166716 28051.6663006691 56321.3326013383 24.1233169608172 3.34739723866097 2.52213028163706 1.67445443686093 1.32864941070596 0.956884509121195 0.745056870166841 0.290502928510901 0.113321383213725 2.22044604925031e-16 1 0.960862265691155 0.0185012724738708 0.0105032118438792 0.00462949651214626 0.00291479415917375 0.0015118410731249 0.000916570635540578 0.000139343951390146 2.12036597194801e-05 8.14080858064249e-35
"Control.optim.D9.r29.Rdata" 9 51284.9852911606 27889.7503379137 55997.5006758273 29.4993793835286 8.32105467245162 2.62017977724326 2.28481007498883 1.78617987222312 1.01452140476412 0.770559784129015 0.570786199923072 0.0689107747852342 2.22044604925031e-16 1 0.909615152466064 0.0723750169981869 0.00717619297057219 0.00545672588742926 0.00333489611698914 0.00107585652084635 0.000620646922431268 0.000340548409845977 4.96370763539682e-06 5.15361983163686e-35
"Control.optim.D9.r3.Rdata" 9 51370.1305590624 27932.3229718646 56082.6459437291 20.4011740398678 4.69676166555765 3.87609772729423 2.73085219175647 2.30255020134873 1.75745467549245 0.753052010613723 0.692622312040861 0.0964468769656122 2.22044604925031e-16 1 0.885180231338085 0.0469157248072354 0.0319529398114602 0.015860532845267 0.0112755984201182 0.00656885464021499 0.00120606670827048 0.00102026817550875 1.97832538400417e-05 1.0485806415462e-34
"Control.optim.D9.r30.Rdata" 9 52733.4235271114 28613.9694558891 57445.9389117781 23.1056368930048 3.37137118492625 2.36453649001396 1.94946570461883 0.400686596826936 0.203801225861718 0.0664761935929298 0.00541691633293269 9.12884058751885e-06 2.22044604925031e-16 1 0.962215538116975 0.0204856438800299 0.0100769364245943 0.00684963889114516 0.000289365072007344 7.48600411424843e-05 7.96468795403563e-06 5.28860015055022e-08 1.50199236172102e-13 8.88621728779107e-35
"Control.optim.D9.r31.Rdata" 9 52576.4210870408 28535.4682358537 57288.9364717075 22.5030155430528 2.74938780969569 1.44011737489704 1.00788179005285 0.728184064261384 0.128846778287628 0.0422231403289349 0.00605177847850409 0.000119280882900734 2.22044604925031e-16 1 0.978365664998347 0.0146046706705388 0.00400696494524975 0.00196263238164353 0.00102447674296682 3.20750166445581e-05 3.44445744878e-06 7.07596714755158e-08 2.7489158971418e-11 9.5257726857912e-35
"Control.optim.D9.r32.Rdata" 9 51087.4243767863 27790.9698807265 55799.939761453 23.7122000320187 11.754663490152 3.37831360224824 2.24935300834805 2.09853960027657 1.20894975293836 0.70240185899748 0.0963129012260225 0.00660995818435201 2.22044604925031e-16 2 0.777385600340834 0.191035110298506 0.0157794810281835 0.00699532711743771 0.00608873580132714 0.00202073467401459 0.000682125203865983 1.2825128421316e-05 6.04074100823493e-08 6.81668527076648e-35
"Control.optim.D9.r33.Rdata" 9 57679.7996866764 31087.1575356716 62392.3150713431 23.5575836852808 0.00710056648342617 0.00520887589243831 0.00396438363006172 0.00318534106792393 0.00174770044113375 0.00160823057822858 0.000560724099978618 0.00016538689087303 2.22044604925031e-16 1 0.999999802876203 9.08498941224517e-08 4.88907218206811e-08 2.83197736304954e-08 1.8283120056116e-08 5.50392390591752e-09 4.66052733942065e-09 5.6654821333432e-10 4.92879318286704e-11 8.88421132132451e-35
"Control.optim.D9.r34.Rdata" 9 51315.0213970527 27904.7683908597 56027.5367817194 23.5819341031461 6.96147289908777 2.78900261233945 2.16008877623563 1.55988813552767 1.13373479260233 0.780066736835278 0.193072566340426 6.49136628445653e-05 2.22044604925031e-16 1 0.894957747314254 0.0779912646440489 0.0125181897743161 0.00750908273987184 0.00391589103732189 0.00206855293146188 0.000979280727883936 5.99908240599236e-05 6.78134625548331e-12 7.93458359397374e-35
"Control.optim.D9.r35.Rdata" 9 50792.2167958518 27643.3660902593 55504.7321805186 22.1907840525924 5.61911577213663 2.69460307125378 2.43363299253011 2.15993923846605 1.4731869037431 0.752780692075182 0.223702603459355 0.0555884228298971 2.22044604925031e-16 1 0.904133116532186 0.0579726352819647 0.0133314283668344 0.0108741983743014 0.00856584380246449 0.00398476561729998 0.00104045673408631 9.18817290978576e-05 5.67356176468396e-06 9.05247915599822e-35
"Control.optim.D9.r36.Rdata" 9 54520.2987220194 29507.4070533431 59232.8141066861 20.8295306538965 2.94839905510671 1.22500649483328 0.890670726660621 0.00537818466800636 0.00216550524363249 0.000724490997421111 0.000285629231791052 1.63985111065988e-05 2.22044604925031e-16 1 0.97530208149463 0.0195412665785443 0.00337331552611701 0.00178325947470378 6.50206943892447e-08 1.05414089516515e-08 1.17990263002713e-09 1.83394153421086e-10 6.04489858739372e-13 1.10830842240837e-34
"Control.optim.D9.r37.Rdata" 9 53213.9395815713 28854.227483119 57926.454966238 29.6796643275152 3.06727049337925 1.35891333801306 0.861703872472353 0.668459788319061 0.183893781114154 0.0706150416243514 0.0460102928024727 1.87885798097796e-07 2.22044604925031e-16 1 0.986024692752717 0.0105311057766203 0.0020670612426312 0.000831162442498726 0.000500173174218905 3.78533139309941e-05 5.58167133299314e-06 2.36962604956863e-06 3.95146126613353e-17 5.51887137422692e-35
"Control.optim.D9.r38.Rdata" 9 51265.0866373344 27879.8010110006 55977.6020220011 29.2317239648937 5.63909373444183 4.10100271223251 2.91804784630125 2.13629190542863 1.4358435212308 0.979588387146188 0.864580337173806 0.215321054822977 2.22044604925031e-16 1 0.928792299623005 0.0345643485024303 0.0182805753870935 0.00925538662754937 0.00496056263868864 0.00224090772618221 0.00104303049042841 0.000812494550467289 5.03944541549693e-05 5.35907949264112e-35
"Control.optim.D9.r39.Rdata" 9 51987.6367309914 28241.0760578291 56700.1521156581 31.9044652876716 3.51679788613 2.87570730863152 1.8532149025145 1.03915536651386 0.691636139236025 0.539867260947416 0.304539047531925 0.00010119742313768 2.22044604925031e-16 1 0.975079855020899 0.0118476458239431 0.00792184983571375 0.00328994631482982 0.00103442310629667 0.000458239580959106 0.000279197307852554 8.88429996959937e-05 9.81016136862758e-12 4.722997268034e-35
"Control.optim.D9.r4.Rdata" 9 54959.0343149361 29726.7748498014 59671.5496996028 21.8850518412862 5.40599546305586 1.9969718631623 0.876369789845474 0.740656219044106 0.00462051289324615 0.00414457374786777 0.00131084083075549 0.000133689651566714 2.22044604925031e-16 1 0.932754935370154 0.0569146081329068 0.00776633800429249 0.00149570929510637 0.00106833078663791 4.15769635876689e-08 3.34527742545329e-08 3.34635735695198e-09 3.48071110647659e-11 9.60180423515399e-35
"Control.optim.D9.r40.Rdata" 9 51902.1131862672 28198.314285467 56614.6285709339 25.3184054436619 3.06400390501456 2.45170789302983 1.66854843247657 1.33021223064944 1.06758732066028 0.251458685339474 0.0786523042199627 0.000797154737814246 2.22044604925031e-16 1 0.96804257952927 0.0141775239170646 0.00907735269728783 0.00420435514718703 0.00267216722520224 0.00172118904830219 9.54893728520414e-05 9.34210319719252e-06 9.59637085191883e-10 7.44564302708201e-35
"Control.optim.D9.r41.Rdata" 9 51771.6887767536 28133.1020807102 56484.2041614203 19.5887449900197 5.7522864291013 2.23086213041707 1.75022541382115 1.7032495146958 1.23761670867946 0.933511356287237 0.18982010469273 0.0334034941931789 2.22044604925031e-16 1 0.891977323568379 0.076916868540063 0.0115687397427957 0.00712079625779053 0.00674368282932119 0.00356051579344975 0.00202572178981049 8.37577506543658e-05 2.59372773591829e-06 1.14609611256659e-34
"Control.optim.D9.r42.Rdata" 9 53507.8071680523 29001.1612763595 58220.322552719 27.6428150850078 2.16451705608369 1.64582804974643 1.33882745594439 1.25831570675085 0.353889234031819 0.214532238327674 0.0230531642694422 3.64550110946877e-05 2.22044604925031e-16 1 0.985883157845147 0.0060448139017125 0.00349486037540324 0.00231265116882246 0.00204286724772535 0.000161582979466648 5.93807991905744e-05 6.85680818003372e-07 1.71464958948424e-12 6.36123384996608e-35
"Control.optim.D9.r43.Rdata" 9 60483.8395853665 32489.1774850166 65196.3549700332 17.1525711760488 0.00612487686568807 0.00541338452792937 0.00452727575884107 0.00390461684892696 0.00302235954692699 0.00258857342408018 0.00158776427070121 0.000540747954791357 2.22044604925031e-16 1 0.999999588016916 1.2750760399307e-07 9.96045357236101e-08 6.96650988402039e-08 5.18200954692605e-08 3.10479990402895e-08 2.27752072170606e-08 8.5686698623763e-09 9.9387354770496e-10 1.67579855551192e-34
"Control.optim.D9.r44.Rdata" 9 51190.9605222035 27842.7379534351 55903.4759068702 24.4542600917313 5.78236921597057 2.72879390225354 2.48601164219826 1.66965091950959 0.740802396844187 0.501927070144358 0.0686912510410407 0.00173052275757672 2.22044604925031e-16 1 0.921908179007668 0.0515454400509825 0.0114794237022862 0.00952763103279028 0.00429763943394311 0.000846025340995855 0.000388382677786257 7.27413683035001e-06 4.61671689721689e-09 7.60079579740642e-35
"Control.optim.D9.r45.Rdata" 9 52602.9306155013 28548.723000084 57315.446000168 19.898013985358 2.28887213784315 1.83774548983944 1.47562816449064 1.37248989656025 1.28402468742337 0.532413807120708 0.0101918422105659 0.00693024025067621 2.22044604925031e-16 1 0.964413308552873 0.0127610613458083 0.00822648788519447 0.0053039277910096 0.00458840816113203 0.00401597017611683 0.000690466083478783 2.5301665738585e-07 1.16987729545219e-07 1.20094794196139e-34
"Control.optim.D9.r46.Rdata" 9 51335.7000157796 27915.1077002232 56048.2154004463 19.4861279564392 9.25610828122016 2.61072099864335 1.71304927523975 1.67164042483917 0.885224634440671 0.688924853605384 0.378406260530024 0.00958720422652131 2.22044604925031e-16 2 0.792164827201479 0.178739816766092 0.0142195345239428 0.00612215282200543 0.0058297534140731 0.00163482562988685 0.000990166344305166 0.00029873154245722 1.91755757679322e-07 1.02859617814897e-34
"Control.optim.D9.r47.Rdata" 9 54242.0232846262 29368.2693346465 58954.5386692929 20.7683424966213 1.68139777808667 1.58684014586722 1.35725534243151 0.283925601134915 0.20737646911903 0.0675120559704019 0.029113748860348 5.09580056527818e-07 2.22044604925031e-16 1 0.983320444655051 0.00644513966260133 0.00574060616276817 0.00419966369554529 0.000183780954284927 9.80415899878773e-05 1.03909214600567e-05 1.9323583010752e-06 5.91992547715022e-16 1.12401432286013e-34
"Control.optim.D9.r48.Rdata" 9 52248.8567627626 28371.6860737146 56961.3721474293 20.0801983314513 4.20321347527328 2.40422765340634 1.53020226886449 1.34970110680164 1.15987637201911 1.05260757096046 0.00642525035464276 0.00266540823391653 2.22044604925031e-16 1 0.930613014892195 0.0407751926383517 0.0133408746060541 0.00540419248363415 0.00420444169225026 0.00310496371182921 0.00255720829630883 9.52825199533166e-08 1.63968565029598e-08 1.13792483757822e-34
