V1 V2
A.calendula -0.000799467377208099 0.00138017170598968
H.glabra 0.138254031166287 0.0177668214498999
H.glutinosum -0.0299430108325565 0.0121582704454973
M.minima -0.00435270748985773 0.00043613305756532
P.airoides 0.571407702957819 0.00828032842362295
P.canescens 0.194242615393716 0.00980977234632283
T.cyanopetala 0.441871178178411 0.0325306621987239
V.rosea -0.00101708290164506 0.000250590328411288
