V1 V2
A.calendula -0.812488737984043 0.0306247231843337
H.glabra 0.000141106374569376 0.00432056575027977
H.glutinosum 0.00897251470418022 0.00198464337840193
M.minima -0.0467823217731407 0.00846303679236488
P.airoides 0.0315723822094712 0.00424209906560187
P.canescens -0.065721944893125 0.0121499836204254
T.cyanopetala 0.0690086259099708 0.0100093707013092
V.rosea -0.00588071657837272 0.00340054046454397
Other 0.0148161173357961 0.00219717756430976
