V1 V2
A.calendula -0.0204612693878076 0.00522966418211218
H.glabra 0.000237608962897824 0.00105327707696855
H.glutinosum 0.57190551599106 0.015442297452309
M.minima -0.26743749417599 0.0208334546576001
P.airoides 0.221748560056777 0.00586626154297474
P.canescens -0.188037244194005 0.0111010215613263
T.cyanopetala 0.483829015168925 0.0152127810445633
V.rosea 0.0866619600382234 0.00371348027180247
