V1 V2
A.calendula 0.304115389344253 0.0226577082746226
H.glabra 0.0434312504345822 0.00498565053837153
H.glutinosum 0.0133030470037554 0.00131813541261691
M.minima -0.0855563911289624 0.0137223822628094
P.airoides 0.0252616900552412 0.00393852094856936
P.canescens -0.0280922107205433 0.0036525860653128
T.cyanopetala 0.00832050592924159 0.00268485457851884
V.rosea 0.561650816242537 0.0396119907242943
Other 0.00219433803956805 0.000778206600583495
