lambdas.mean lambdas.se
A.calendula 660.367628302786 1.59999761447267
H.glabra 242.857368118092 0.154083069819156
H.glutinosum 14.6350583051869 0.0810776668022027
M.minima 4.95716848101801 0.0927560485793601
P.airoides 284.086772162788 0.414569435203647
P.canescens 986.696141385566 3.49760264015835
T.cyanopetala 82.8234857664411 0.574819783285955
V.rosea 87.9760870900746 0.0524188235935086
