"A.calendula" "H.glabra" "H.glutinosum" "M.minima" "P.airoides" "P.canescens" "T.cyanopetala" "V.rosea" "Other"
"A.calendula" 0.60758018024962 NA -0.102133518537156 0.215760390035942 0.154504200092236 NA -0.280502211096814 NA -0.281209484972213
"H.glabra" -0.87279003004834 NA 0.248112934661498 NA 0.0762532403407949 2.21851862894551 0.117377370495876 NA -0.462384150704831
"H.glutinosum" NA NA 0.648019630468958 NA 0.100357984941601 -3.71867702637106 -2.45106273131295 NA 0.344714647361524
"M.minima" NA NA 2.17517730839653 0.622638188049781 -6.44377313315639 1.07726848514523 -0.728798281515028 NA -0.192048636141079
"P.airoides" NA NA -0.1332487809058 NA 0.261543619702919 0.369589482153866 NA NA 0.147415426038572
"P.canescens" 29.2055960517307 NA -0.114967868415785 NA -0.251079758024126 NA NA NA 0.0972571452060504
"T.cyanopetala" NA NA 1.17160064598084 NA -1.05256391251938 2.06942914142768 -1.46001114086738 -3.5835858367333 2.41472403594995
"V.rosea" NA NA 0.695326998079245 NA -4.87694677743528 NA NA 0.448419978934846 3.37898883252115
