lambdas.mean lambdas.se
A.calendula 528.907206713958 0.647723052473585
H.glabra 324.965041656175 0.877559373353241
H.glutinosum 12.8208871231639 0.0734454754383102
M.minima 6.95719992615469 0.00595760695363341
P.airoides 372.901621881802 0.44003654085702
P.canescens 2684.00268842819 10.6393352426426
T.cyanopetala 41.8875128891082 0.447916491966386
V.rosea 158.962448906451 0.459096105017735
