"dimensions" "deviance" "logLik" "AIC" "weight.1" "weight.2" "weight.3" "weight.4" "weight.5" "weight.6" "weight.7" "weight.8" "dimselect" "var.exp.1" "var.exp.2" "var.exp.3" "var.exp.4" "var.exp.5" "var.exp.6" "var.exp.7" "var.exp.8"
"Open.optim.D2.r22.Rdata" 2 33762.7931994408 17423.5045426373 34923.0090852747 188.933567957351 0.809493871960402 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999981643033894 1.83569661060689e-05 1.38119254695142e-36 1.38119254695142e-36 1.38119254695142e-36 1.38119254695142e-36 1.38119254695142e-36 1.38119254695142e-36
"Open.optim.D2.r23.Rdata" 2 33787.5522254544 17435.8840556441 34947.7681112882 53.9139503158567 1.166449653841 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999532128654948 0.000467871345052205 1.69541062803417e-35 1.69541062803417e-35 1.69541062803417e-35 1.69541062803417e-35 1.69541062803417e-35 1.69541062803417e-35
"Open.optim.D2.r24.Rdata" 2 33603.0762486119 17343.6460672229 34763.2921344457 105.530506971416 1.15711587149336 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999879788658993 0.000120211341007347 4.42661948821699e-36 4.42661948821699e-36 4.42661948821699e-36 4.42661948821699e-36 4.42661948821699e-36 4.42661948821699e-36
"Open.optim.D2.r25.Rdata" 2 33606.8955630052 17345.5557244195 34767.1114488391 102.439992451745 1.14648603964685 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999874759707994 0.000125240292005919 4.69771840978397e-36 4.69771840978397e-36 4.69771840978397e-36 4.69771840978397e-36 4.69771840978397e-36 4.69771840978397e-36
"Open.optim.D2.r26.Rdata" 2 33598.8622809674 17341.5390834006 34759.0781668013 105.854903094507 1.03674684913906 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999904086037467 9.59139625332634e-05 4.39963690381062e-36 4.39963690381062e-36 4.39963690381062e-36 4.39963690381062e-36 4.39963690381062e-36 4.39963690381062e-36
"Open.optim.D2.r27.Rdata" 2 33607.5707784186 17345.8933321262 34767.7866642525 120.148991519831 1.2218871667062 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999896586548552 0.000103413451448062 3.41503592753985e-36 3.41503592753985e-36 3.41503592753985e-36 3.41503592753985e-36 3.41503592753985e-36 3.41503592753985e-36
"Open.optim.D2.r28.Rdata" 2 33724.5274981237 17404.3716919788 34884.7433839575 56.8077405381505 0.897870775053203 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999750250768035 0.000249749231964708 1.52741461059169e-35 1.52741461059169e-35 1.52741461059169e-35 1.52741461059169e-35 1.52741461059169e-35 1.52741461059169e-35
"Open.optim.D2.r29.Rdata" 2 33600.5725556411 17342.3942207375 34760.7884414749 110.70926680166 1.09161699466669 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999902785643498 9.72143565022016e-05 4.02226129693648e-36 4.02226129693648e-36 4.02226129693648e-36 4.02226129693648e-36 4.02226129693648e-36 4.02226129693648e-36
"Open.optim.D2.r3.Rdata" 2 33598.2141443019 17341.2150150679 34758.4300301357 106.012543990892 1.0445520409829 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999902925873729 9.70741262712758e-05 4.38655700220242e-36 4.38655700220242e-36 4.38655700220242e-36 4.38655700220242e-36 4.38655700220242e-36 4.38655700220242e-36
"Open.optim.D2.r30.Rdata" 2 33425.7280891063 17254.9719874701 34585.9439749401 99.7594021481618 1.38097435446439 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999808406692119 0.00019159330788109 4.95324214509246e-36 4.95324214509246e-36 4.95324214509246e-36 4.95324214509246e-36 4.95324214509246e-36 4.95324214509246e-36
"Open.optim.D2.r31.Rdata" 2 33652.8904281481 17368.553156991 34813.1063139819 94.4727575264212 1.22846100359416 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999830941839843 0.000169058160156937 5.52323904386923e-36 5.52323904386923e-36 5.52323904386923e-36 5.52323904386923e-36 5.52323904386923e-36 5.52323904386923e-36
"Open.optim.D2.r32.Rdata" 2 33536.0905519298 17310.1532188818 34696.3064377637 114.081424406106 4.94391804766768 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.998125446741097 0.00187455325890258 3.78125275686892e-36 3.78125275686892e-36 3.78125275686892e-36 3.78125275686892e-36 3.78125275686892e-36 3.78125275686892e-36
"Open.optim.D2.r33.Rdata" 2 33630.7030881617 17357.4594869978 34790.9189739956 78.98887340251 1.25530562621359 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999747502292646 0.000252497707354392 7.90021552603994e-36 7.90021552603994e-36 7.90021552603994e-36 7.90021552603994e-36 7.90021552603994e-36 7.90021552603994e-36
"Open.optim.D2.r34.Rdata" 2 33601.8324775966 17343.0241817152 34762.0483634304 114.159712813371 1.03898138541819 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999917176452741 8.28235472587211e-05 3.78284672310547e-36 3.78284672310547e-36 3.78284672310547e-36 3.78284672310547e-36 3.78284672310547e-36 3.78284672310547e-36
"Open.optim.D2.r35.Rdata" 2 33798.100478882 17441.1581823579 34958.3163647158 84.8140696598163 0.931953563735746 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999879274139991 0.00012072586000875 6.85318115548404e-36 6.85318115548404e-36 6.85318115548404e-36 6.85318115548404e-36 6.85318115548404e-36 6.85318115548404e-36
"Open.optim.D2.r36.Rdata" 2 33611.6399027245 17347.9278942792 34771.8557885584 147.872584621379 1.11487901244327 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999943159817176 5.684018282386e-05 2.25465676621538e-36 2.25465676621538e-36 2.25465676621538e-36 2.25465676621538e-36 2.25465676621538e-36 2.25465676621538e-36
"Open.optim.D2.r37.Rdata" 2 33600.2300612292 17342.2229735315 34760.445947063 87.3120615742276 1.65361632385313 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999641437170398 0.000358562829601721 6.46511442420897e-36 6.46511442420897e-36 6.46511442420897e-36 6.46511442420897e-36 6.46511442420897e-36 6.46511442420897e-36
"Open.optim.D2.r38.Rdata" 2 33406.3089603694 17245.2624231016 34566.5248462033 110.734426239456 1.96606308928731 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999684867860108 0.00031513213989203 4.01955753799467e-36 4.01955753799467e-36 4.01955753799467e-36 4.01955753799467e-36 4.01955753799467e-36 4.01955753799467e-36
"Open.optim.D2.r39.Rdata" 2 33840.5109706776 17462.3634282557 35000.7268565114 99.0784779639037 1.4339172074152 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999790589456106 0.000209410543894037 5.02146965816698e-36 5.02146965816698e-36 5.02146965816698e-36 5.02146965816698e-36 5.02146965816698e-36 5.02146965816698e-36
"Open.optim.D2.r4.Rdata" 2 33612.2271874702 17348.221536652 34772.4430733041 92.185720704441 0.964135042205339 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999890629317189 0.00010937068281094 5.80103704167167e-36 5.80103704167167e-36 5.80103704167167e-36 5.80103704167167e-36 5.80103704167167e-36 5.80103704167167e-36
"Open.optim.D2.r40.Rdata" 2 33778.4277559855 17431.3218209097 34938.6436418194 141.329320510494 3.40637471771131 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999419411966677 0.000580588033322971 2.46696898574101e-36 2.46696898574101e-36 2.46696898574101e-36 2.46696898574101e-36 2.46696898574101e-36 2.46696898574101e-36
"Open.optim.D2.r41.Rdata" 2 33605.6672953293 17344.9415905816 34765.8831811631 92.9105214549903 1.01979892539235 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999879538855201 0.000120461144798728 5.71081822886826e-36 5.71081822886826e-36 5.71081822886826e-36 5.71081822886826e-36 5.71081822886826e-36 5.71081822886826e-36
"Open.optim.D2.r42.Rdata" 2 33614.5993789257 17349.4076323798 34774.8152647596 118.94687504834 1.07573921237482 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.99991821523587 8.17847641303328e-05 3.48448706908287e-36 3.48448706908287e-36 3.48448706908287e-36 3.48448706908287e-36 3.48448706908287e-36 3.48448706908287e-36
"Open.optim.D2.r43.Rdata" 2 33551.1404701853 17317.6781780096 34711.3563560191 105.314510502826 3.18033445119766 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999088884808612 0.00091111519138812 4.44127997100697e-36 4.44127997100697e-36 4.44127997100697e-36 4.44127997100697e-36 4.44127997100697e-36 4.44127997100697e-36
"Open.optim.D2.r44.Rdata" 2 33589.8504687948 17337.0331773143 34750.0663546287 98.8463764187773 1.38966892295346 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999802387071648 0.00019761292835187 5.04513874013393e-36 5.04513874013393e-36 5.04513874013393e-36 5.04513874013393e-36 5.04513874013393e-36 5.04513874013393e-36
"Open.optim.D2.r45.Rdata" 2 33601.5803951278 17342.8981404808 34761.7962809617 105.971082379956 1.2637719684414 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999857799561852 0.000142200438147733 4.38979206643149e-36 4.38979206643149e-36 4.38979206643149e-36 4.38979206643149e-36 4.38979206643149e-36 4.38979206643149e-36
"Open.optim.D2.r46.Rdata" 2 33608.155216019 17346.1855509264 34768.3711018529 1575.74074596689 110.920106214497 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.995069347775102 0.00493065222489796 1.97589684961578e-38 1.97589684961578e-38 1.97589684961578e-38 1.97589684961578e-38 1.97589684961578e-38 1.97589684961578e-38
"Open.optim.D2.r47.Rdata" 2 33612.4997330844 17348.3578094591 34772.7156189183 104.021461727829 1.10047696477597 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999888090384483 0.000111909615517306 4.55602335799001e-36 4.55602335799001e-36 4.55602335799001e-36 4.55602335799001e-36 4.55602335799001e-36 4.55602335799001e-36
"Open.optim.D2.r48.Rdata" 2 33634.4153866035 17359.3156362187 34794.6312724373 108.129969610676 1.33969636470756 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999846519242146 0.000153480757854152 4.21620411814958e-36 4.21620411814958e-36 4.21620411814958e-36 4.21620411814958e-36 4.21620411814958e-36 4.21620411814958e-36
"Open.optim.D2.r49.Rdata" 2 33810.5723743097 17447.3941300718 34970.7882601436 70.4236052771568 1.06429392340777 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999771657118897 0.000228342881103031 9.93904741132909e-36 9.93904741132909e-36 9.93904741132909e-36 9.93904741132909e-36 9.93904741132909e-36 9.93904741132909e-36
"Open.optim.D2.r5.Rdata" 2 33601.2538104428 17342.7348481383 34761.4696962766 110.124677168855 1.12865041227449 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999894972270448 0.000105027729552353 4.06504669816219e-36 4.06504669816219e-36 4.06504669816219e-36 4.06504669816219e-36 4.06504669816219e-36 4.06504669816219e-36
"Open.optim.D2.r50.Rdata" 2 33640.1778747673 17362.1968803006 34800.3937606011 80.5696809916091 1.26445323344697 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999753761871642 0.000246238128358225 7.59329390107603e-36 7.59329390107603e-36 7.59329390107603e-36 7.59329390107603e-36 7.59329390107603e-36 7.59329390107603e-36
"Open.optim.D2.r6.Rdata" 2 33577.6176022858 17330.9167440598 34737.8334881197 121.214639722681 2.43581700395152 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999596351049323 0.000403648950677428 3.35424640545487e-36 3.35424640545487e-36 3.35424640545487e-36 3.35424640545487e-36 3.35424640545487e-36 3.35424640545487e-36
"Open.optim.D2.r7.Rdata" 2 33596.0621267979 17340.1390063159 34756.2780126317 104.756482595437 1.13716372562172 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999882176205042 0.000117823794957779 4.49228666818613e-36 4.49228666818613e-36 4.49228666818613e-36 4.49228666818613e-36 4.49228666818613e-36 4.49228666818613e-36
"Open.optim.D2.r8.Rdata" 2 33864.5866110565 17474.4012484452 35024.8024968904 79.7035610285913 1.35267204216861 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999712058337778 0.000287941662221613 7.75889599983869e-36 7.75889599983869e-36 7.75889599983869e-36 7.75889599983869e-36 7.75889599983869e-36 7.75889599983869e-36
"Open.optim.D2.r9.Rdata" 2 33601.251296556 17342.7335911949 34761.4671823899 105.767979568548 1.16393881241373 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999878912505466 0.000121087494534119 4.40676045430545e-36 4.40676045430545e-36 4.40676045430545e-36 4.40676045430545e-36 4.40676045430545e-36 4.40676045430545e-36
"Open.optim.D3.r1.Rdata" 3 33692.2089325731 17388.2124092035 34876.4248184069 104.452848369061 1.1362517025105 0.145451499098214 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999879741662917 0.000118319489820676 1.93884726244242e-06 4.51843090373931e-36 4.51843090373931e-36 4.51843090373931e-36 4.51843090373931e-36 4.51843090373931e-36
"Open.optim.D3.r10.Rdata" 3 33340.1633591658 17212.1896224998 34524.3792449997 68.0418145722831 1.37733131576483 0.885824222926674 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999421089861371 0.000409518550631198 0.000169391587997564 1.06433216360967e-35 1.06433216360967e-35 1.06433216360967e-35 1.06433216360967e-35 1.06433216360967e-35
"Open.optim.D3.r11.Rdata" 3 33783.2596339876 17433.7377599107 34967.4755198214 123.086295148323 0.903188867560929 0.341808021119149 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999938448123958 5.38407399504014e-05 7.71113609166043e-06 3.25412565592688e-36 3.25412565592688e-36 3.25412565592688e-36 3.25412565592688e-36 3.25412565592688e-36
"Open.optim.D3.r12.Rdata" 3 33231.446365463 17157.8311256484 34415.6622512969 83.0486131702286 2.69459509687152 0.894655635820564 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.998832571222782 0.00105151375281099 0.000115915024407264 7.14016713559711e-36 7.14016713559711e-36 7.14016713559711e-36 7.14016713559711e-36 7.14016713559711e-36
"Open.optim.D3.r13.Rdata" 3 33105.5617655691 17094.8888257015 34289.7776514029 34.7002697074986 1.49434989508879 1.26929495109946 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.996817598390615 0.00184864955596563 0.00133375205341986 4.0816000530091e-35 4.0816000530091e-35 4.0816000530091e-35 4.0816000530091e-35 4.0816000530091e-35
"Open.optim.D3.r14.Rdata" 3 33240.201403574 17162.2086447039 34424.4172894079 483.567697941366 3.33986413312393 1.28725026968401 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.99994521412599 4.77000946642421e-05 7.08577934545881e-06 2.10834700843178e-37 2.10834700843178e-37 2.10834700843178e-37 2.10834700843178e-37 2.10834700843178e-37
"Open.optim.D3.r15.Rdata" 3 33072.8033291628 17078.5096074983 34257.0192149966 38.8130522466438 2.47912663004102 1.67177103545732 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.994099958319546 0.00405575659195851 0.0018442850884954 3.2535307280654e-35 3.2535307280654e-35 3.2535307280654e-35 3.2535307280654e-35 3.2535307280654e-35
"Open.optim.D3.r16.Rdata" 3 33634.7623718017 17359.4891288178 34818.9782576355 112.378219506351 1.1696277805187 0.047366107955269 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999891508531057 0.000108313835805314 1.77633137708694e-07 3.90363350792183e-36 3.90363350792183e-36 3.90363350792183e-36 3.90363350792183e-36 3.90363350792183e-36
"Open.optim.D3.r17.Rdata" 3 32950.9696999127 17017.5927928733 34135.1855857466 42.8254090966741 3.21218690346274 1.51203949229874 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.993174336011367 0.00558758396318036 0.00123808002545255 2.66994858945325e-35 2.66994858945325e-35 2.66994858945325e-35 2.66994858945325e-35 2.66994858945325e-35
"Open.optim.D3.r18.Rdata" 3 33084.5489417462 17084.38241379 34268.76482758 42.5643498896155 2.44142649199073 1.12118860086902 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.996031963007106 0.0032769406202557 0.000691096372638799 2.71057680194484e-35 2.71057680194484e-35 2.71057680194484e-35 2.71057680194484e-35 2.71057680194484e-35
"Open.optim.D3.r19.Rdata" 3 33188.1136248745 17136.1647553542 34372.3295107083 82.8504992276932 2.30973093984316 1.54015504401418 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.998878487617688 0.000776327882647529 0.000345184499664639 7.17468521874975e-36 7.17468521874975e-36 7.17468521874975e-36 7.17468521874975e-36 7.17468521874975e-36
"Open.optim.D3.r2.Rdata" 3 33704.1183145301 17394.1671001819 34888.3342003639 131.915581584236 1.03981871797473 0.223384565728634 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999935003547452 6.21290682355392e-05 2.86738431222006e-06 2.83308777066948e-36 2.83308777066948e-36 2.83308777066948e-36 2.83308777066948e-36 2.83308777066948e-36
"Open.optim.D3.r20.Rdata" 3 32835.752574156 16959.9842299949 34019.9684599898 35.2267028512315 4.81962554158216 3.75976100237087 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.970769751900275 0.0181718372384099 0.0110584108613146 3.85702713921902e-35 3.85702713921902e-35 3.85702713921902e-35 3.85702713921902e-35 3.85702713921902e-35
"Open.optim.D3.r21.Rdata" 3 33621.3603054628 17352.7880956483 34805.5761912966 98.0710570797082 1.04625284909297 0.204532414967197 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999881851500738 0.000113799480660541 4.34901860155426e-06 5.1256320165458e-36 5.1256320165458e-36 5.1256320165458e-36 5.1256320165458e-36 5.1256320165458e-36
"Open.optim.D3.r22.Rdata" 3 33808.9801637391 17446.5980247865 34993.1960495729 135.207886135793 0.83900607317657 0.198865968323388 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999959332552117 3.85042351506638e-05 2.16321273222441e-06 2.69686211802386e-36 2.69686211802386e-36 2.69686211802386e-36 2.69686211802386e-36 2.69686211802386e-36
"Open.optim.D3.r23.Rdata" 3 33589.0141520851 17336.6150189595 34773.2300379189 2647.038297634 58.3606078674553 0.226619630908097 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999514136076337 0.000485856597719955 7.32594319655528e-09 7.0331348121975e-39 7.0331348121975e-39 7.0331348121975e-39 7.0331348121975e-39 7.0331348121975e-39
"Open.optim.D3.r24.Rdata" 3 33091.4731833172 17087.8445345755 34275.689069151 45.3803202210657 19.5049263519906 2.1123841437005 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.842528405903541 0.15564603776928 0.0018255563271791 2.01711143212521e-35 2.01711143212521e-35 2.01711143212521e-35 2.01711143212521e-35 2.01711143212521e-35
"Open.optim.D3.r25.Rdata" 3 33124.5247918605 17104.3703388472 34308.7406776943 126.231501707822 1.69956117820948 0.850370603243486 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.99977339455819 0.000181234002687852 4.53714391216445e-05 3.09347441640805e-36 3.09347441640805e-36 3.09347441640805e-36 3.09347441640805e-36 3.09347441640805e-36
"Open.optim.D3.r26.Rdata" 3 33268.7221578218 17176.4690218278 34452.9380436557 55.4771270008775 1.72187204917846 0.732601381439814 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.99886358134071 0.000962232468736534 0.000174186190553183 1.60014266723929e-35 1.60014266723929e-35 1.60014266723929e-35 1.60014266723929e-35 1.60014266723929e-35
"Open.optim.D3.r27.Rdata" 3 33591.0555106174 17337.6356982256 34775.2713964513 107.409145689306 1.04094070512887 0.082197873359226 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999905500820371 9.39135843104156e-05 5.8559531836582e-07 4.273236053698e-36 4.273236053698e-36 4.273236053698e-36 4.273236053698e-36 4.273236053698e-36
"Open.optim.D3.r28.Rdata" 3 33303.228210389 17193.7220481114 34487.4440962228 69.7589460458794 1.2601594458907 0.89891066422702 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999507868842729 0.000326165029227391 0.000165966128043973 1.01266744273382e-35 1.01266744273382e-35 1.01266744273382e-35 1.01266744273382e-35 1.01266744273382e-35
"Open.optim.D3.r29.Rdata" 3 32893.8669412028 16989.0414135183 34078.0828270367 37.1679257841947 5.24123587960667 3.02010237324296 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.974195784416424 0.0193721135570011 0.00643210202657453 3.47688275811643e-35 3.47688275811643e-35 3.47688275811643e-35 3.47688275811643e-35 3.47688275811643e-35
"Open.optim.D3.r3.Rdata" 3 33598.7888540315 17341.5023699327 34783.0047398653 108.736784013635 1.15933622443012 0.254216378369153 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999880873157986 0.00011366168873304 5.46515328074437e-06 4.16942094087251e-36 4.16942094087251e-36 4.16942094087251e-36 4.16942094087251e-36 4.16942094087251e-36
"Open.optim.D3.r30.Rdata" 3 33094.7253461466 17089.4706159902 34278.9412319805 54.1604738514306 24.0317194604778 2.21461733302035 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2 0.834339110470333 0.164265886725302 0.00139500280436534 1.40235556510926e-35 1.40235556510926e-35 1.40235556510926e-35 1.40235556510926e-35 1.40235556510926e-35
"Open.optim.D3.r31.Rdata" 3 33820.1938789435 17452.2048823887 35004.4097647773 111.996401247279 1.16680041653014 0.503987263974482 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999871227506675 0.000108524823090279 2.02476702351731e-05 3.93021570306025e-36 3.93021570306025e-36 3.93021570306025e-36 3.93021570306025e-36 3.93021570306025e-36
"Open.optim.D3.r32.Rdata" 3 33603.2416862354 17343.7287860346 34787.4575720692 82.5772453383595 4.13188656924451 0.643533429572553 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.99744216303486 0.00249725976954461 6.05771955956327e-05 7.21186171534282e-36 7.21186171534282e-36 7.21186171534282e-36 7.21186171534282e-36 7.21186171534282e-36
"Open.optim.D3.r33.Rdata" 3 33600.0380760857 17342.1269809598 34784.2539619196 103.350349284937 1.07221589885366 0.222465372583348 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999887747393608 0.000107619714226067 4.63289216569077e-06 4.61538357404337e-36 4.61538357404337e-36 4.61538357404337e-36 4.61538357404337e-36 4.61538357404337e-36
"Open.optim.D3.r34.Rdata" 3 33700.9764052575 17392.5961455457 34885.1922910913 86.9427032511978 1.05280921899634 0.192486088572117 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999848487961764 0.000146611242399121 4.90079583704648e-06 6.52151303295861e-36 6.52151303295861e-36 6.52151303295861e-36 6.52151303295861e-36 6.52151303295861e-36
"Open.optim.D3.r35.Rdata" 3 33635.4469145794 17359.8314002066 34819.6628004133 92.2568559852794 43.795818328512 0.233542625248707 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2 0.81608548936396 0.18390928100956 5.22962647950711e-06 4.72736141682118e-36 4.72736141682118e-36 4.72736141682118e-36 4.72736141682118e-36 4.72736141682118e-36
"Open.optim.D3.r36.Rdata" 3 33991.1889250472 17537.7024054405 35175.404810881 175.232006505173 0.52575219463539 0.223682649769446 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999989368751882 9.00182785517366e-06 1.62942026262005e-06 1.60564291031117e-36 1.60564291031117e-36 1.60564291031117e-36 1.60564291031117e-36 1.60564291031117e-36
