"dimensions" "deviance" "logLik" "AIC" "weight.1" "weight.2" "weight.3" "weight.4" "weight.5" "weight.6" "weight.7" "weight.8" "dimselect" "var.exp.1" "var.exp.2" "var.exp.3" "var.exp.4" "var.exp.5" "var.exp.6" "var.exp.7" "var.exp.8"
"Open.optim.D1.r37.Rdata" 1 34578.3203695837 17831.2681277088 35710.5362554176 101.921358253078 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 4.74624383082587e-36 4.74624383082587e-36 4.74624383082587e-36 4.74624383082587e-36 4.74624383082587e-36 4.74624383082587e-36 4.74624383082587e-36
"Open.optim.D1.r38.Rdata" 1 34578.3201580309 17831.2680219324 35710.5360438648 101.828937994935 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 4.75486315158723e-36 4.75486315158723e-36 4.75486315158723e-36 4.75486315158723e-36 4.75486315158723e-36 4.75486315158723e-36 4.75486315158723e-36
"Open.optim.D1.r39.Rdata" 1 34578.3207893703 17831.2683376021 35710.5366752042 101.983938887098 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 4.74042072142336e-36 4.74042072142336e-36 4.74042072142336e-36 4.74042072142336e-36 4.74042072142336e-36 4.74042072142336e-36 4.74042072142336e-36
"Open.optim.D1.r4.Rdata" 1 34578.320801988 17831.2683439109 35710.5366878218 102.018359130693 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 4.73722249491226e-36 4.73722249491226e-36 4.73722249491226e-36 4.73722249491226e-36 4.73722249491226e-36 4.73722249491226e-36 4.73722249491226e-36
"Open.optim.D1.r40.Rdata" 1 34578.3209756758 17831.2684307548 35710.5368615096 102.058486740446 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 4.73349804139631e-36 4.73349804139631e-36 4.73349804139631e-36 4.73349804139631e-36 4.73349804139631e-36 4.73349804139631e-36 4.73349804139631e-36
"Open.optim.D1.r41.Rdata" 1 34578.3205211402 17831.268203487 35710.5364069741 101.901099326357 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 4.74813121702204e-36 4.74813121702204e-36 4.74813121702204e-36 4.74813121702204e-36 4.74813121702204e-36 4.74813121702204e-36 4.74813121702204e-36
"Open.optim.D1.r42.Rdata" 1 34578.3202973889 17831.2680916114 35710.5361832227 101.865889782253 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 4.75141413004286e-36 4.75141413004286e-36 4.75141413004286e-36 4.75141413004286e-36 4.75141413004286e-36 4.75141413004286e-36 4.75141413004286e-36
"Open.optim.D1.r43.Rdata" 1 34578.3199687891 17831.2679273115 35710.5358546229 101.83321737207 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 4.75446352903511e-36 4.75446352903511e-36 4.75446352903511e-36 4.75446352903511e-36 4.75446352903511e-36 4.75446352903511e-36 4.75446352903511e-36
"Open.optim.D1.r44.Rdata" 1 34578.3201021678 17831.2679940008 35710.5359880016 101.808453875741 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 4.75677672513286e-36 4.75677672513286e-36 4.75677672513286e-36 4.75677672513286e-36 4.75677672513286e-36 4.75677672513286e-36 4.75677672513286e-36
"Open.optim.D1.r45.Rdata" 1 34578.3204720816 17831.2681789577 35710.5363579155 101.891212302567 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 4.74905273248728e-36 4.74905273248728e-36 4.74905273248728e-36 4.74905273248728e-36 4.74905273248728e-36 4.74905273248728e-36 4.74905273248728e-36
"Open.optim.D1.r46.Rdata" 1 34578.3210335741 17831.268459704 35710.536919408 102.06618516419 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 4.73278401256533e-36 4.73278401256533e-36 4.73278401256533e-36 4.73278401256533e-36 4.73278401256533e-36 4.73278401256533e-36 4.73278401256533e-36
"Open.optim.D1.r47.Rdata" 1 34578.3208728189 17831.2683793264 35710.5367586528 102.027654107902 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 4.73635938834023e-36 4.73635938834023e-36 4.73635938834023e-36 4.73635938834023e-36 4.73635938834023e-36 4.73635938834023e-36 4.73635938834023e-36
"Open.optim.D1.r48.Rdata" 1 34578.3207265602 17831.268306197 35710.5366123941 102.009705794233 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 4.73802623252712e-36 4.73802623252712e-36 4.73802623252712e-36 4.73802623252712e-36 4.73802623252712e-36 4.73802623252712e-36 4.73802623252712e-36
"Open.optim.D1.r49.Rdata" 1 34578.3208096962 17831.268347765 35710.53669553 102.014495012319 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 4.73758137597449e-36 4.73758137597449e-36 4.73758137597449e-36 4.73758137597449e-36 4.73758137597449e-36 4.73758137597449e-36 4.73758137597449e-36
"Open.optim.D1.r5.Rdata" 1 34578.3215033304 17831.2686945821 35710.5373891642 102.107440498489 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 4.72896033153147e-36 4.72896033153147e-36 4.72896033153147e-36 4.72896033153147e-36 4.72896033153147e-36 4.72896033153147e-36 4.72896033153147e-36
"Open.optim.D1.r50.Rdata" 1 34578.3207735121 17831.268329673 35710.5366593459 102.005565305752 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 4.73841088097507e-36 4.73841088097507e-36 4.73841088097507e-36 4.73841088097507e-36 4.73841088097507e-36 4.73841088097507e-36 4.73841088097507e-36
"Open.optim.D1.r6.Rdata" 1 34578.3206837298 17831.2682847819 35710.5365695637 101.998172442092 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 4.73909778926521e-36 4.73909778926521e-36 4.73909778926521e-36 4.73909778926521e-36 4.73909778926521e-36 4.73909778926521e-36 4.73909778926521e-36
"Open.optim.D1.r7.Rdata" 1 34578.3199021672 17831.2678940005 35710.5357880011 101.780233771543 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 4.75941486692978e-36 4.75941486692978e-36 4.75941486692978e-36 4.75941486692978e-36 4.75941486692978e-36 4.75941486692978e-36 4.75941486692978e-36
"Open.optim.D1.r8.Rdata" 1 34578.3205048364 17831.2681953351 35710.5363906702 101.935958695713 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 4.74488430472941e-36 4.74488430472941e-36 4.74488430472941e-36 4.74488430472941e-36 4.74488430472941e-36 4.74488430472941e-36 4.74488430472941e-36
"Open.optim.D1.r9.Rdata" 1 34578.3201437765 17831.2680148052 35710.5360296104 101.777212084187 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 4.75969747787812e-36 4.75969747787812e-36 4.75969747787812e-36 4.75969747787812e-36 4.75969747787812e-36 4.75969747787812e-36 4.75969747787812e-36
"Open.optim.D2.r1.Rdata" 2 33760.7643618176 17422.4901238257 34920.9802476515 124.916446554693 0.752440244619355 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999963718182746 3.62818172542967e-05 3.15955158671325e-36 3.15955158671325e-36 3.15955158671325e-36 3.15955158671325e-36 3.15955158671325e-36 3.15955158671325e-36
"Open.optim.D2.r10.Rdata" 2 33575.7923061563 17330.0040959951 34736.0081919901 108.061003332757 1.85275210168976 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999706120705169 0.000293879294830825 4.22099473894849e-36 4.22099473894849e-36 4.22099473894849e-36 4.22099473894849e-36 4.22099473894849e-36 4.22099473894849e-36
"Open.optim.D2.r11.Rdata" 2 33849.1742674044 17466.6950766191 35009.3901532382 261.188775941211 27.3077709934002 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.989187106362574 0.0108128936374262 7.14907540255208e-37 7.14907540255208e-37 7.14907540255208e-37 7.14907540255208e-37 7.14907540255208e-37 7.14907540255208e-37
"Open.optim.D2.r12.Rdata" 2 33409.0740791104 17246.6449824721 34569.2899649443 89.0021087633849 1.5086159375844 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999712768524904 0.000287231475096177 6.22235946464269e-36 6.22235946464269e-36 6.22235946464269e-36 6.22235946464269e-36 6.22235946464269e-36 6.22235946464269e-36
"Open.optim.D2.r13.Rdata" 2 33719.0976723896 17401.6567791117 34879.3135582235 105.31727125945 1.05720065635828 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999899243774009 0.000100756225990899 4.44464925349724e-36 4.44464925349724e-36 4.44464925349724e-36 4.44464925349724e-36 4.44464925349724e-36 4.44464925349724e-36
"Open.optim.D2.r14.Rdata" 2 33606.701952763 17345.4589192984 34766.9178385968 103.945437364461 1.10739937638697 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999886512403729 0.000113487596270582 4.56268302890782e-36 4.56268302890782e-36 4.56268302890782e-36 4.56268302890782e-36 4.56268302890782e-36 4.56268302890782e-36
"Open.optim.D2.r15.Rdata" 2 33642.0241590577 17363.1200224458 34802.2400448916 60.9018888331939 1.80848045801016 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999118984949771 0.000881015050228572 1.32811639502369e-35 1.32811639502369e-35 1.32811639502369e-35 1.32811639502369e-35 1.32811639502369e-35 1.32811639502369e-35
"Open.optim.D2.r16.Rdata" 2 33602.1057688077 17343.1608273208 34762.3216546415 104.032265610707 1.16623989960347 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999874343458477 0.000125656541522646 4.55501448418939e-36 4.55501448418939e-36 4.55501448418939e-36 4.55501448418939e-36 4.55501448418939e-36 4.55501448418939e-36
"Open.optim.D2.r17.Rdata" 2 33578.1572873556 17331.1865865947 34738.3731731895 119.410517040771 2.24935813543457 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999645286285152 0.000354713714848511 3.45653704527713e-36 3.45653704527713e-36 3.45653704527713e-36 3.45653704527713e-36 3.45653704527713e-36 3.45653704527713e-36
"Open.optim.D2.r18.Rdata" 2 33619.6332107324 17351.9245482831 34779.8490965662 97.2447085013042 14.8178129757164 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.977308258423506 0.0226917415764942 5.09542087460548e-36 5.09542087460548e-36 5.09542087460548e-36 5.09542087460548e-36 5.09542087460548e-36 5.09542087460548e-36
"Open.optim.D2.r19.Rdata" 2 33598.2007459413 17341.2083158876 34758.4166317752 102.698328480818 1.22284194492938 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.99985824044725 0.000141759552749808 4.67403683931511e-36 4.67403683931511e-36 4.67403683931511e-36 4.67403683931511e-36 4.67403683931511e-36 4.67403683931511e-36
"Open.optim.D2.r2.Rdata" 2 33578.7464803856 17331.4811831097 34738.9623662194 116.987776739039 1.1755549077632 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999899037286825 0.000100962713174517 3.60209884361787e-36 3.60209884361787e-36 3.60209884361787e-36 3.60209884361787e-36 3.60209884361787e-36 3.60209884361787e-36
"Open.optim.D2.r20.Rdata" 2 33696.1227215696 17390.1693037017 34856.3386074034 112.097217058052 1.61710459647337 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999791936360461 0.000208063639539053 3.9228384092966e-36 3.9228384092966e-36 3.9228384092966e-36 3.9228384092966e-36 3.9228384092966e-36 3.9228384092966e-36
"Open.optim.D2.r21.Rdata" 2 33407.5130795769 17245.8644827054 34567.7289654107 106.946348159614 2.63500829903099 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999393307686621 0.000606692313378876 4.30809199638778e-36 4.30809199638778e-36 4.30809199638778e-36 4.30809199638778e-36 4.30809199638778e-36 4.30809199638778e-36
