"dimensions" "deviance" "logLik" "AIC" "weight.1" "weight.2" "weight.3" "weight.4" "weight.5" "weight.6" "weight.7" "weight.8" "dimselect" "var.exp.1" "var.exp.2" "var.exp.3" "var.exp.4" "var.exp.5" "var.exp.6" "var.exp.7" "var.exp.8"
"Shade.optim.D3.r36.Rdata" 3 28777.7717501117 14914.4318185332 29928.8636370663 53.2569292486758 1.49708563517581 1.0105117549942 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.998851090992991 0.000789299433817407 0.000359609573191949 1.7363167535726e-35 1.7363167535726e-35 1.7363167535726e-35 1.7363167535726e-35 1.7363167535726e-35
"Shade.optim.D3.r37.Rdata" 3 28744.0744608427 14897.5831738987 29895.1663477973 308.57990075915 2.10619836263864 0.622913564626855 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999949340793066 4.65844819254427e-05 4.07472500866892e-06 5.17753662031689e-37 5.17753662031689e-37 5.17753662031689e-37 5.17753662031689e-37 5.17753662031689e-37
"Shade.optim.D3.r38.Rdata" 3 28727.8534265642 14889.4726567594 29878.9453135188 112.865533063526 1.23925727650951 0.429749678227887 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999864961047479 0.00012054289860754 1.44960539133623e-05 3.86989450505215e-36 3.86989450505215e-36 3.86989450505215e-36 3.86989450505215e-36 3.86989450505215e-36
"Shade.optim.D3.r39.Rdata" 3 28883.0352685279 14967.0635777413 30034.1271554825 28.2087732729839 2.87096813698795 1.13168175493504 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.988173776562921 0.0102357971227601 0.00159042631431866 6.12273376249453e-35 6.12273376249453e-35 6.12273376249453e-35 6.12273376249453e-35 6.12273376249453e-35
"Shade.optim.D3.r4.Rdata" 3 28777.4919965949 14914.2919417748 29928.5838835496 371.821111264631 1.3110780123641 0.458348393990615 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999986047242017 1.2433199990504e-05 1.51955799276121e-06 3.56620498107086e-37 3.56620498107086e-37 3.56620498107086e-37 3.56620498107086e-37 3.56620498107086e-37
"Shade.optim.D3.r40.Rdata" 3 29065.3968685226 15058.2443777386 30216.4887554772 607.211038734999 0.422285188311443 0.239176320119575 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999999361197204 4.83651015274346e-07 1.55151781135875e-07 1.33721382254274e-37 1.33721382254274e-37 1.33721382254274e-37 1.33721382254274e-37 1.33721382254274e-37
"Shade.optim.D3.r41.Rdata" 3 28594.7302460052 14822.9110664799 29745.8221329598 746.100219805987 1.92334007812689 1.54114766093741 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999989088049338 6.64527698905837e-06 4.26667367267139e-06 8.85689255225493e-38 8.85689255225493e-38 8.85689255225493e-38 8.85689255225493e-38 8.85689255225493e-38
"Shade.optim.D3.r42.Rdata" 3 28761.6719967588 14906.3819418567 29912.7638837134 270.22561260968 1.01522797715638 0.407820180386926 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.99998360785157 1.41145493141659e-05 2.27759911601344e-06 6.75181154282128e-37 6.75181154282128e-37 6.75181154282128e-37 6.75181154282128e-37 6.75181154282128e-37
"Shade.optim.D3.r43.Rdata" 3 28434.1280890097 14742.6099879822 29585.2199759643 160.55717549204 2.42464756427845 1.19592944081924 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999716544368446 0.00022798941346642 5.54662180878769e-05 1.91204404084793e-36 1.91204404084793e-36 1.91204404084793e-36 1.91204404084793e-36 1.91204404084793e-36
"Shade.optim.D3.r44.Rdata" 3 28704.8282991312 14877.9600930429 29855.9201860859 956.442199164135 1.15838930295753 0.563682991519409 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999998185795237 1.46686731011665e-06 3.47337452545813e-07 5.38967036492071e-38 5.38967036492071e-38 5.38967036492071e-38 5.38967036492071e-38 5.38967036492071e-38
"Shade.optim.D3.r45.Rdata" 3 28552.1352556255 14801.6135712901 29703.2271425801 566.223269268284 1.22433870564939 0.875384140569715 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999992934421263 4.67546342607025e-06 2.39011531045942e-06 1.53780743549663e-37 1.53780743549663e-37 1.53780743549663e-37 1.53780743549663e-37 1.53780743549663e-37
"Shade.optim.D3.r46.Rdata" 3 28532.0032858831 14791.5475864189 29683.0951728377 576.732957745587 1.12280698017644 1.0306776566637 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999993016146335 3.79016078958003e-06 3.19369287525745e-06 1.48227190688598e-37 1.48227190688598e-37 1.48227190688598e-37 1.48227190688598e-37 1.48227190688598e-37
"Shade.optim.D3.r47.Rdata" 3 29004.3364096908 15027.7141483227 30155.4282966454 655.939473761557 0.940404181802348 0.110966592665691 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999997915960487 2.05542040728172e-06 2.86191059459444e-08 1.14591396390042e-37 1.14591396390042e-37 1.14591396390042e-37 1.14591396390042e-37 1.14591396390042e-37
"Shade.optim.D3.r48.Rdata" 3 29050.1300765239 15050.6109817392 30201.2219634785 288.510874140063 1.22758210724788 0.376530558055991 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999980193060307 1.81037325074815e-05 1.70320718528486e-06 5.92307832421142e-37 5.92307832421142e-37 5.92307832421142e-37 5.92307832421142e-37 5.92307832421142e-37
"Shade.optim.D3.r49.Rdata" 3 28902.0205505247 14976.5562187397 30053.1124374794 407.855125843909 0.539181769204366 0.351784718687688 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999997508392597 1.74766209584704e-06 7.43945306848506e-07 2.96392711091612e-37 2.96392711091612e-37 2.96392711091612e-37 2.96392711091612e-37 2.96392711091612e-37
"Shade.optim.D3.r5.Rdata" 3 28716.7096776467 14883.9007823007 29867.8015646014 67.0493256463052 1.75589424991526 1.14792446140806 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999022026109614 0.000685145718689161 0.000292828171697177 1.09563698953459e-35 1.09563698953459e-35 1.09563698953459e-35 1.09563698953459e-35 1.09563698953459e-35
"Shade.optim.D3.r50.Rdata" 3 28685.7182611231 14868.4050740389 29836.8101480777 134.658978750386 2.30985890650137 0.550164510102538 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.99968916538777 0.000294147564987364 1.66870472428112e-05 2.71815866119076e-36 2.71815866119076e-36 2.71815866119076e-36 2.71815866119076e-36 2.71815866119076e-36
"Shade.optim.D3.r6.Rdata" 3 28622.5553618486 14836.8236244016 29773.6472488032 638.252034234593 1.38932073056386 0.993823464541535 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999992837206071 4.73824492332484e-06 2.42454900596469e-06 1.21029969780896e-37 1.21029969780896e-37 1.21029969780896e-37 1.21029969780896e-37 1.21029969780896e-37
"Shade.optim.D3.r7.Rdata" 3 28842.0279542996 14946.5599206271 29993.1198412543 102.92677850234 1.927338820643 0.417813262933117 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999633018283131 0.00035050964317892 1.64720736897093e-05 4.65226327166542e-36 4.65226327166542e-36 4.65226327166542e-36 4.65226327166542e-36 4.65226327166542e-36
"Shade.optim.D3.r8.Rdata" 3 29302.7130234439 15176.9024551993 30453.8049103985 208.772426827911 1.14643211668066 0.374157168248281 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.99996663483403 3.01533742786469e-05 3.21179169139028e-06 1.13114864913744e-36 1.13114864913744e-36 1.13114864913744e-36 1.13114864913744e-36 1.13114864913744e-36
"Shade.optim.D3.r9.Rdata" 3 28595.3866707164 14823.2392788355 29746.478557671 595.183247191882 0.952263813124242 0.637318195174243 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999996293573556 2.55983254032465e-06 1.14659390412419e-06 1.39180196171002e-37 1.39180196171002e-37 1.39180196171002e-37 1.39180196171002e-37 1.39180196171002e-37
"Shade.optim.D4.r1.Rdata" 4 28845.03456774 14948.0632273473 30016.1264546947 414.159807950764 1.04934771371652 0.655018651744455 0.445016026117575 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999989924686242 6.41946099506957e-06 2.50130733505843e-06 1.15454542767703e-06 2.87435347129184e-37 2.87435347129184e-37 2.87435347129184e-37 2.87435347129184e-37
"Shade.optim.D4.r10.Rdata" 4 28834.6979732281 14942.8949300914 30005.7898601827 453.288539279458 1.00748973137788 0.426660045155642 0.0808088817989638 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999994142237553 4.94002600750331e-06 8.85955540732567e-07 3.17808986252851e-08 2.39954240653594e-37 2.39954240653594e-37 2.39954240653594e-37 2.39954240653594e-37
"Shade.optim.D4.r11.Rdata" 4 28730.3717520035 14890.7318194791 29901.4636389581 64.5265280925105 7.34966174143963 1.06238318065536 0.304494794903532 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.986906836088312 0.0128036638745486 0.000267523497678953 2.19765394599949e-05 1.16863802150678e-35 1.16863802150678e-35 1.16863802150678e-35 1.16863802150678e-35
"Shade.optim.D4.r12.Rdata" 4 28540.4236123248 14795.7577496397 29711.5154992794 657.232721488649 1.91471969119893 1.38707923434435 0.0760198778850084 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999987045296924 8.48723888689445e-06 4.45408559893568e-06 1.33785902983282e-08 1.14139632505199e-37 1.14139632505199e-37 1.14139632505199e-37 1.14139632505199e-37
"Shade.optim.D4.r13.Rdata" 4 28753.6460048813 14902.368945918 29924.7378918359 64.1655786616458 1.24583417832657 0.816554347598627 0.343106719656781 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999432806630404 0.000376764393930998 0.000161852555805621 2.85764198597276e-05 1.19682271074908e-35 1.19682271074908e-35 1.19682271074908e-35 1.19682271074908e-35
"Shade.optim.D4.r14.Rdata" 4 28885.6572666771 14968.3745768159 30056.7491536318 143.232732656829 1.44971157999544 0.934142712573993 0.408761123490174 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999846902426057 0.000102426460694508 4.2528044179841e-05 8.14306906874842e-06 2.4028651634718e-36 2.4028651634718e-36 2.4028651634718e-36 2.4028651634718e-36
"Shade.optim.D4.r15.Rdata" 4 28951.5581345348 15001.3250107447 30122.6500214894 279.550513437869 2.31229156453087 0.125753559317095 0.0469549654416029 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999931357051349 6.8412394104448e-05 2.02343925680219e-07 2.82106212174979e-08 6.30855727258411e-37 6.30855727258411e-37 6.30855727258411e-37 6.30855727258411e-37
"Shade.optim.D4.r16.Rdata" 4 28399.0679761272 14725.0799315409 29570.1598630818 425.175977606904 1.40631938876147 0.633646412719069 0.440973191426074 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999985763140708 1.0940175975622e-05 2.22100911099532e-06 1.07567420565392e-06 2.72732460147448e-37 2.72732460147448e-37 2.72732460147448e-37 2.72732460147448e-37
"Shade.optim.D4.r17.Rdata" 4 28830.5413698341 14940.8166283944 30001.6332567887 283.979091686847 1.20930300638672 0.754664085355254 0.0915795878477866 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999974700365875 1.8133704984864e-05 7.06193385512037e-06 1.0399528517766e-07 6.11359593825092e-37 6.11359593825092e-37 6.11359593825092e-37 6.11359593825092e-37
"Shade.optim.D4.r18.Rdata" 4 28812.1778916409 14931.6348892978 29983.2697785955 258.368608025893 0.739311524626183 0.408892689461755 0.0707729384160517 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999989232522455 8.18786710621708e-06 2.50457778810687e-06 7.50326504447645e-08 7.38577858181103e-37 7.38577858181103e-37 7.38577858181103e-37 7.38577858181103e-37
"Shade.optim.D4.r19.Rdata" 4 28776.4257321803 14913.7588095674 29947.5176191349 91.8304934666925 1.53091294673396 0.72359525233576 0.0232495160595845 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999660037391193 0.000277830222378797 6.20683088142803e-05 6.40776136760885e-08 5.8446558775725e-36 5.8446558775725e-36 5.8446558775725e-36 5.8446558775725e-36
"Shade.optim.D4.r2.Rdata" 4 28739.9836699648 14895.5377784597 29911.0755569194 441.885000554846 1.17596600460638 0.551094832150088 0.152201742881373 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999991243821838 7.08218409126448e-06 1.55535795274529e-06 1.18636118305657e-07 2.52498107931602e-37 2.52498107931602e-37 2.52498107931602e-37 2.52498107931602e-37
"Shade.optim.D4.r20.Rdata" 4 28873.4073788331 14962.2496328939 30044.4992657877 216.416477547626 1.15011672606883 0.608802329188934 0.0749746364183576 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999963725232824 2.8241478973277e-05 7.91327408533259e-06 1.20014117061555e-07 1.05265013039586e-36 1.05265013039586e-36 1.05265013039586e-36 1.05265013039586e-36
"Shade.optim.D4.r21.Rdata" 4 28842.9737846819 14947.0328358183 30014.0656716365 366.955124855959 1.75321727821978 1.29126868897698 0.83913943263442 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999959563050486 2.2825905103969e-05 1.2381970468219e-05 5.22907394137415e-06 3.66131398330294e-37 3.66131398330294e-37 3.66131398330294e-37 3.66131398330294e-37
"Shade.optim.D4.r22.Rdata" 4 28804.9131278703 14928.0025074125 29976.005014825 234.424927468226 0.682833982751256 0.621686848554533 0.0507338100888665 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.99998443605373 8.48429798188095e-06 7.03281219955262e-06 4.68360884789592e-08 8.97152167967316e-37 8.97152167967316e-37 8.97152167967316e-37 8.97152167967316e-37
"Shade.optim.D4.r23.Rdata" 4 28902.9771730987 14977.0345300266 30074.0690600533 542.022493398391 2.98613363102274 0.39544527563556 0.269004084201228 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999968870622383 3.03508136713244e-05 5.32260997939693e-07 2.4630294727987e-07 1.67815593037921e-37 1.67815593037921e-37 1.67815593037921e-37 1.67815593037921e-37
"Shade.optim.D4.r24.Rdata" 4 28421.5439571004 14736.3179220275 29592.635844055 101.526653530106 1.89048713076381 0.903059038112062 0.41281334247512 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999557818634465 0.000346573401137697 7.90824407871761e-05 1.65255236101943e-05 4.78110441827808e-36 4.78110441827808e-36 4.78110441827808e-36 4.78110441827808e-36
"Shade.optim.D4.r25.Rdata" 4 28726.7392917013 14888.9155893279 29897.8311786559 115.503134087047 1.27161610441525 0.439953212077628 0.0454950072059165 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999864148607549 0.000121189640743839 1.45066270134492e-05 1.55124693184612e-07 3.69516563370237e-36 3.69516563370237e-36 3.69516563370237e-36 3.69516563370237e-36
"Shade.optim.D4.r26.Rdata" 4 28512.123620822 14781.6077538883 29683.2155077766 185.1611814816 1.32236483516925 0.705138919109901 0.218463519606 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999933105875204 5.10004072798729e-05 1.4501750600131e-05 1.39196691568014e-06 1.4379755827773e-36 1.4379755827773e-36 1.4379755827773e-36 1.4379755827773e-36
"Shade.optim.D4.r27.Rdata" 4 28392.5913112883 14721.8415991215 29563.6831982429 238.876940584891 1.74360839141743 0.498265490647022 0.345218959344511 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999940286007151 5.32750063706717e-05 4.35058069330727e-06 2.08840578462603e-06 8.63984717009268e-37 8.63984717009268e-37 8.63984717009268e-37 8.63984717009268e-37
"Shade.optim.D4.r28.Rdata" 4 28630.043324948 14840.5676059513 29801.1352119026 244.833323501085 1.54615915215134 0.840682580784165 0.404494917983395 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999945602077103 3.9878949517564e-05 1.17896093865265e-05 2.72936399301372e-06 8.22461863958919e-37 8.22461863958919e-37 8.22461863958919e-37 8.22461863958919e-37
"Shade.optim.D4.r29.Rdata" 4 28689.8050300419 14870.4484584983 29860.8969169965 104.457331255667 0.810206771638304 0.61214237364457 0.355205914717746 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999893944975513 6.01544587843832e-05 3.43384725490379e-05 1.15620931540439e-05 4.5181072653615e-36 4.5181072653615e-36 4.5181072653615e-36 4.5181072653615e-36
"Shade.optim.D4.r3.Rdata" 4 28563.0858969173 14807.088891936 29734.1777838719 372.040100692927 1.71680456932609 0.897974813420966 0.353550374112584 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999971977759108 2.12936467193518e-05 5.8255459844966e-06 9.03048188347069e-07 3.56195783683527e-37 3.56195783683527e-37 3.56195783683527e-37 3.56195783683527e-37
"Shade.optim.D4.r30.Rdata" 4 28562.7032019791 14806.8975444669 29733.7950889338 434.810954857525 1.14576045687222 0.890667415071113 0.152324918377973 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999988737818736 6.94355393334245e-06 4.19590147722202e-06 1.22725853824263e-07 2.60780194569369e-37 2.60780194569369e-37 2.60780194569369e-37 2.60780194569369e-37
"Shade.optim.D4.r31.Rdata" 4 28721.5496270288 14886.3207569917 29892.6415139834 258.488947103746 0.922541745533754 0.861027149310029 0.0338612951095721 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999976150221109 1.27373106707149e-05 1.10953083962722e-05 1.71598234980055e-08 7.37880677585506e-37 7.37880677585506e-37 7.37880677585506e-37 7.37880677585506e-37
"Shade.optim.D4.r32.Rdata" 4 28458.5525241293 14754.822205542 29629.6444110839 58.5730069877129 1.9669783765929 1.25129302536536 0.630732681597205 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.998302825041383 0.00112581344545945 0.000455601670152169 0.000115759843005149 1.43465577453648e-35 1.43465577453648e-35 1.43465577453648e-35 1.43465577453648e-35
"Shade.optim.D4.r33.Rdata" 4 28299.0350036302 14675.0634452924 29470.1268905848 100.528906677393 1.60036577071119 0.726802709735977 0.469526196244148 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.99967259410642 0.000253346188788781 5.2252724895902e-05 2.18069798952475e-05 4.87704000997667e-36 4.87704000997667e-36 4.87704000997667e-36 4.87704000997667e-36
"Shade.optim.D4.r34.Rdata" 4 28524.3061249571 14787.6990059559 29695.3980119117 51.4725980584505 2.46039916772507 1.21535564052037 1.06793128432942 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.996737845710499 0.00227740312454295 0.00055569377414884 0.000429057390809395 1.85485181872356e-35 1.85485181872356e-35 1.85485181872356e-35 1.85485181872356e-35
"Shade.optim.D4.r35.Rdata" 4 28702.6975536873 14876.894720321 29873.7894406419 300.898421767775 3.14540169236094 0.61472615823107 0.0441389981132187 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.99988654474712 0.000109260488215823 4.17324894558861e-06 2.15157181635533e-08 5.44491814758817e-37 5.44491814758817e-37 5.44491814758817e-37 5.44491814758817e-37
"Shade.optim.D4.r36.Rdata" 4 28720.6816910794 14885.886789017 29891.773578034 75.0550592786552 1.23848376221571 0.632148088256922 0.397346933812905 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999628889667842 0.00027218205464565 7.09114738631005e-05 2.80168036490571e-05 8.74901790385949e-36 8.74901790385949e-36 8.74901790385949e-36 8.74901790385949e-36
"Shade.optim.D4.r37.Rdata" 4 28420.5247136847 14735.8083003197 29591.6166006394 246.996842074696 1.5289718343974 0.57246058556639 0.325932929873475 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999954569928701 3.83174358112157e-05 5.37141427529034e-06 1.74122121244588e-06 8.08123840387487e-37 8.08123840387487e-37 8.08123840387487e-37 8.08123840387487e-37
"Shade.optim.D4.r38.Rdata" 4 28729.3168740441 14890.2043804994 29900.4087609987 650.223494529801 1.56877208787701 0.482352050006339 0.0482029264848162 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999993623283631 5.82091988799373e-06 5.50300835584145e-07 5.49564570408108e-09 1.16614449363472e-37 1.16614449363472e-37 1.16614449363472e-37 1.16614449363472e-37
"Shade.optim.D4.r39.Rdata" 4 28711.2403488124 14881.1661178835 29882.332235767 235.838455185873 1.05604673551895 0.51740353736675 0.0675515983080213 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999975054381542 2.00505458426118e-05 4.81303157049193e-06 8.20410446129421e-08 8.8642168974533e-37 8.8642168974533e-37 8.8642168974533e-37 8.8642168974533e-37
"Shade.optim.D4.r4.Rdata" 4 28474.6716580625 14762.8817725086 29645.7635450171 376.972900211005 1.70210154787261 0.873991515430176 0.335162463177976 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999973448155855 2.03863342351698e-05 5.37505162844024e-06 7.90458281532408e-07 3.46935433513406e-37 3.46935433513406e-37 3.46935433513406e-37 3.46935433513406e-37
"Shade.optim.D4.r40.Rdata" 4 28594.3502740279 14822.7210804913 29765.4421609825 380.513237341181 0.538831607226631 0.478900150395514 0.189978089461151 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999996161522527 2.00523335317736e-06 1.58397652346955e-06 2.49267596017747e-07 3.40517349734196e-37 3.40517349734196e-37 3.40517349734196e-37 3.40517349734196e-37
"Shade.optim.D4.r41.Rdata" 4 28596.9626352334 14824.027261094 29768.054522188 152.418182411536 1.31548827434436 0.594961077485068 0.145269045386611 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999909372263149 7.44836661860136e-05 1.52357624386671e-05 9.08308226647636e-07 2.12210824793122e-36 2.12210824793122e-36 2.12210824793122e-36 2.12210824793122e-36
"Shade.optim.D4.r42.Rdata" 4 28431.0387881673 14741.065337561 29602.130675122 256.918802847927 1.49317255667142 0.540731976238106 0.437532838950584 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999958894243745 3.37761672861241e-05 4.42949762356877e-06 2.90009134502077e-06 7.46914377269758e-37 7.46914377269758e-37 7.46914377269758e-37 7.46914377269758e-37
"Shade.optim.D4.r43.Rdata" 4 28549.9533982612 14800.5226426079 29721.0452852158 199.46485708327 2.53103296898775 1.3895036706422 0.397591394292922 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999786531319376 0.000160979326500824 4.85169954692536e-05 3.97235865401629e-06 1.23895334478785e-36 1.23895334478785e-36 1.23895334478785e-36 1.23895334478785e-36
"Shade.optim.D4.r44.Rdata" 4 28343.9469043176 14697.5193956361 29515.0387912723 54.1637535335731 3.52453738524804 0.94944457106813 0.0258757189129965 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.995478685949644 0.00421520501752357 0.000305881837550639 2.2719528226615e-07 1.67299602993353e-35 1.67299602993353e-35 1.67299602993353e-35 1.67299602993353e-35
"Shade.optim.D4.r45.Rdata" 4 29078.6552964936 15064.8735917241 30249.7471834482 193.911541665627 0.464105234272396 0.220301732252268 0.0440463288797164 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999992929446806 5.72825765252641e-06 1.29070037153826e-06 5.15951697167212e-08 1.31120338547434e-36 1.31120338547434e-36 1.31120338547434e-36 1.31120338547434e-36
"Shade.optim.D4.r46.Rdata" 4 28427.3762612907 14739.2340741227 29598.4681482454 326.9912426228 1.46097681781083 0.999183115555366 0.233902742886841 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999970189505523 1.99618808715663e-05 9.33694892519377e-06 5.11664680429543e-07 4.6110014720379e-37 4.6110014720379e-37 4.6110014720379e-37 4.6110014720379e-37
"Shade.optim.D4.r47.Rdata" 4 28316.0310527037 14683.5614698292 29487.1229396584 34.849229272903 2.55623056299181 1.41895309292543 1.34813092313849 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.991537465711867 0.00533485745443916 0.00164383737879817 0.00148383945489601 4.02534607647794e-35 4.02534607647794e-35 4.02534607647794e-35 4.02534607647794e-35
"Shade.optim.D4.r48.Rdata" 4 28778.63770382 14914.8647953873 29949.7295907746 112.36881887972 2.090159803471 0.504562002929544 0.153558224024083 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999632112707991 0.000345865744240492 2.01547609372232e-05 1.86678683090287e-06 3.90327381532125e-36 3.90327381532125e-36 3.90327381532125e-36 3.90327381532125e-36
"Shade.optim.D4.r49.Rdata" 4 28814.3963726486 14932.7441298016 29985.4882596032 377.120813681878 2.87131402024074 0.624690718161381 0.227375396554421 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.99993892669696 5.7966069614396e-05 2.7437376147661e-06 3.63495810690671e-07 3.46651370783237e-37 3.46651370783237e-37 3.46651370783237e-37 3.46651370783237e-37
"Shade.optim.D4.r5.Rdata" 4 28294.592192705 14672.8420398298 29465.6840796596 38.6319682164591 2.93348699073863 1.01861346238861 0.561008318169007 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.993372112394461 0.00572778392870667 0.000690616764940965 0.000209486911891101 3.28169899732831e-35 3.28169899732831e-35 3.28169899732831e-35 3.28169899732831e-35
