V1 V2
BOOF 0.029715982798891 0.018496204947209
BRMA -0.0308035180853017 0.0137028791743763
CAAR -0.0674768212940439 0.0287183114740103
CABU -0.03146416158413 0.0126118462225788
DIER -0.123330781723339 0.0340160972482014
MACA 0.00472868590143171 0.00791233923669823
MEPO 0.0290678732317729 0.0232853993942476
PARO 0.0372957152670786 0.0163099897170945
SIAL -0.00823629777373513 0.00985039332986622
VISA 0.0259752087847081 0.0165732791790371
