V1 V2
BOOF -0.0163781254968096 0.0340875549433482
BRMA -0.202872994954042 0.025758008655018
CAAR -0.0142488883962795 0.0323243422148245
CABU -0.0597494084690913 0.0131735382883129
DIER -0.0243029393805274 0.0131247948837152
MACA 0.00395898157338774 0.00789329384913292
MEPO -0.00619666935218047 0.0144010467914691
PARO 0.0680084040577565 0.011033302498839
SIAL 0.00101456912746671 0.00758786604583886
VISA 0.0269205223786112 0.0120564938805751
