V1 V2
BOOF 0.141192320085417 0.0276834583179665
BRMA 0.0978688707548546 0.0205719328680216
CAAR -0.0362957184896148 0.00613106074255542
CABU -0.0184804711464548 0.00569737857790022
DIER -0.0500506405990167 0.00773474953561395
MACA -0.0314934775137139 0.00792794912398671
MEPO -0.172211931984813 0.0383136965427308
PARO 0.0950769877699055 0.0234337131912914
SIAL 0.00958880132254821 0.00821547961435018
VISA -0.0326907485639058 0.0158076306031727
