V1 V2
BOOF 0.225558229661294 0.00987734232935652
BRMA 0.428733270945761 0.0029823677070988
CAAR 0.330226685226943 0.00148704611430464
CABU 0.11137219109068 0.000921782314021333
DIER 0.366809012494246 0.00112864287899822
MACA 0.121832821322645 0.00106301857247546
MEPO 0.33030008246074 0.00325312211771576
PARO 0.30230133338031 0.00281088688264895
SIAL 0.222503247911955 0.00379100267032453
VISA 0.453895951839249 0.00310644425496231
