V1 V2
BOOF 0.105654067909637 0.0226318391427469
BRMA -0.0407500290045194 0.0217642306090347
CAAR 0.0453813358189063 0.0139840109698532
CABU 0.0796915890594075 0.0281741734100793
DIER 0.124146906929321 0.0217799898581013
MACA -0.0291097496903332 0.0209864427147133
MEPO 0.00542758185619984 0.0118814673491405
PARO 0.115143690512921 0.0218903718290818
SIAL -0.0912851651924991 0.0130518658962195
VISA 0.0770885578604973 0.00860621306546311
