V1 V2
BOOF 0.398376831462955 0.0156439859554824
BRMA 0.107839990528637 0.00441683681088291
CAAR 0.377438305600033 0.0117081185319241
CABU 0.0816723930439867 0.00341867672490897
DIER 0.234917801874292 0.0147662535936764
MACA 0.166574087868071 0.00392693423816787
MEPO 0.294177898167511 0.00642927604635332
PARO 0.31837160614276 0.00710131304377191
SIAL 0.335855943141405 0.00775109792533535
VISA 0.29735249016705 0.00624253078174355
