V1 V2
BOOF 0.0902380514442713 0.00729288950257441
BRMA 0.0464598426832001 0.00427513208189164
CAAR 0.0739824753184289 0.00447201096771219
CABU 0.148179496303925 0.0046640258485151
DIER 0.141025288119795 0.0048359720902145
MACA 0.383471588463056 0.017345806096874
MEPO 0.0521840586732006 0.00191301153185615
PARO 0.76209540941854 0.0156198651584369
SIAL 0.153858074652012 0.00588289407114256
VISA 0.0548863010033931 0.00487598144938543
