V1 V2
A.calendula -0.000226330657898091 0.00491883774185465
H.glabra -0.0300134259596515 0.0108511785865957
H.glutinosum 0.391853465234001 0.0279310253745636
M.minima 0.491846082609905 0.0287714976625403
P.airoides 0.0559020814276071 0.00396901837583084
P.canescens -0.0643871853490348 0.0112566798438368
T.cyanopetala 0.28513877203698 0.0129562891630468
V.rosea 0.0232671152547027 0.00247680206629637
