lambdas.mean lambdas.se
A.calendula 653.41607406367 1.38021094503067
H.glabra 245.650527021562 0.502719354415723
H.glutinosum 16.0128647419585 0.133497046996222
M.minima 8.66210070487346 0.196651330812023
P.airoides 287.40777429749 1.18952396719989
P.canescens 955.127367982223 3.6821654089005
T.cyanopetala 87.368028750269 0.580325969275786
V.rosea 88.0104367790378 0.0779558494231505
