V1 V2
A.calendula 0.00422147694670389 0.00379275377294088
H.glabra -0.0143707690046152 0.00262210488683074
H.glutinosum -0.0571676657354983 0.0112817254129387
M.minima 0.00710290408185324 0.00192185257046593
P.airoides -0.1111571411219 0.0147734823769417
P.canescens -0.828647292766213 0.023203206118657
T.cyanopetala -0.153412985400076 0.0101517048328818
V.rosea 0.0372524776232562 0.00908466002784098
