lambdas.mean lambdas.se
A.calendula 530.776187282314 0.456351984331333
H.glabra 325.744296447062 0.499655916558976
H.glutinosum 11.7440321256881 0.0372708702317905
M.minima 6.81760511560557 0.00897334321259233
P.airoides 389.6265175257 1.47708745680354
P.canescens 2611.9082345583 4.36744631094341
T.cyanopetala 42.913710172779 0.387638459780983
V.rosea 150.183467557633 0.700327582150833
