order,date,code,plot,treatment,indiv,target,background,neighbours_number,fruits,unviable_seeds,seeds,,,,,,,,
1223,5/5/15,10,10.2,T,2,BRMA,PARO,7,1,8,6.4,,,,,,,,
1224,5/5/15,10,10.3,T,3,BOOF,PARO,5,1,1,1,,,,,,,,
1225,5/5/15,10,10.4,T,4,MEPO,PARO,6,21,108,104.76,,,,,,,,
1226,5/5/15,10,10.5,T,5,BRMA,PARO,4,1,8,6.4,,,,,,,,
1227,5/5/15,11,11.1,T,1,BRMA,CAAR,1,3,24,19.2,,,,,,,,
1228,5/5/15,11,11.2,T,2,BRMA,BRMA,1,3,24,19.2,,,,,,,,
1229,5/5/15,11,11.3,T,3,MEPO,CAAR,3,7,36,34.92,,,,,,,,
1230,5/5/15,11,11.4,T,4,MACA,CAAR,2,1,13,8.45,,,,,,,,
1231,5/5/15,12,12.1,T,1,BRMA,CABU,7,1,8,6.4,,,,,,,,
1232,5/5/15,12,12.2,T,2,MEPO,CABU,6,6,31,30.07,,,,,,,,
1233,5/5/15,12,12.3,T,3,BOOF,CABU,8,1,1,1,,,,,,,,
1234,5/5/15,12,12.4,T,4,BRMA,DIER,1,2,16,12.8,,,,,,,,
1235,5/5/15,12,12.5,T,5,MACA,CABU,5,2,27,17.55,,,,,,,,
1236,5/5/15,12,12.6,T,6,BOOF,CABU,7,1,1,1,,,,,,,,
1237,5/5/15,13,13.1,T,1,MACA,SIAL,2,1,13,8.45,,,,,,,,
1238,5/5/15,13,13.2,T,2,MACA,BRMA,2,1,13,8.45,,,,,,,,
1239,5/5/15,13,13.3,T,3,MEPO,DIER,2,18,93,90.21,,,,,,,,
1240,5/5/15,13,13.4,T,4,MEPO,SIAL,4,10,51,49.47,,,,,,,,
1241,5/5/15,13,13.5,T,5,BRMA,DIER,2,2,16,12.8,,,,,,,,
1242,5/5/15,14,14.1,T,1,MEPO,CAAR,2,12,62,60.14,,,,,,,,
1243,5/5/15,15,15.1,T,1,MACA,PARO,3,1,13,8.45,,,,,,,,
1244,5/5/15,15,15.2,T,2,MACA,PARO,3,1,13,8.45,,,,,,,,
1245,5/5/15,15,15.3,T,3,MEPO,PARO,2,10,51,49.47,,,,,,,,
1246,5/5/15,15,15.4,T,4,BRMA,PARO,6,1,8,6.4,,,,,,,,
1247,5/5/15,16,16.1,T,1,BRMA,BRMA,3,1,8,6.4,,,,,,,,
1248,5/5/15,16,16.2,T,2,BRMA,BRMA,1,4,32,25.6,,,,,,,,
1249,5/5/15,16,16.3,T,3,MACA,BRMA,1,1,13,8.45,,,,,,,,
1250,5/5/15,16,16.4,T,4,MACA,BRMA,2,1,13,8.45,,,,,,,,
1251,5/5/15,16,16.5,T,5,BOOF,BRMA,2,3,4,4,,,,,,,,
1252,5/5/15,16,16.6,T,6,MACA,MEPO,3,1,13,8.45,,,,,,,,
1253,5/5/15,16,16.7,T,7,MEPO,MEPO,2,9,46,44.62,,,,,,,,
1254,5/5/15,16,16.8,T,8,MACA,MEPO,2,1,13,8.45,,,,,,,,
1255,5/5/15,16,16.9,T,9,BRMA,SIAL,2,1,8,6.4,,,,,,,,
1256,5/5/15,18,18.1,T,1,MEPO,SIAL,3,16,82,79.54,,,,,,,,
1257,5/5/15,18,18.2,T,2,BRMA,MEPO,1,3,24,19.2,,,,,,,,
1258,5/5/15,18,18.3,T,3,BOOF,SIAL,2,1,1,1,,,,,,,,
1259,5/5/15,20,20.1,T,1,MACA,CABU,4,1,13,8.45,,,,,,,,
1260,5/5/15,20,20.2,T,2,MACA,CABU,2,1,13,8.45,,,,,,,,
1261,5/5/15,20,20.3,T,3,MACA,CABU,5,1,13,8.45,,,,,,,,
1262,5/5/15,20,20.4,T,4,BRMA,CABU,2,3,24,19.2,,,,,,,,
1263,5/5/15,20,20.5,T,5,BRMA,CABU,2,2,16,12.8,,,,,,,,
1264,5/5/15,20,20.6,T,6,MEPO,CABU,6,5,26,25.22,,,,,,,,
1265,5/5/15,20,20.7,T,7,MEPO,CABU,18,7,36,34.92,,,,,,,,
1266,5/5/15,22,22.1,T,1,BRMA,DIER,1,6,48,38.4,,,,,,,,
1267,5/5/15,22,22.2,T,2,MEPO,DIER,1,19,98,95.06,,,,,,,,
1268,5/5/15,23,23.1,T,1,MEPO,PARO,10,11,57,55.29,,,,,,,,
1269,5/5/15,23,23.2,T,2,MACA,PARO,4,1,13,8.45,,,,,,,,
1270,5/5/15,23,23.3,T,3,MACA,PARO,2,2,27,17.55,,,,,,,,
1271,5/5/15,23,23.4,T,4,BRMA,PARO,2,3,24,19.2,,,,,,,,
1272,5/5/15,23,23.5,T,5,MACA,PARO,7,1,13,8.45,,,,,,,,
1273,5/5/15,23,23.6,T,6,BOOF,PARO,4,1,1,1,,,,,,,,
1274,5/5/15,23,23.7,T,7,MEPO,PARO,9,6,31,30.07,,,,,,,,
1275,5/5/15,26,26.1,T,1,MACA,DIER,1,1,13,8.45,,,,,,,,
1276,5/5/15,26,26.2,T,2,MACA,DIER,2,1,13,8.45,,,,,,,,
1277,5/5/15,26,26.3,T,3,BRMA,SIAL,1,2,16,12.8,,,,,,,,
1278,5/5/15,26,26.4,T,4,BRMA,NA,0,7,56,44.8,,,,,,,,
1279,5/5/15,28,28.1,T,1,MACA,DIER,1,1,13,8.45,,,,,,,,
1280,5/5/15,28,28.2,T,2,BRMA,NA,0,10,80,64,,,,,,,,
1281,5/5/15,28,28.3,T,3,BRMA,DIER,2,4,32,25.6,,,,,,,,
1282,5/5/15,28,28.4,T,4,MEPO,DIER,1,12,62,60.14,,,,,,,,
1283,5/5/15,28,28.5,T,5,MEPO,DIER,2,9,46,44.62,,,,,,,,
1284,5/5/15,33,33.1,T,1,MACA,PARO,10,1,13,8.45,,,,,,,,
1285,5/5/15,33,33.2,T,2,MACA,PARO,5,1,13,8.45,,,,,,,,
1286,5/5/15,33,33.3,T,3,BRMA,PARO,2,2,16,12.8,,,,,,,,
1287,5/5/15,33,33.4,T,4,BRMA,PARO,5,1,8,6.4,,,,,,,,
1288,5/5/15,33,33.5,T,5,BRMA,PARO,1,1,8,6.4,,,,,,,,
1289,5/5/15,33,33.6,T,6,MEPO,PARO,7,16,82,79.54,,,,,,,,
1290,5/5/15,33,33.7,T,7,MEPO,PARO,13,2,10,9.7,,,,,,,,
1291,5/5/15,33,33.8,T,8,MEPO,PARO,12,3,15,14.55,,,,,,,,
1292,5/12/15,34,34.1,T,1,BOOF,SIAL,4,13,17,17,,,,,,,,
1293,5/12/15,34,34.2,T,2,BOOF,BRMA,2,2,3,3,,,,,,,,
1294,5/12/15,34,34.3,T,3,BOOF,BRMA,3,2,3,3,,,,,,,,
1295,5/12/15,34,34.4,T,4,BOOF,BOOF,2,6,8,8,,,,,,,,
1296,5/12/15,34,34.5,T,5,MEPO,CAAR,1,31,159,154.23,,,,,,,,
1297,5/12/15,34,34.6,T,6,MEPO,SIAL,1,22,113,109.61,,,,,,,,
1298,5/12/15,34,34.7,T,7,MACA,MACA,8,1,13,8.45,,,,,,,,
1299,5/12/15,34,34.8,T,8,MACA,MACA,4,4,54,35.1,,,,,,,,
1300,5/12/15,34,34.9,T,9,MACA,SIAL,1,8,107,69.55,,,,,,,,
1301,5/12/15,34,34.1,T,10,BRMA,SIAL,2,3,24,19.2,,,,,,,,
1302,5/12/15,36,36.1,T,1,MACA,MACA,6,1,13,8.45,,,,,,,,
1303,5/12/15,36,36.2,T,2,MACA,MACA,4,2,27,17.55,,,,,,,,
1304,5/12/15,36,36.3,T,3,MACA,MACA,2,5,67,43.55,,,,,,,,
1305,5/12/15,36,36.4,T,4,MACA,MACA,9,1,13,8.45,,,,,,,,
1306,5/12/15,36,36.5,T,5,MACA,MACA,3,3,40,26,,,,,,,,
1307,5/12/15,36,36.6,T,6,MEPO,MACA,12,16,82,79.54,,,,,,,,
1308,5/12/15,36,36.7,T,7,MEPO,MACA,3,34,175,169.75,,,,,,,,
1309,5/12/15,36,36.8,T,8,BOOF,MACA,11,6,8,8,,,,,,,,
1310,5/12/15,36,36.9,T,9,BRMA,MACA,5,9,72,57.6,,,,,,,,
1311,5/12/15,36,36.1,T,10,BRMA,MACA,2,13,104,83.2,,,,,,,,
1312,5/12/15,40,40.1,T,1,BRMA,MACA,2,9,72,57.6,,,,,,,,
1313,5/12/15,40,40.2,T,2,MEPO,MACA,8,51,262,254.14,,,,,,,,
1314,5/12/15,40,40.3,T,3,BOOF,MACA,3,3,4,4,,,,,,,,
1315,5/12/15,40,40.4,T,4,MEPO,MACA,13,10,51,49.47,,,,,,,,
1316,5/12/15,40,40.5,T,5,BRMA,MACA,16,1,8,6.4,,,,,,,,
1317,5/12/15,40,40.6,T,6,BOOF,MACA,12,4,5,5,,,,,,,,
1318,5/12/15,42,42.1,T,1,MEPO,NA,0,92,473,458.81,,,,,,,,
1319,5/12/15,42,42.2,T,2,MEPO,NA,0,67,344,333.68,,,,,,,,
1320,5/12/15,44,44.1,T,1,BRMA,SIAL,5,2,16,12.8,,,,,,,,
1321,5/12/15,44,44.2,T,2,BRMA,SIAL,2,8,64,51.2,,,,,,,,
1322,5/12/15,44,44.3,T,3,MEPO,SIAL,3,24,123,119.31,,,,,,,,
1323,5/12/15,44,44.4,T,4,MACA,SIAL,4,2,27,17.55,,,,,,,,
1324,5/12/15,44,44.5,T,5,MACA,SIAL,2,1,13,8.45,,,,,,,,
1325,5/12/15,45,45.1,T,1,MEPO,SIAL,3,32,165,160.05,,,,,,,,
1326,5/12/15,45,45.2,T,2,BRMA,SIAL,1,12,96,76.8,,,,,,,,
1327,5/12/15,46,46.1,T,1,BRMA,NA,0,17,136,108.8,,,,,,,,
1328,5/12/15,47,47.1,T,1,MACA,PARO,7,1,13,8.45,,,,,,,,
1329,5/12/15,47,47.2,T,2,BOOF,PARO,8,5,7,7,,,,,,,,
1330,5/12/15,47,47.3,T,3,MEPO,PARO,2,63,324,314.28,,,,,,,,
1331,5/12/15,49,49.1,T,1,MEPO,BRMA,1,50,257,249.29,,,,,,,,
1332,5/12/15,50,50.1,T,1,BRMA,VISA,2,2,16,12.8,,,,,,,,
1333,5/12/15,50,50.2,T,2,BRMA,VISA,1,9,72,57.6,,,,,,,,
1334,5/12/15,50,50.3,T,3,MEPO,DIER,1,73,375,363.75,,,,,,,,
1335,5/12/15,50,50.4,T,4,MEPO,VISA,2,43,221,214.37,,,,,,,,
1336,5/12/15,50,50.5,T,5,MACA,VISA,2,1,13,8.45,,,,,,,,
1337,5/12/15,51,51.1,T,1,MACA,SIAL,3,1,13,8.45,,,,,,,,
1338,5/12/15,51,51.2,T,2,MACA,SIAL,1,3,40,26,,,,,,,,
1339,5/12/15,51,51.3,T,3,MACA,SIAL,2,1,13,8.45,,,,,,,,
1340,5/12/15,51,51.4,T,4,BRMA,SIAL,5,1,8,6.4,,,,,,,,
1341,5/12/15,51,51.5,T,5,BOOF,SIAL,3,4,5,5,,,,,,,,
1342,5/12/15,51,51.6,T,6,BRMA,SIAL,4,3,24,19.2,,,,,,,,
1343,5/12/15,54,54.1,T,1,BRMA,MACA,3,8,64,51.2,,,,,,,,
1344,5/12/15,54,54.2,T,2,BRMA,MACA,6,2,16,12.8,,,,,,,,
1345,5/12/15,54,54.3,T,3,MEPO,MACA,5,44,226,219.22,,,,,,,,
1346,5/12/15,54,54.4,T,4,MEPO,MACA,5,70,360,349.2,,,,,,,,
1347,5/12/15,55,55.1,T,1,MEPO,CABU,7,60,308,298.76,,,,,,,,
1348,5/12/15,55,55.2,T,2,BRMA,CABU,10,8,64,51.2,,,,,,,,
1349,5/12/15,55,55.3,T,3,BRMA,MEPO,1,4,32,25.6,,,,,,,,
1350,5/12/15,55,55.4,T,4,BRMA,CABU,3,4,32,25.6,,,,,,,,
1351,5/12/15,55,55.5,T,5,BRMA,CABU,5,6,48,38.4,,,,,,,,
1352,5/12/15,55,55.6,T,6,MACA,CABU,2,2,27,17.55,,,,,,,,
1353,5/12/15,55,55.7,T,7,MACA,CABU,3,5,67,43.55,,,,,,,,
1354,5/12/15,55,55.8,T,8,MACA,CABU,2,8,107,69.55,,,,,,,,
1355,5/12/15,55,55.9,T,9,MEPO,CABU,6,54,278,269.66,,,,,,,,
1356,5/12/15,57,57.1,T,1,MACA,BRMA,3,2,27,17.55,,,,,,,,
1357,5/12/15,57,57.2,T,2,BOOF,BRMA,2,1,1,1,,,,,,,,
1358,5/12/15,57,57.3,T,3,MACA,BRMA,2,3,40,26,,,,,,,,
1359,5/12/15,57,57.4,T,4,MEPO,BRMA,1,58,298,289.06,,,,,,,,
1360,5/12/15,57,57.5,T,5,BOOF,BRMA,4,1,1,1,,,,,,,,
1361,5/12/15,58,58.1,T,1,BOOF,BRMA,1,1,1,1,,,,,,,,
1362,5/12/15,58,58.2,T,2,MEPO,DIER,1,42,216,209.52,,,,,,,,
1363,5/12/15,58,58.3,T,3,MACA,DIER,2,3,40,26,,,,,,,,
1364,5/12/15,58,58.4,T,4,BRMA,CABU,1,5,40,32,,,,,,,,
1365,5/12/15,61,61.1,T,1,MACA,MEPO,5,1,13,8.45,,,,,,,,
1366,5/12/15,61,61.2,T,2,MEPO,MEPO,4,28,144,139.68,,,,,,,,
1367,5/12/15,61,61.3,T,3,MEPO,MEPO,3,25,129,125.13,,,,,,,,
1368,5/12/15,61,61.4,T,4,MEPO,MEPO,4,13,67,64.99,,,,,,,,
1369,5/12/15,61,61.5,T,5,MEPO,MEPO,6,17,87,84.39,,,,,,,,
1370,5/12/15,61,61.6,T,6,BRMA,MEPO,3,4,32,25.6,,,,,,,,
1371,5/12/15,61,61.7,T,7,BRMA,MEPO,2,5,40,32,,,,,,,,
1372,5/12/15,61,61.8,T,8,MACA,MEPO,1,5,67,43.55,,,,,,,,
1373,5/12/15,62,62.1,T,1,MEPO,BRMA,8,15,77,74.69,,,,,,,,
1374,5/12/15,62,62.2,T,2,MEPO,BRMA,4,27,139,134.83,,,,,,,,
1375,5/12/15,66,66.1,T,1,MACA,MEPO,3,3,40,26,,,,,,,,
1376,5/12/15,66,66.2,T,2,BRMA,MEPO,4,4,32,25.6,,,,,,,,
1377,5/12/15,66,66.3,T,3,BRMA,MEPO,1,75,600,480,,,,,,,,
1378,5/12/15,66,66.4,T,4,MEPO,MEPO,2,26,134,129.98,,,,,,,,
1379,5/12/15,67,67.1,T,1,MEPO,NA,0,77,396,384.12,,,,,,,,
1380,5/12/15,74,74.1,T,1,MACA,CAAR,3,1,13,8.45,,,,,,,,
1381,5/12/15,74,74.2,T,2,MACA,CAAR,4,1,13,8.45,,,,,,,,
1382,5/12/15,74,74.3,T,3,BRMA,CAAR,4,3,24,19.2,,,,,,,,
1383,5/12/15,74,74.4,T,4,BRMA,CAAR,2,4,32,25.6,,,,,,,,
1384,5/12/15,74,74.5,T,5,BRMA,CAAR,3,3,24,19.2,,,,,,,,
1385,5/12/15,85,85.1,T,1,MACA,CAAR,3,1,13,8.45,,,,,,,,
1386,5/12/15,85,85.2,T,2,BRMA,CAAR,2,4,32,25.6,,,,,,,,
1387,5/12/15,85,85.3,T,3,BRMA,CAAR,2,8,64,51.2,,,,,,,,
1388,5/12/15,86,86.1,T,1,MEPO,MACA,1,68,350,339.5,,,,,,,,
1389,5/12/15,86,86.2,T,2,MEPO,MACA,7,36,185,179.45,,,,,,,,
1390,5/12/15,86,86.3,T,3,BRMA,MACA,11,2,16,12.8,,,,,,,,
1391,5/12/15,86,86.4,T,4,BRMA,MACA,13,2,16,12.8,,,,,,,,
1392,5/12/15,89,89.1,T,1,MACA,MEPO,2,1,13,8.45,,,,,,,,
1393,5/12/15,89,89.2,T,2,MACA,MEPO,1,3,40,26,,,,,,,,
1394,5/12/15,89,89.3,T,3,MEPO,MEPO,4,18,93,90.21,,,,,,,,
1395,5/12/15,89,89.4,T,4,MACA,MEPO,5,1,13,8.45,,,,,,,,
1396,5/12/15,90,90.1,T,1,BRMA,DIER,2,2,16,12.8,,,,,,,,
1397,5/12/15,90,90.2,T,2,MACA,DIER,1,3,40,26,,,,,,,,
1398,5/12/15,92,92.1,T,1,MACA,VISA,1,1,13,8.45,,,,,,,,
1399,5/12/15,92,92.2,T,2,MACA,VISA,1,1,13,8.45,,,,,,,,
1400,5/12/15,92,92.3,T,3,MEPO,VISA,1,36,185,179.45,,,,,,,,
1401,5/12/15,92,92.4,T,4,BRMA,VISA,1,4,32,25.6,,,,,,,,
1402,5/12/15,92,92.5,T,5,MACA,VISA,3,1,13,8.45,,,,,,,,
1403,5/12/15,92,92.6,T,6,BRMA,VISA,2,2,16,12.8,,,,,,,,
1404,5/12/15,96,96.1,T,1,MACA,CABU,3,4,54,35.1,,,,,,,,
1405,5/12/15,96,96.2,T,2,BRMA,CABU,6,4,32,25.6,,,,,,,,
1406,5/12/15,96,96.3,T,3,MEPO,CABU,8,42,216,209.52,,,,,,,,
1407,5/12/15,99,99.1,T,1,MACA,CAAR,1,2,27,17.55,,,,,,,,
1408,5/12/15,99,99.2,T,2,MACA,CAAR,1,4,54,35.1,,,,,,,,
1409,5/12/15,99,99.3,T,3,MEPO,CAAR,2,36,185,179.45,,,,,,,,
1410,5/12/15,99,99.4,T,4,MEPO,CAAR,1,66,339,328.83,,,,,,,,
1411,5/12/15,107,107.1,T,1,MEPO,VISA,1,42,216,209.52,,,,,,,,
1412,5/12/15,107,107.2,T,2,MEPO,VISA,1,3,15,14.55,,,,,,,,
1413,5/12/15,108,108.1,T,1,MACA,CAAR,4,1,13,8.45,,,,,,,,
1414,5/12/15,108,108.2,T,2,MACA,CAAR,2,3,40,26,,,,,,,,
1415,5/12/15,108,108.3,T,3,MEPO,CAAR,1,35,180,174.6,,,,,,,,
1416,5/12/15,109,109.1,T,1,BOOF,NA,0,48,65,65,,,,,,,,
1417,5/12/15,112,112.1,T,1,BOOF,PARO,8,5,7,7,,,,,,,,
1418,5/12/15,125,125.1,T,1,MEPO,VISA,1,49,252,244.44,,,,,,,,
1419,5/12/15,128,128.1,T,1,MACA,DIER,2,1,13,8.45,,,,,,,,
1420,5/12/15,128,128.2,T,2,MACA,DIER,3,1,13,8.45,,,,,,,,
1421,5/12/15,128,128.3,T,3,MEPO,DIER,1,72,370,358.9,,,,,,,,
1422,5/12/15,134,134.1,T,1,BOOF,CABU,2,7,9,9,,,,,,,,
1423,5/12/15,134,134.2,T,2,BOOF,CABU,5,6,8,8,,,,,,,,
1424,5/12/15,134,134.3,T,3,MEPO,CABU,4,64,329,319.13,,,,,,,,
1425,5/12/15,134,134.4,T,4,BRMA,CABU,3,5,40,32,,,,,,,,
1426,5/12/15,140,140.1,T,1,BRMA,CABU,4,5,40,32,,,,,,,,
1427,5/12/15,153,153.1,T,1,MACA,DIER,3,4,54,35.1,,,,,,,,
1428,5/12/15,153,153.2,T,2,BRMA,DIER,2,5,40,32,,,,,,,,
1429,5/12/15,153,153.3,T,3,MEPO,DIER,5,24,123,119.31,,,,,,,,
1430,5/12/15,153,153.4,T,4,MEPO,DIER,3,56,288,279.36,,,,,,,,
1431,5/12/15,155,155.1,T,1,BOOF,PARO,1,2,3,3,,,,,,,,
1432,5/12/15,155,155.2,T,2,BOOF,MEPO,1,3,4,4,,,,,,,,
1433,5/12/15,155,155.3,T,3,MEPO,BOOF,1,62,319,309.43,,,,,,,,
1434,5/12/15,155,155.4,T,4,MEPO,BOOF,1,2,10,9.7,,,,,,,,
1435,5/12/15,155,155.5,T,5,BOOF,MEPO,1,5,7,7,,,,,,,,
1436,5/12/15,157,157.1,T,1,BOOF,BRMA,1,3,4,4,,,,,,,,
1437,5/12/15,157,157.2,T,2,BOOF,SIAL,2,17,23,23,,,,,,,,
1438,5/12/15,157,157.3,T,3,BRMA,BOOF,1,4,32,25.6,,,,,,,,
1439,5/12/15,157,157.4,T,4,BOOF,MEPO,1,7,9,9,,,,,,,,
1440,5/12/15,157,157.5,T,5,MEPO,BOOF,1,48,247,239.59,,,,,,,,
1441,5/12/15,165,165.1,T,1,BOOF,VISA,4,5,7,7,,,,,,,,
1442,5/12/15,180,180.1,T,1,BRMA,DIER,2,2,16,12.8,,,,,,,,
1443,5/12/15,180,180.2,T,2,MEPO,DIER,2,66,339,328.83,,,,,,,,
1444,5/12/15,180,180.3,T,3,BRMA,DIER,1,7,56,44.8,,,,,,,,
1445,5/12/15,1,1.1,T,1,PARO,CAAR,1,5,447,84.93,,,,,,,,
1446,5/12/15,1,1.2,T,2,VISA,VISA,3,5,31,31,,,,,,,,
1447,5/12/15,2,2.1,T,1,VISA,BRMA,4,4,24,24,,,,,,,,
1448,5/12/15,4,4.1,T,1,VISA,VISA,1,2,12,12,,,,,,,,
1449,5/12/15,4,4.2,T,2,VISA,VISA,1,3,18,18,,,,,,,,
1450,5/12/15,4,4.3,T,3,PARO,VISA,1,1,89,16.91,,,,,,,,
1451,5/12/15,4,4.4,T,4,PARO,VISA,1,1,89,16.91,,,,,,,,
1452,5/12/15,5,5.5,T,5,PARO,VISA,1,2,179,34.01,,,,,,,,
1453,5/12/15,5,5.1,T,1,VISA,VISA,1,4,24,24,,,,,,,,
1454,5/12/15,5,5.2,T,2,VISA,VISA,2,2,12,12,,,,,,,,
1455,5/12/15,5,5.3,T,3,PARO,SIAL,1,2,179,34.01,,,,,,,,
1456,5/12/15,6,6.1,T,1,VISA,MEPO,1,4,24,24,,,,,,,,
1457,5/12/15,6,6.2,T,2,PARO,BRMA,1,2,179,34.01,,,,,,,,
1458,5/12/15,6,6.3,T,3,PARO,CAAR,2,1,89,16.91,,,,,2,BOOF,5.488172,
1459,5/12/15,7,7.1,T,1,VISA,BRMA,1,4,24,24,,,,,,,,
1460,5/12/15,7,7.2,T,2,PARO,BRMA,3,2,179,34.01,,,,,,,,
1461,5/12/15,7,7.3,T,3,PARO,CAAR,1,1,89,16.91,,,,,,,,
1462,5/12/15,8,8.1,T,1,VISA,VISA,3,2,12,12,,,,,,,,
1463,5/12/15,8,8.2,T,2,VISA,VISA,1,5,31,31,,,,,,,,
1464,5/12/15,8,8.3,T,3,VISA,SIAL,2,5,31,31,,,,,,,,
1465,5/12/15,9,9.1,T,1,VISA,CABU,3,4,24,24,,,,,,,,
1466,5/12/15,9,9.2,T,2,PARO,CABU,7,2,179,34.01,,,,,,,,
1467,5/12/15,10,10.1,T,1,VISA,PARO,8,4,24,24,,,,,,,,
1468,5/12/15,10,10.2,T,2,PARO,PARO,1,4,358,68.02,,,,,,,,
1469,5/12/15,10,10.3,T,3,PARO,PARO,2,2,179,34.01,,,,,,,,
1470,5/12/15,10,10.4,T,4,PARO,NA,0,6,537,102.03,,,,,,,,
1471,5/12/15,10,10.5,T,5,VISA,PARO,4,5,31,31,,,,,,,,
1472,5/12/15,10,10.6,T,6,PARO,MEPO,1,2,179,34.01,,,,,,,,
1473,5/12/15,10,10.7,T,7,PARO,PARO,8,1,89,16.91,,,,,,,,
1474,5/12/15,10,10.8,T,8,PARO,NA,0,10,895,170.05,,,,,,,,
1475,5/12/15,11,11.1,T,1,VISA,CAAR,3,2,12,12,,,,,,,,
1476,5/12/15,11,11.2,T,2,VISA,CAAR,4,5,31,31,,,,,,,,
1477,5/12/15,11,11.3,T,3,PARO,CAAR,4,1,89,16.91,,,,,,,,
1478,5/12/15,12,12.1,T,1,VISA,CABU,5,3,18,18,,,,,,,,
1479,5/12/15,12,12.2,T,2,VISA,CABU,3,6,37,37,,,,,,,,
1480,5/12/15,12,12.3,T,3,PARO,CABU,4,5,447,84.93,,,,,,,,
1481,5/12/15,13,13.1,T,1,VISA,DIER,4,3,18,18,,,,,,,,
1482,5/12/15,13,13.2,T,2,VISA,DIER,5,3,18,18,,,,,,,,
1483,5/12/15,13,13.3,T,3,PARO,DIER,1,4,358,68.02,,,,,,,,
1484,5/12/15,13,13.4,T,4,PARO,DIER,5,1,89,16.91,,,,,,,,
1485,5/12/15,14,14.1,T,1,VISA,CAAR,3,9,55,55,,,,,,,,
1486,5/12/15,14,14.2,T,2,VISA,CAAR,4,6,37,37,,,,,,,,
1487,5/12/15,14,14.3,T,3,PARO,CAAR,2,2,179,34.01,,,,,,,,
1488,5/12/15,14,14.4,T,4,PARO,CAAR,1,2,179,34.01,,,,,,,,
1489,5/12/15,15,15.1,T,1,VISA,PARO,2,5,31,31,,,,,,,,
1490,5/12/15,15,15.2,T,2,VISA,PARO,2,13,79,79,,,,,,,,
1491,5/12/15,15,15.3,T,3,PARO,PARO,7,1,89,16.91,,,,,,,,
1492,5/12/15,15,15.4,T,4,PARO,PARO,4,1,89,16.91,,,,,,,,
1493,5/12/15,15,15.5,T,5,PARO,PARO,1,3,268,50.92,,,,,,,,
1494,5/12/15,16,16.1,T,1,VISA,BRMA,2,4,24,24,,,,,,,,
1495,5/12/15,16,16.2,T,2,PARO,BRMA,3,1,89,16.91,,,,,,,,
1496,5/12/15,18,18.1,T,1,VISA,SIAL,1,1,6,6,,,,,,,,
1497,5/12/15,18,18.2,T,2,PARO,SIAL,1,2,179,34.01,,,,,,,,
1498,5/12/15,20,20.1,T,1,VISA,CABU,2,3,18,18,,,,,,,,
1499,5/12/15,20,20.2,T,2,PARO,CABU,7,2,179,34.01,,,,,,,,
1500,5/12/15,20,20.3,T,3,PARO,CABU,7,3,268,50.92,,,,,,,,
1501,5/12/15,22,22.1,T,1,PARO,NA,0,13,1163,220.97,,,,,,,,
1502,5/12/15,22,22.2,T,2,VISA,SIAL,3,4,24,24,,,,,,,,
1503,5/12/15,22,22.3,T,3,PARO,PARO,5,1,89,16.91,,,,,,,,
1504,5/12/15,23,23.1,T,1,PARO,PARO,4,6,537,102.03,,,,,,,,
1505,5/12/15,23,23.2,T,2,PARO,PARO,7,3,268,50.92,,,,,,,,
1506,5/12/15,23,23.3,T,3,VISA,PARO,2,3,18,18,,,,,,,,
1507,5/12/15,26,26.1,T,1,PARO,DIER,3,1,89,16.91,,,,,,,,
1508,5/12/15,26,26.2,T,2,PARO,DIER,1,2,179,34.01,,,,,,,,
1509,5/12/15,26,26.3,T,3,VISA,DIER,3,4,24,24,,,,,,,,
1510,5/12/15,26,26.4,T,4,VISA,DIER,1,1,6,6,,,,,,,,
1511,5/12/15,28,28.1,T,1,VISA,DIER,1,7,43,43,,,,,,,,
1512,5/12/15,33,33.1,T,1,VISA,PARO,2,2,12,12,,,,,,,,
1513,5/12/15,33,33.2,T,2,PARO,MEPO,1,1,89,16.91,,,,,,,,
1514,5/12/15,33,33.3,T,3,PARO,DIER,1,1,89,16.91,,,,,,,,
1515,5/12/15,33,33.4,T,4,VISA,MEPO,1,2,12,12,,,,,,,,
1516,5/12/15,34,34.1,T,1,PARO,MACA,3,1,89,16.91,,,,,,,,
1517,5/12/15,34,34.2,T,2,PARO,SIAL,2,1,89,16.91,,,,,,,,
1518,5/12/15,36,36.1,T,1,VISA,MACA,4,7,43,43,,,,,,,,
1519,5/12/15,36,36.2,T,2,PARO,MACA,9,1,89,16.91,,,,,,,,
1520,5/12/15,36,36.3,T,3,VISA,MACA,5,1,6,6,,,,,,,,
1521,5/12/15,36,36.4,T,4,VISA,MACA,6,11,67,67,,,,,,,,
1522,5/12/15,36,36.5,T,5,PARO,MACA,2,3,268,50.92,,,,,,,,
1523,14/5/2015,40,40.1,T,1,PARO,MACA,7,9,805,152.95,,,,,,,,
1524,14/5/2015,40,40.2,T,2,VISA,MACA,2,5,31,31,,,,,,,,
1525,14/5/2015,40,40.3,T,3,VISA,MACA,6,1,6,6,,,,,,,,
1526,14/5/2015,40,40.4,T,4,PARO,MACA,10,2,179,34.01,,,,,,,,
1527,14/5/2015,41,41.1,T,1,VISA,SIAL,2,1,6,6,,,,,,,,
1528,14/5/2015,41,41.2,T,2,PARO,SIAL,3,3,268,50.92,,,,,,,,
1529,14/5/2015,44,44.1,T,1,VISA,SIAL,2,1,6,6,,,,,,,,
